  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      405        1.747        5.232            0      505.008      417.839       88.345
      406        1.840        5.231            0      500.959      399.629       84.054
      407        1.710        5.310            0      505.256      387.285       81.285
      408        2.016        5.089            0      501.955      394.939       83.968
      409        1.981        5.082            0      499.651      378.831       77.670
      410        1.746        5.180            0      504.003      417.660       92.906
      411        1.754        5.166            0      504.278      422.814       90.587
      412        1.648        5.249            0      509.765      436.332       85.457
      413        1.612        5.235            0      511.201      391.751       83.798
      414        2.347        4.936            0      497.610      403.523       83.541
      415        1.594        5.285            0      506.176      412.703       83.013
      416        1.975        5.105            0      503.457      401.067       85.784
      417        2.232        4.861            0      492.872      404.390       82.609
      418        2.074        4.992            0      498.891      412.949       84.506
      419        2.156        5.035            0      500.634      386.749       86.276
      420        1.569        5.304            0      508.748      464.439       85.584
      421        1.731        5.226            0      504.288      439.240       76.680
      422        1.622        5.404            0      513.278      454.480       82.001
      423        1.660        5.261            0      507.442      423.561       84.842
      424        1.780        5.141            0      503.263      427.143       81.841
      425        1.733        5.217            0      505.558      392.743       81.247
      426        1.793        5.261            0      508.669      421.082       77.744
      427        1.708        5.116            0      499.224      412.717       85.471
      428        1.734        5.205            0      501.590      422.725       85.772
      429        1.807        5.143            0      504.341      432.863       80.602
      430        1.439        5.337            0      509.651      419.572       85.819
      431        1.518        5.212            0      499.452      417.464       88.700
      432        1.614        5.303            0      506.814      435.135       83.889
      433        1.663        5.143            0      506.264      460.428       82.078
      434        1.713        5.203            0      502.535      423.637       83.902
      435        1.387        5.123            0      495.552      419.955       92.120
      436        1.815        5.232            0      506.370      440.850       81.078
      437        1.756        5.024            0      495.812      449.204       86.549
      438        1.618        5.225            0      498.485      440.096       83.760
      439        1.990        5.001            0      497.061      428.145       79.633
      440        1.767        5.091            0      499.636      401.889       81.880
      441        1.650        5.117            0      497.588      415.232       83.608
      442        1.987        5.045            0      500.925      429.186       79.414
      443        1.974        5.174            0      508.077      447.149       82.815
      444        1.738        5.042            0      496.692      438.987       79.329
      445        1.614        5.052            0      498.101      445.947       87.159
      446        1.831        5.181            0      507.296      460.158       87.785
      447        1.766        5.037            0      498.706      397.463       83.391
      448        1.890        5.116            0      497.120      398.826       82.294
      449        1.806        5.076            0      492.009      443.690       84.155
      450        1.787        5.265            0      508.603      392.822       84.365
      451        1.946        5.079            0      498.263      443.208       78.582
      452        1.825        5.137            0      502.426      473.437       86.803
      453        1.465        5.237            0      503.615      449.808       86.204
      454        1.520        5.312            0      503.307      431.347       87.431
      455        1.843        5.080            0      504.934      429.205       81.920
      456        1.784        5.223            0      503.428      422.384       83.539
      457        1.702        5.165            0      500.766      411.380       81.035
      458        1.894        5.053            0      499.723      436.147       87.025
      459        1.851        4.982            0      492.595      422.043       82.647
      460        1.798        5.120            0      507.038      421.548       82.141
      461        1.694        5.050            0      499.231      389.963       86.045
      462        1.660        5.179            0      502.674      443.866       85.701
      463        1.741        5.098            0      501.359      460.505       87.266
      464        1.492        5.201            0      500.390      437.072       88.159
      465        1.360        5.329            0      506.103      436.614       84.234
      466        1.654        5.250            0      505.591      451.922       87.107
      467        1.601        5.113            0      503.692      440.410       81.096
      468        1.527        5.097            0      495.484      432.712       87.070
      469        1.413        5.270            0      503.761      418.726       87.879
      470        1.696        5.113            0      499.802      427.152       87.009
      471        2.030        5.108            0      509.350      420.760       85.755
      472        1.977        5.075            0      499.094      386.051       85.390
      473        1.921        5.111            0      502.571      405.840       89.642
      474        1.873        5.033            0      497.206      375.173       77.546
      475        1.845        4.986            0      496.898      388.898       82.790
      476        1.551        5.243            0      504.848      398.906       85.376
      477        2.104        4.992            0      498.105      407.401       79.123
      478        1.727        5.131            0      496.599      411.655       85.707
      479        2.334        4.965            0      492.702      409.791       82.617
      480        1.960        5.038            0      501.362      375.509       82.154
      481        1.747        5.147            0      502.118      378.060       86.884
      482        1.954        5.108            0      504.091      434.932       86.460
      483        1.944        5.120            0      499.490      388.942       83.560
      484        1.879        5.018            0      499.611      412.479       79.765
      485        1.744        5.155            0      501.308      378.713       84.611
      486        1.776        5.143            0      499.677      394.580       85.967
      487        1.955        4.973            0      492.306      366.897       82.111
      488        1.646        5.160            0      499.010      402.715       88.278
      489        1.778        5.195            0      502.038      406.901       87.339
      490        2.070        5.014            0      496.917      373.917       86.210
      491        2.358        4.993            0      498.050      402.069       80.917
      492        2.404        4.966            0      493.813      398.986       83.120
      493        2.325        4.937            0      484.869      382.373       83.444
      494        2.238        4.990            0      494.265      396.240       81.931
      495        2.195        5.042            0      495.773      398.682       90.691
      496        2.164        4.958            0      492.730      393.044       79.614
      497        2.120        4.966            0      493.279      386.109       79.275
      498        1.933        5.139            0      500.424      391.446       84.574
      499        2.570        4.856            0      490.075      400.541       80.741
      500        2.136        4.987            0      497.167      393.122       81.367
      501        1.560        5.157            0      499.336      410.348       85.610
      502        1.880        5.076            0      503.929      437.731       92.054
      503        2.367        4.975            0      497.327      390.295       81.408
      504        1.849        5.151            0      507.306      408.911       80.055
      505        1.952        5.033            0      503.309      407.723       87.843
      506        2.190        5.045            0      503.589      393.298       83.182
      507        1.843        5.094            0      498.286      383.640       85.388
      508        1.657        5.178            0      501.947      396.719       85.183
      509        1.772        5.207            0      503.671      432.676       87.147
      510        1.512        5.103            0      500.891      422.484       92.026
