  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      893        3.369        4.851            0      460.813      555.907       53.757
      894        3.196        5.002            0      463.368      547.955       50.991
      895        3.416        4.958            0      460.618      576.280       57.424
      896        3.391        5.032            0      464.938      551.317       57.164
      897        3.098        5.000            0      460.658      549.781       55.255
      898        3.472        4.902            0      471.347      567.407       54.447
      899        3.370        5.108            0      466.504      558.192       55.168
      900        3.271        5.003            0      453.670      538.723       48.415
      901        3.434        4.945            0      458.793      534.402       56.523
      902        3.306        5.012            0      468.026      510.069       50.601
      903        3.264        5.061            0      464.546      486.923       58.433
      904        3.373        4.960            0      465.276      523.725       53.935
      905        3.331        5.087            0      460.410      533.352       50.688
      906        3.324        5.002            0      460.159      491.106       53.237
      907        3.293        5.060            0      465.264      495.792       54.061
      908        3.231        5.170            0      467.809      528.571       54.374
      909        3.065        5.040            0      468.756      504.990       56.222
      910        3.291        5.086            0      461.812      507.641       52.822
      911        3.121        5.131            0      465.566      500.644       58.687
      912        3.199        4.979            0      464.408      498.369       54.214
      913        3.036        5.135            0      464.315      524.527       53.780
      914        3.403        4.920            0      457.816      485.949       52.999
      915        3.255        4.916            0      462.528      489.418       52.698
      916        3.428        5.121            0      464.993      525.839       57.013
      917        3.490        4.868            0      463.264      559.718       58.018
      918        3.214        4.915            0      459.256      535.502       57.232
      919        3.242        5.041            0      463.571      543.503       55.965
      920        3.377        4.961            0      461.560      551.386       52.149
      921        3.361        4.979            0      461.806      521.171       58.891
      922        3.128        5.056            0      456.589      535.229       57.709
      923        3.462        4.995            0      453.931      545.965       58.403
      924        3.445        4.871            0      458.318      550.852       54.538
      925        3.364        4.968            0      455.360      519.890       55.480
      926        3.202        5.104            0      470.915      535.864       52.233
      927        3.310        4.919            0      463.152      564.533       52.224
      928        3.271        5.007            0      458.795      604.055       55.058
      929        3.324        5.103            0      470.404      582.203       51.505
      930        3.364        4.952            0      465.082      560.173       55.893
      931        3.376        4.960            0      454.981      552.456       49.276
      932        3.237        5.040            0      462.283      576.736       52.560
      933        3.139        5.199            0      486.178      602.465       56.240
      934        2.691        5.273            0      483.441      546.770       51.436
      935        3.340        5.122            0      468.719      535.408       52.914
      936        3.307        5.088            0      467.329      488.735       52.295
      937        2.999        5.004            0      460.264      468.424       52.883
      938        2.954        5.118            0      466.306      486.222       53.358
      939        3.019        5.280            0      486.958      505.423       50.132
      940        3.137        5.185            0      461.721      465.670       51.996
      941        3.065        5.224            0      467.594      477.821       55.297
      942        3.454        4.938            0      461.949      518.288       58.700
      943        3.164        5.112            0      466.696      477.168       54.917
      944        3.258        5.140            0      472.685      537.035       55.700
      945        2.958        5.283            0      484.611      517.013       53.730
      946        2.656        5.282            0      484.614      508.078       53.810
      947        2.988        5.369            0      488.651      518.641       55.178
      948        3.069        5.358            0      484.103      475.853       55.110
      949        3.393        4.971            0      458.012      471.399       53.407
      950        3.380        4.960            0      462.871      508.048       62.013
      951        3.336        5.048            0      461.520      484.746       55.910
      952        3.347        4.997            0      461.807      511.703       54.175
      953        3.388        5.126            0      469.595      493.944       58.753
      954        3.177        5.163            0      462.971      488.419       52.282
      955        3.275        5.055            0      461.968      499.594       55.009
      956        3.280        4.949            0      452.632      473.365       54.786
      957        3.178        5.205            0      479.634      538.054       55.108
      958        3.164        5.077            0      469.033      517.489       50.143
      959        3.365        4.956            0      461.941      499.645       55.730
      960        3.339        4.921            0      459.716      515.508       53.294
      961        3.234        5.202            0      481.800      508.932       52.833
      962        3.230        5.065            0      457.942      497.845       55.545
      963        3.206        4.909            0      453.564      483.172       52.464
      964        3.233        5.042            0      461.379      480.679       53.038
      965        3.117        5.112            0      470.323      480.247       49.396
      966        3.283        5.018            0      470.520      503.009       52.704
      967        3.250        5.034            0      465.051      487.991       56.203
      968        3.163        5.159            0      472.620      473.921       54.392
      969        3.265        5.015            0      474.386      465.046       55.562
      970        3.260        5.060            0      459.817      487.014       57.512
      971        3.339        5.059            0      469.623      520.837       55.801
      972        3.385        4.929            0      459.796      475.652       58.423
      973        3.368        4.928            0      453.842      488.595       55.518
      974        3.391        4.919            0      454.885      512.949       53.799
      975        3.270        4.999            0      457.984      512.585       53.890
      976        3.128        5.060            0      465.047      520.796       52.045
      977        3.307        5.049            0      462.107      513.255       55.671
      978        3.304        5.146            0      459.137      514.652       54.102
      979        3.332        5.041            0      462.813      521.065       54.466
      980        3.304        4.987            0      463.066      501.431       52.343
      981        3.270        5.184            0      471.453      519.583       55.144
      982        3.389        5.042            0      461.207      501.926       54.342
      983        3.351        5.068            0      462.417      526.336       55.958
      984        3.230        5.186            0      477.813      572.626       49.978
      985        3.205        4.963            0      457.498      546.373       50.613
      986        2.969        5.239            0      461.342      503.626       50.993
      987        3.041        5.045            0      465.393      502.570       57.073
      988        3.277        5.103            0      460.147      492.306       56.414
      989        3.349        5.043            0      462.533      527.205       53.166
      990        2.935        5.074            0      466.115      493.991       55.976
      991        3.442        4.973            0      463.518      496.704       56.151
      992        3.305        5.126            0      464.976      510.674       55.103
      993        3.153        5.008            0      464.422      477.785       56.919
      994        3.402        4.981            0      462.154      486.995       54.578
      995        3.350        4.975            0      469.089      522.464       55.048
      996        3.273        5.117            0      467.305      511.165       54.262
      997        3.362        4.988            0      462.854      504.067       54.284
      998        3.438        4.869            0      455.188      535.570       51.774
      999        3.209        5.113            0      466.147      521.323       53.638
     1000        3.335        4.923            0      458.052      504.695       52.258
     1001        3.044        5.214            0      478.704      543.009       52.799
     1002        3.291        5.156            0      459.229      471.381       53.339
     1003        2.910        5.043            0      463.140      494.381       51.440
     1004        2.698        5.476            0      485.103      519.053       54.904
     1005        3.132        5.380            0      485.787      559.677       56.152
     1006        2.991        5.384            0      492.312      559.902       55.815
     1007        3.142        5.242            0      481.422      500.817       52.634
     1008        3.045        5.205            0      488.418      519.852       49.774
     1009        3.035        5.255            0      484.898      506.379       53.301
     1010        3.134        5.117            0      486.393      519.008       54.605
     1011        3.122        5.312            0      482.411      551.768       57.223
     1012        3.416        4.985            0      462.065      499.889       57.064
     1013        3.395        5.015            0      459.950      537.068       55.144
     1014        3.373        4.956            0      465.635      496.799       55.191
     1015        3.380        4.880            0      461.934      509.572       51.520
     1016        3.334        5.019            0      465.892      522.338       52.684
     1017        3.450        4.972            0      455.738      487.881       58.125
     1018        3.292        5.020            0      463.891      518.835       58.041
     1019        3.353        4.971            0      462.827      533.341       54.500
     1020        3.372        4.950            0      460.141      536.012       57.989
     1021        3.295        4.991            0      461.273      508.871       54.192
     1022        3.324        5.045            0      466.190      524.498       52.542
     1023        3.347        5.040            0      455.773      508.859       54.552
     1024        3.327        4.900            0      456.125      497.703       58.032
     1025        3.123        5.073            0      479.306      559.734       53.401
     1026        3.377        4.925            0      460.816      494.052       53.049
     1027        3.002        5.091            0      460.934      470.461       52.348
     1028        3.312        5.056            0      464.220      494.659       51.046
     1029        3.387        5.008            0      463.766      573.339       50.523
     1030        3.343        4.855            0      458.428      526.343       55.258
     1031        3.363        5.082            0      465.688      511.017       54.691
     1032        3.342        4.874            0      461.516      497.726       50.146
     1033        3.120        5.050            0      464.787      506.008       53.229
     1034        3.354        4.997            0      464.855      519.519       53.674
     1035        3.424        4.992            0      463.333      505.256       54.689
     1036        3.131        5.069            0      461.123      500.272       50.515
     1037        3.398        4.974            0      467.814      516.853       54.285
     1038        3.374        4.988            0      463.589      480.222       55.560
     1039        3.488        4.923            0      464.402      492.639       56.391
     1040        3.334        5.046            0      461.813      481.892       55.669
     1041        3.346        5.002            0      460.886      490.734       54.366
     1042        3.411        4.985            0      465.849      502.313       54.500
     1043        3.345        4.946            0      456.343      465.823       58.408
     1044        3.277        5.128            0      470.197      492.281       54.065
     1045        3.497        4.887            0      463.010      475.189       55.453
     1046        3.234        5.091            0      471.364      470.087       53.578
     1047        3.262        5.056            0      465.272      481.034       56.673
     1048        3.110        5.106            0      470.210      511.840       54.853
     1049        3.397        4.987            0      462.983      500.809       54.544
     1050        3.440        4.911            0      458.771      509.096       53.340
     1051        3.065        5.014            0      461.421      478.002       48.984
     1052        3.251        5.149            0      466.985      505.898       56.302
     1053        3.311        5.197            0      471.821      487.473       57.048
     1054        3.294        5.080            0      471.910      484.615       55.232
     1055        3.268        5.088            0      466.620      507.521       52.137
     1056        3.420        4.882            0      458.262      470.934       54.373
     1057        3.153        5.088            0      462.734      517.152       54.537
     1058        3.344        4.973            0      465.548      475.400       55.598
     1059        3.255        5.182            0      474.430      480.224       55.370
     1060        3.352        4.944            0      466.135      460.811       51.356
     1061        3.006        5.017            0      464.910      446.726       57.410
     1062        3.403        5.011            0      467.172      488.004       54.706
     1063        3.257        5.157            0      460.821      470.830       55.788
     1064        3.368        4.976            0      458.792      497.659       53.975
     1065        3.077        5.213            0      479.338      502.819       50.932
     1066        3.415        4.989            0      466.261      789.137       53.527
     1067        3.213        5.082            0      467.273      519.913       51.929
     1068        3.284        5.066            0      463.155      458.101       51.731
     1069        3.317        5.117            0      460.370      465.497       54.798
     1070        3.331        5.087            0      465.169      479.606       57.431
     1071        3.165        5.176            0      484.211      513.967       52.175
     1072        3.293        5.169            0      466.854      491.626       56.542
     1073        3.338        5.095            0      463.878      521.720       53.803
     1074        3.366        5.065            0      464.556      477.546       53.503
     1075        3.512        4.821            0      461.945      782.116       57.197
     1076        3.296        5.090            0      467.148      792.772       53.944
     1077        3.272        5.128            0      467.775      793.957       55.525
     1078        3.338        5.002            0      462.272      784.305       55.414
     1079        3.486        4.800            0      459.655      779.202       52.146
     1080        3.265        5.051            0      466.601      791.610       54.985
     1081        3.191        4.922            0      460.625      475.270       58.795
     1082        3.326        5.024            0      462.789      504.160       55.996
     1083        3.300        5.014            0      460.588      485.067       53.751
     1084        3.054        5.223            0      469.149      469.353       53.494
     1085        3.236        5.125            0      468.665      470.004       52.788
     1086        3.376        4.998            0      458.119      460.816       56.259
     1087        3.375        5.042            0      462.606      464.184       56.921
     1088        3.275        5.104            0      464.704      787.577       51.087
     1089        3.155        4.929            0      457.663      472.298       54.126
     1090        3.316        5.076            0      462.743      497.286       57.722
     1091        3.202        5.022            0      463.636      788.580       55.864
     1092        3.066        5.015            0      467.376      786.460       56.049
     1093        3.350        5.017            0      458.227      776.233       53.838
     1094        3.346        5.052            0      462.908      784.363       57.340
     1095        3.174        4.933            0      459.006      779.255       54.565
     1096        3.157        4.875            0      455.203      770.718       59.516
     1097        3.305        5.072            0      459.643      779.766       55.487
     1098        3.506        4.848            0      459.998      776.396       57.518
     1099        3.324        4.991            0      465.974      787.121       52.948
     1100        3.073        5.205            0      475.264      803.801       54.162
     1101        3.285        5.024            0      468.249      789.846       50.750
     1102        3.164        5.091            0      466.315      788.499       52.222
     1103        3.335        4.963            0      463.874      780.444       53.694
     1104        3.443        4.865            0      452.832      771.012       54.450
     1105        3.055        5.052            0      462.434      780.642       53.701
     1106        3.281        5.149            0      466.638      789.607       54.927
     1107        3.306        4.970            0      461.241      783.539       53.385
     1108        3.228        4.992            0      462.782      778.835       54.362
     1109        3.301        5.120            0      465.033      787.246       53.112
     1110        3.336        5.068            0      467.068      786.112       53.387
     1111        3.414        4.958            0      460.828      485.748       51.821
     1112        3.164        5.202            0      477.870      544.897       53.770
     1113        3.120        5.171            0      479.514      537.118       54.788
     1114        3.191        5.083            0      460.829      509.000       54.223
     1115        3.331        5.035            0      458.926      779.228       53.233
     1116        3.316        4.951            0      460.092      780.051       54.826
     1117        3.280        5.080            0      464.740      788.811       51.181
     1118        3.326        5.027            0      458.377      778.313       56.207
     1119        3.316        5.002            0      460.709      778.535       56.705
     1120        3.291        5.134            0      468.150      481.346       55.035
     1121        3.339        4.933            0      459.603      503.096       48.238
     1122        3.234        5.152            0      466.633      790.026       50.752
     1123        3.355        4.952            0      460.781      779.162       52.659
     1124        3.197        4.982            0      467.396      792.729       55.416
     1125        3.392        5.004            0      460.953      779.754       58.143
     1126        3.418        4.930            0      466.023      784.970       53.214
     1127        2.914        5.019            0      462.854      781.279       57.557
     1128        3.103        4.950            0      456.983      774.898       56.228
     1129        3.171        5.235            0      466.008      505.590       54.446
     1130        3.272        5.188            0      471.701      796.545       57.712
     1131        3.376        4.989            0      464.227      788.248       53.140
     1132        3.357        4.913            0      456.134      772.544       56.867
     1133        3.268        5.330            0      488.475      822.001       55.990
     1134        3.150        5.306            0      489.435      827.368       52.244
     1135        3.128        5.319            0      480.796      810.802       55.076
     1136        2.931        5.488            0      494.614      840.092       48.276
     1137        2.974        5.515            0      483.128      818.416       52.886
     1138        3.067        5.437            0      487.160      825.302       50.826
     1139        2.994        5.588            0      489.645      826.604       52.165
     1140        2.837        5.574            0      480.017      811.264       58.100
     1141        2.782        5.513            0      499.324      845.947       50.845
     1142        3.031        5.550            0      487.277      820.603       51.543
     1143        2.899        5.629            0      500.020      847.246       50.613
     1144        2.982        5.525            0      487.879      825.104       53.694
     1145        3.127        5.484            0      485.145      823.142       51.647
     1146        2.892        5.499            0      485.596      819.009       52.694
     1147        2.876        5.561            0      486.458      816.648       50.258
     1148        3.007        5.579            0      494.617      529.348       52.323
     1149        2.952        5.526            0      484.508      525.838       50.420
     1150        2.771        5.622            0      490.665      498.151       55.955
     1151        2.986        5.624            0      493.605      491.946       50.630
     1152        3.029        5.603            0      490.670      513.519       49.652
     1153        3.268        5.213            0      477.433      809.591       56.125
     1154        3.142        5.483            0      489.868      564.855       49.358
     1155        2.754        5.547            0      487.363      823.054       52.152
     1156        3.018        5.543            0      487.070      521.783       49.870
     1157        3.004        5.527            0      490.263      830.562       53.038
     1158        3.070        5.531            0      488.777      821.810       49.790
     1159        2.889        5.560            0      495.336      575.384       52.036
     1160        3.007        5.347            0      485.256      514.614       49.057
     1161        3.171        5.482            0      483.944      821.992       55.866
     1162        2.992        5.616            0      489.781      829.119       52.648
     1163        2.796        5.580            0      497.412      842.905       47.986
     1164        3.052        5.477            0      488.557      829.887       54.659
     1165        3.075        5.563            0      494.607      840.925       53.170
     1166        2.702        5.647            0      498.720      843.111       52.261
     1167        3.200        5.416            0      483.147      820.275       50.980
     1168        3.086        5.586            0      493.400      486.961       50.420
     1169        2.950        5.717            0      499.540      840.054       49.980
     1170        3.170        5.298            0      482.873      526.470       51.790
     1171        3.024        5.539            0      489.463      828.917       49.215
     1172        3.057        5.456            0      484.958      825.111       51.338
     1173        3.130        5.431            0      490.266      829.540       53.632
     1174        2.900        5.482            0      489.688      825.548       53.662
     1175        3.123        5.219            0      484.721      814.700       48.374
     1176        3.003        5.448            0      486.757      823.087       49.997
     1177        3.011        5.340            0      488.203      827.286       49.727
     1178        3.325        5.282            0      486.403      820.734       55.344
     1179        2.960        5.413            0      489.274      824.894       51.357
     1180        3.207        5.307            0      479.128      814.092       51.484
     1181        2.986        5.517            0      489.152      824.558       49.886
     1182        2.868        5.632            0      498.507      838.932       51.924
     1183        2.667        5.634            0      490.202      826.821       57.055
     1184        2.858        5.629            0      494.638      836.366       52.799
     1185        2.646        5.565            0      485.775      819.864       51.579
     1186        3.005        5.513            0      486.119      824.364       50.441
     1187        2.931        5.556            0      492.299      830.015       52.365
     1188        2.882        5.607            0      492.522      832.128       50.662
     1189        2.883        5.628            0      499.693      848.124       53.196
     1190        3.023        5.357            0      482.986      818.872       53.188
     1191        2.981        5.448            0      493.114      835.629       47.897
     1192        2.985        5.552            0      492.076      833.885       53.030
     1193        2.830        5.523            0      489.628      819.335       54.367
     1194        3.079        5.393            0      480.189      812.740       56.456
     1195        3.100        5.286            0      482.113      814.446       52.071
     1196        3.191        5.093            0      475.785      804.610       53.192
     1197        3.258        5.365            0      480.924      807.514       55.688
     1198        3.219        5.227            0      487.368      822.195       52.838
     1199        2.897        5.552            0      503.461      846.597       53.540
     1200        3.112        5.350            0      489.879      829.166       50.323
     1201        3.030        5.441            0      494.392      832.370       48.353
     1202        3.118        5.438            0      495.471      839.141       52.981
     1203        3.191        5.367            0      485.826      820.300       55.798
     1204        3.287        5.249            0      479.088      811.605       55.902
     1205        3.129        5.355            0      481.180      815.389       57.292
     1206        3.158        5.509            0      494.813      836.764       50.372
     1207        3.014        5.482            0      491.456      830.630       50.374
     1208        3.243        5.432            0      481.824      814.712       51.731
     1209        3.087        5.229            0      486.766      817.403       49.035
     1210        3.117        5.172            0      476.790      808.236       52.108
     1211        3.196        5.175            0      482.221      819.644       54.217
     1212        3.308        5.031            0      459.426      777.638       53.080
     1213        3.417        4.850            0      460.801      779.378       54.161
     1214        3.166        5.117            0      474.799      801.268       49.723
     1215        3.335        4.981            0      465.251      783.427       55.371
     1216        3.375        4.914            0      457.528      774.653       49.892
     1217        3.387        4.968            0      457.754      779.053       55.071
     1218        3.035        5.215            0      479.065      812.851       52.776
     1219        3.395        4.910            0      458.458      774.023       58.583
     1220        3.298        5.029            0      461.620      781.350       55.670
     1221        3.406        4.952            0      464.421      785.023       54.077
     1222        3.203        4.895            0      456.825      774.829       55.749
     1223        3.299        5.072            0      469.186      788.206       55.109
     1224        3.444        4.899            0      460.661      781.633       52.757
     1225        3.323        5.014            0      459.706      777.142       49.414
     1226        3.111        5.141            0      470.184      794.803       52.005
     1227        3.250        5.033            0      475.026      796.977       55.240
     1228        3.247        5.105            0      478.345      807.700       56.496
     1229        3.390        4.958            0      463.485      787.027       55.359
     1230        3.358        4.977            0      459.032      774.387       58.330
     1231        3.440        4.923            0      461.205      780.414       53.526
     1232        3.051        5.133            0      474.916      798.494       50.090
     1233        3.387        4.979            0      458.782      775.778       55.857
     1234        3.298        5.012            0      480.365      807.318       54.417
     1235        3.274        5.082            0      462.671      784.600       56.392
     1236        3.426        4.955            0      462.273      781.453       53.874
     1237        3.350        4.921            0      457.866      778.034       53.512
     1238        3.407        4.888            0      462.334      782.954       55.773
     1239        3.146        5.210            0      480.025      815.698       57.347
     1240        3.403        5.019            0      467.541      787.594       52.869
     1241        3.375        5.006            0      458.660      777.985       53.812
     1242        3.453        4.958            0      461.223      781.344       56.384
     1243        3.405        4.919            0      457.426      774.231       51.922
     1244        3.016        5.320            0      489.679      822.902       54.904
     1245        3.195        5.261            0      480.384      811.897       58.609
     1246        3.315        5.048            0      467.474      788.546       58.527
     1247        3.393        4.827            0      455.233      766.162       58.848
     1248        3.171        5.173            0      479.700      807.118       51.433
     1249        3.187        4.954            0      461.021      774.488       59.532
     1250        3.227        5.086            0      470.941      794.816       51.908
     1251        3.344        5.097            0      475.603      804.389       58.033
     1252        3.197        4.924            0      456.983      773.856       54.263
     1253        3.325        5.134            0      473.198      803.243       58.853
     1254        3.030        5.271            0      479.204      811.481       59.626
     1255        3.077        5.234            0      484.173      815.878       55.146
     1256        3.278        5.048            0      468.343      787.736       49.522
     1257        3.201        5.108            0      468.651      792.451       53.446
     1258        3.225        4.995            0      457.564      776.286       51.178
     1259        3.296        5.028            0      465.948      786.975       53.110
     1260        3.414        4.929            0      462.282      785.190       53.960
     1261        3.361        4.971            0      463.133      782.310       54.724
     1262        3.083        4.978            0      458.365      775.925       53.639
     1263        2.857        5.514            0      498.774      840.654       53.791
     1264        3.219        5.075            0      480.480      813.754       54.473
     1265        3.240        5.023            0      461.323      781.995       55.585
     1266        3.122        5.222            0      477.778      809.840       55.102
     1267        3.099        5.194            0      468.399      792.161       47.739
     1268        3.378        4.989            0      463.490      783.687       51.033
     1269        3.188        5.196            0      468.484      792.327       53.447
     1270        3.277        5.007            0      459.688      777.943       55.545
     1271        3.203        4.964            0      458.485      780.508       55.842
     1272        3.274        4.921            0      459.843      778.298       58.039
     1273        3.347        5.100            0      471.632      798.446       55.376
     1274        3.101        5.170            0      463.949      786.705       48.308
     1275        3.234        5.133            0      476.906      806.137       53.007
     1276        3.260        5.059            0      462.289      784.819       52.325
     1277        3.169        5.193            0      468.031      791.414       54.484
     1278        3.177        5.125            0      476.003      811.882       52.713
     1279        3.266        5.069            0      472.187      798.152       54.088
     1280        2.838        5.414            0      490.826      833.060       51.093
     1281        3.294        4.945            0      460.545      719.114       53.049
     1282        3.334        5.039            0      461.172      674.668       53.681
     1283        3.106        5.311            0      475.738      656.515       53.235
     1284        3.143        5.122            0      469.904      637.334       55.293
     1285        3.177        5.133            0      466.367      621.181       49.376
     1286        3.410        4.943            0      457.810      625.121       54.079
     1287        3.266        5.122            0      471.607      634.129       52.321
     1288        3.381        5.003            0      468.866      642.884       56.416
     1289        3.168        5.135            0      474.552      657.771       54.729
     1290        3.319        4.995            0      453.508      622.435       54.133
     1291        3.258        5.108            0      463.949      627.984       57.934
     1292        3.300        5.118            0      460.192      637.646       53.537
     1293        3.359        4.990            0      459.688      655.169       51.809
     1294        3.356        5.040            0      468.372      684.974       56.436
     1295        3.438        4.996            0      466.332      637.898       56.016
     1296        3.381        5.062            0      460.387      585.376       55.896
     1297        3.364        4.972            0      467.244      590.755       55.102
     1298        3.225        5.124            0      472.991      610.362       50.844
     1299        3.377        4.975            0      463.156      589.307       55.106
     1300        3.479        4.789            0      456.070      588.208       57.479
     1301        3.168        5.177            0      462.604      590.928       55.913
     1302        3.157        5.135            0      461.067      557.138       55.017
     1303        3.441        4.926            0      460.029      777.627       54.741
     1304        3.221        5.032            0      464.859      786.624       50.779
     1305        3.307        5.078            0      458.927      778.035       55.020
     1306        3.287        5.140            0      468.138      794.199       53.516
     1307        3.375        4.982            0      463.069      786.313       52.637
     1308        3.384        4.940            0      458.563      777.361       56.003
     1309        3.357        4.869            0      459.243      778.300       54.384
     1310        3.215        5.106            0      463.662      583.369       50.340
     1311        2.770        5.447            0      493.360      623.412       53.482
     1312        2.768        5.537            0      498.189      849.512       47.859
     1313        3.137        5.386            0      484.465      824.794       51.937
     1314        3.094        5.392            0      491.059      833.502       53.010
     1315        3.206        5.247            0      478.232      809.501       50.697
     1316        3.078        5.509            0      491.256      835.238       55.015
     1317        2.838        5.645            0      489.159      824.472       53.006
     1318        3.151        5.505            0      485.555      823.659       52.037
     1319        2.992        5.453            0      491.463      832.005       49.581
     1320        2.939        5.454            0      493.741      841.989       53.756
     1321        3.093        5.509            0      497.074      841.395       55.411
     1322        2.805        5.613            0      496.052      841.259       56.709
     1323        2.846        5.678            0      493.867      835.920       52.091
     1324        2.632        5.583            0      505.644      848.094       49.781
     1325        2.950        5.645            0      490.496      824.270       53.180
     1326        2.778        5.515            0      500.665      849.743       52.242
     1327        2.954        5.468            0      486.445      821.893       54.051
     1328        3.071        5.547            0      497.183      843.407       53.195
     1329        3.071        5.498            0      487.049      823.145       52.094
     1330        3.153        5.340            0      481.744      813.443       50.868
     1331        3.033        5.498            0      489.876      826.658       56.634
     1332        3.129        5.483            0      481.733      814.602       56.504
     1333        2.655        5.660            0      498.859      846.199       50.943
     1334        2.808        5.522            0      495.110      839.471       50.776
     1335        3.050        5.470            0      491.580      825.308       51.523
     1336        2.998        5.573            0      491.822      833.534       53.236
     1337        3.092        5.398            0      487.422      829.353       52.601
     1338        2.926        5.657            0      503.439      855.966       47.232
     1339        2.942        5.509            0      492.972      828.960       55.776
     1340        3.067        5.368            0      482.938      812.902       53.898
     1341        3.131        5.472            0      490.611      831.019       52.386
     1342        2.703        5.571            0      500.499      850.907       48.873
     1343        3.007        5.289            0      495.032      838.948       53.673
     1344        3.058        5.411            0      497.001      838.206       52.855
     1345        3.010        5.434            0      491.440      829.364       54.285
     1346        3.256        5.208            0      488.600      831.005       58.144
     1347        2.991        5.411            0      485.864      826.427       52.443
     1348        2.996        5.446            0      494.604      838.157       53.284
     1349        3.019        5.404            0      502.777      853.918       54.937
     1350        3.028        5.362            0      487.478      825.674       49.833
     1351        2.285        5.751            0      512.347      876.131       50.613
     1352        2.328        5.762            0      507.775      876.453       52.785
     1353        2.211        5.727            0      508.061      862.545       56.315
     1354        3.027        5.548            0      496.241      840.874       53.788
     1355        3.164        5.338            0      491.291      831.352       49.549
     1356        2.889        5.447            0      501.866      617.143       46.412
     1357        3.087        5.324            0      484.840      583.037       49.492
     1358        2.922        5.436            0      489.409      584.498       53.971
     1359        3.265        5.342            0      490.805      825.333       47.379
     1360        3.008        5.428            0      490.868      656.077       55.389
     1361        3.082        5.447            0      491.025      595.476       52.927
     1362        3.137        5.479            0      497.206      625.096       56.575
     1363        2.809        5.656            0      496.942      628.475       55.130
     1364        2.700        5.743            0      502.824      569.578       50.717
     1365        2.657        5.535            0      498.729      576.371       47.731
     1366        2.585        5.616            0      503.426      850.961       47.203
     1367        3.074        5.427            0      483.297      610.698       52.804
     1368        3.092        5.514            0      500.538      843.279       50.304
     1369        3.147        5.489            0      490.323      612.126       55.000
     1370        2.842        5.659            0      502.290      589.372       52.410
     1371        3.257        5.237            0      489.859      578.886       54.997
     1372        3.060        5.519            0      493.527      575.758       50.968
     1373        3.039        5.319            0      490.194      559.518       54.189
     1374        3.049        5.541            0      493.406      603.436       52.344
     1375        2.760        5.651            0      501.180      611.677       50.444
     1376        2.733        5.651            0      506.677      657.052       47.796
     1377        2.925        5.441            0      496.277      607.249       52.062
     1378        2.866        5.778            0      506.424      650.941       55.714
     1379        2.829        5.498            0      505.399      634.494       51.166
     1380        2.899        5.500            0      494.447      630.534       52.933
     1381        3.057        5.361            0      490.676      606.883       50.445
     1382        3.122        5.458            0      490.497      620.197       57.239
     1383        3.037        5.460            0      494.824      587.760       49.790
     1384        3.104        5.409            0      487.538      584.246       50.933
     1385        3.156        5.513            0      486.788      591.410       55.243
     1386        3.238        5.333            0      487.420      597.485       53.465
     1387        2.904        5.504            0      500.447      606.931       51.645
     1388        2.934        5.555            0      495.386      614.773       51.159
     1389        3.066        5.389            0      482.233      592.745       49.458
     1390        3.160        5.320            0      489.511      594.846       54.727
     1391        2.975        5.453            0      489.861      581.998       49.670
     1392        2.950        5.440            0      489.254      653.699       51.014
     1393        3.130        5.478            0      494.505      660.135       52.338
     1394        3.132        5.355            0      490.334      643.901       52.721
     1395        3.049        5.423            0      479.274      600.193       54.066
     1396        2.878        5.561            0      498.676      652.624       49.914
     1397        2.941        5.501            0      488.793      643.672       50.879
     1398        3.032        5.475            0      486.157      617.440       55.994
     1399        3.204        5.404            0      485.756      641.366       56.200
     1400        3.235        5.314            0      488.261      620.166       54.492
     1401        3.090        5.357            0      486.170      642.260       55.528
     1402        3.108        5.476            0      484.050      651.837       54.019
     1403        2.926        5.596            0      490.446      624.136       51.097
     1404        2.806        5.652            0      495.429      595.654       55.993
