## Torsion are defined with the following atomIDs:
# dihed1: ai= 2428 aj= 2429 ak= 2430 al= 2431
# dihed2: ai= 2431 aj= 2432 ak= 2433 al= 2434
# dihed3: ai= 2435 aj= 2438 ak= 2439 al= 2440
# dihed4: ai= 2443 aj= 2444 ak= 2445 al= 2447
# dihed5: ai= 2444 aj= 2445 ak= 2447 al= 2448
# dihed6: ai= 2448 aj= 2447 ak= 2449 al= 2450
# dihed7: ai= 2450 aj= 2449 ak= 2451 al= 2452
# dihed8: ai= 2459 aj= 2460 ak= 2461 al= 2464
# dihed9: ai= 2453 aj= 2454 ak= 2455 al= 2458
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9
227  111.327   65.592 -172.568 -127.002   69.883  178.222   90.353   22.758   37.863
228   98.728   69.787 -171.713 -157.592   69.926 -176.769   87.002   38.731   34.191
229   81.166   63.464 -157.840 -139.912   41.579 -152.385   76.808   24.033   58.874
230  104.392   62.268  171.846 -142.119   61.756 -167.356   72.805   72.985  -73.691
231  108.474   67.761  172.622 -144.001   50.703 -167.249  102.857 -108.019  157.957
232   96.942   49.510 -176.806 -156.237   58.115 -167.002   81.823  145.880  -99.191
233   99.355   60.670 -177.228 -165.411   64.301 -162.403   73.474   56.060  -46.788
234   92.824   53.048 -175.997 -148.594   72.919 -163.495   77.792  157.450   72.524
235  104.364   50.749 -169.130 -156.278   55.743 -167.556   98.497   60.686   28.299
236  118.024   56.862  175.791 -154.676   55.460 -153.762   56.322  -32.163 -154.871
237   98.241   60.790  174.813 -149.730   45.847 -166.201   57.794  -45.664  -61.395
238  105.302   56.739  166.067 -141.495   40.974 -150.067   64.453   72.568  -70.551
239  103.721   73.610 -173.679 -140.058   52.177 -139.851   64.844 -149.733  133.312
240   94.698   62.501 -177.474 -149.169   67.676 -171.167   87.115  -61.663   89.075
241  102.712   57.364  171.397 -145.671   41.659 -161.086   93.699   84.080  -76.626
242  117.323   49.665  170.541 -153.534   40.218 -150.187   81.684   67.544  -72.297
243  107.599   62.716  167.523 -126.416   31.399 -149.307   88.197  -14.521  -47.810
244   97.600   48.331 -169.423 -138.031   49.237 -167.467   69.960  101.068   69.019
245   93.641   45.940 -176.355 -151.590   55.106 -152.264   59.960  -60.777  113.499
246  101.645   54.001 -161.426 -152.171   53.091 -156.117   62.833  141.455 -148.042
247   96.718   52.321 -170.689 -170.998   62.032 -163.447   63.739  138.775  125.484
248  108.250   53.625  171.551 -149.786   72.220 -168.055   60.285  -77.829  -28.770
249  106.706   47.855 -162.112 -148.439   39.667 -138.437   61.892  113.908  -70.470
250  108.976   50.424 -165.946 -125.986   57.949 -173.701   97.702 -174.400  156.973
251   91.946   64.744  176.181 -148.279   74.481  179.472   73.398  -76.419  117.928
252  119.257   61.393  161.860 -127.545   34.110 -153.698   73.593  159.949  173.882
253  104.992   52.796  173.230 -113.690   -8.542 -128.295   55.904   67.640 -163.987
254   97.697   53.058  164.760 -138.794   52.419 -166.619   66.366 -124.484  -59.966
255  101.770   41.689  171.542 -143.349   20.680 -129.837   52.862   18.927  -64.545
256  116.280   46.409  160.624 -141.060   22.173 -168.319   64.704  -17.251  126.469
257  117.331   32.575 -177.177 -133.398   34.361 -159.226   53.428   17.411  -67.995
258  109.069   56.052 -164.594 -125.767   24.786 -142.744   50.966  126.699   37.884
259  101.873   63.862  164.110 -130.661   36.681 -159.147   59.742  125.003   45.086
260  108.551   50.774  177.707 -115.385   11.376 -143.623   58.602   84.750  -63.210
261  100.788   74.671  165.254 -133.222   54.279 -165.017   64.286   52.703   30.078
262  100.128   56.747  176.693 -131.799   25.222 -162.309   74.153 -154.330  -38.043
263  106.577   57.140  176.735 -124.765   43.618 -162.108   67.229  115.483 -148.704
264  111.561   77.051  179.882 -139.770   23.076 -154.845   70.754  -53.535  -51.351
265  108.371   75.784  172.009 -128.829   27.126 -137.421   56.387 -125.966   48.358
266   98.149   87.732  172.837 -121.803   20.823 -144.498   61.971 -133.509 -136.567
267  102.932   69.177 -172.843 -130.579   22.053 -144.080  122.453  -74.319  164.236
268  114.383   42.569  173.611 -143.948   61.514 -179.041  126.598  104.838  -31.986
269   85.481   52.276 -155.272 -155.458   69.055 -178.876  121.615  -66.105  -89.698
270   89.948   48.174  155.958  176.055   56.956 -150.690  140.528  154.522  -48.148
271   95.351   57.370 -173.540 -154.129   42.067 -156.951  122.535  -24.987  -94.924
272   96.852   55.328 -171.635 -138.425   35.847 -156.887  115.774  149.908  -73.270
273  145.707   55.452  168.651  -89.357  -10.116  -97.560  164.491   94.166  -70.067
274  136.143   59.606 -177.940 -127.290   20.755 -105.622  173.840  179.456    6.664
275  139.132   74.782 -169.231  -89.995   51.555 -132.085  167.644 -134.115   96.648
276  141.544   69.450  159.226  -97.437    3.298  -90.327 -168.214 -136.484  -64.715
277  123.128   71.102  162.314 -106.376  -17.132 -100.675 -138.368  -67.919   29.325
278  160.092   72.854  175.823  -89.930   16.356  -92.948  169.430 -150.390   37.346
279  150.783   54.741 -177.949  -94.007   16.848  -91.531  161.959   33.126  151.651
280  147.322   69.365  146.477  -37.050  -54.461  -86.456  165.295  -26.227 -151.844
281  163.013   55.302  176.718  -58.705  -10.705 -123.591 -166.871   93.288  -39.643
282  134.766   68.996 -162.880  -80.349  -23.734 -101.855 -178.307   13.929 -174.502
283  143.147   59.225 -173.385  -60.879  -34.938 -101.479 -179.756    1.264   14.195
284   92.534   51.921 -172.522  -48.416  -43.663  -98.191  154.422  122.855   -3.748
285  104.284   53.254  172.101    3.937  -72.876  -83.051  154.213  -26.731  -52.792
286  100.416   43.601  178.681    5.631  -84.005  -66.615  146.964    6.164  -31.933
287   95.674   52.308  175.141    2.735 -110.865  -39.656  118.639 -114.058   75.345
288   99.087   37.605 -177.627   42.184  -93.140  -78.268  158.989   86.815  -45.477
289  105.820   39.376  163.853   98.749  -29.389  -99.663  146.065   82.460  -46.546
290  107.187   65.057 -169.457   86.658   -8.975 -117.319  124.693   23.678  -43.939
291  136.761   60.898 -160.845   92.113  -31.266  -94.265  147.203 -134.710  -52.238
