## Torsion are defined with the following atomIDs:
# dihed1: ai= 2464 aj= 2463 ak= 2462 al= 2461
# dihed2: ai= 2463 aj= 2462 ak= 2461 al= 2460
# dihed3: ai= 2462 aj= 2461 ak= 2460 al= 2451
# dihed4: ai= 2452 aj= 2451 ak= 2450 al= 2448
# dihed5: ai= 2451 aj= 2450 ak= 2448 al= 2440
# dihed6: ai= 2450 aj= 2448 ak= 2440 al= 2441
# dihed7: ai= 2441 aj= 2440 ak= 2439 al= 2438
# dihed8: ai= 2439 aj= 2440 ak= 2441 al= 2442
# dihed9: ai= 2440 aj= 2441 ak= 2442 al= 2443
# dihed10: ai= 2441 aj= 2442 ak= 2443 al= 2444
# dihed11: ai= 2446 aj= 2443 ak= 2444 al= 2445
# dihed12: ai= 2444 aj= 2443 ak= 2446 al= 2447
# dihed13: ai= 2440 aj= 2439 ak= 2438 al= 2435
# dihed14: ai= 2434 aj= 2433 ak= 2432 al= 2431
# dihed15: ai= 2430 aj= 2425 ak= 2426 al= 2427
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9  dihed10  dihed11  dihed12  dihed13  dihed14  dihed15
2499 -103.019 -177.748  169.028   93.670  165.510    3.283  -75.628  101.512  176.015  146.845  167.065  -84.217  106.854   51.969   59.321
2500  -64.601 -178.727 -171.768  108.351  149.901    2.083  -63.453  109.335 -165.686  159.679  177.998  -78.223  118.547  -37.129  -21.196
2501  -90.041 -166.791  177.184  113.356  168.824   -5.111  -71.027   90.824  176.316  149.699  166.324  -82.232  133.172  -33.530  -86.290
2502  -84.478  179.411  177.763  104.598  142.027   13.514  -70.317   98.041 -177.393  156.145  172.645 -122.972  101.078  -48.799   55.556
2503  -58.513 -170.417  176.110  101.749  150.260    5.255  -64.341  105.529 -172.604  168.342  118.798  -62.183  108.362  -30.416   79.577
2504 -108.376 -156.098 -173.827   91.680  165.327    4.175  -79.549   85.693 -163.452  164.898  176.478  -95.265  117.628  -27.001 -137.247
2505  -67.104  179.040 -170.015   79.457  162.426   -7.228  -78.926   98.334 -176.643  150.372  149.580 -111.724  113.489   18.632  -87.374
2506  -84.689  172.560  170.031   95.001  155.843   12.038  -75.346   90.907 -163.885  165.656  159.795 -107.719  120.089  -47.431  174.492
2507  -89.860 -167.026 -167.137   90.266  160.497   -3.892  -69.555   91.502 -173.344 -176.960 -179.430  -48.085  110.734  -25.982 -117.505
2508 -104.679  179.013 -176.267   95.314  165.047   15.131  -77.615   92.123 -167.017  168.300  174.398  -75.709  102.811  -66.053    2.899
2509 -105.818 -170.461 -166.719   89.992  156.822    8.506  -79.137   93.652 -160.971  166.264  168.581  -70.266  126.971  -40.119  138.370
2510  -77.619 -172.538  175.360   88.642  150.752   18.179  -65.899   84.866  170.023 -179.520 -173.953 -104.228  102.164  -51.342  157.251
2511  -60.357 -166.323  170.210  104.749  169.542    7.624  -75.258   93.321 -165.417  165.876  167.491  -72.639  110.175  -39.344   58.220
2512 -110.236 -172.817  165.920  107.041  152.914    1.160  -74.404   94.616 -170.364  164.623  138.431  -73.507  107.570  -43.436   83.447
2513  -94.623  176.038 -171.626  106.328  157.359    0.405  -71.262   97.889 -166.473 -165.433  170.985  -45.693  112.264 -135.630 -156.836
2514  -85.362 -160.402 -174.355   95.619  150.156    7.118  -65.518  104.271 -173.110  162.433  156.664  -76.287  120.898  136.679  178.577
2515  -45.182  171.127  163.719  116.157  151.807    6.982  -77.480   92.526 -177.226  157.848  158.370  -85.283  112.036  127.431    9.304
2516  -76.840 -168.434  173.612  104.114  145.202    3.198  -44.773   94.860 -162.440  172.916  151.184  -71.551  100.790  133.128    2.790
2517  -45.919 -169.525  177.312   88.117  162.062   -7.027  -67.507   90.178 -167.505  158.847   67.248 -103.830  117.763  141.244   48.569
2518  -57.722 -175.834  178.726  119.524  147.559    6.354  -74.299  100.317  178.213  135.892  152.912  -83.802  131.267  123.398  -81.249
2519 -100.795  169.567 -174.486  137.635  148.745  -10.813  -67.883  105.996 -176.051  179.149  164.420 -123.154   97.952   72.035   44.613
2520  -75.781 -170.845 -160.126  119.237  134.140   13.358  -73.704   98.811 -165.030  166.481  164.933  -89.538  109.644  151.799   23.218
2521  -91.460  177.450 -177.671  109.118  158.482   11.485  -73.851   92.596 -165.832  172.248  147.564  -85.050  110.032  157.891 -168.701
2522  -68.275 -177.255 -160.519  122.332  149.021    1.931  -71.607   94.535 -167.270  169.721  155.409  -71.528  119.515  166.101  -20.166
2523  -66.081  167.256  165.155  102.029  130.298   20.427  -60.423  100.717 -174.262  162.779  161.003  -89.464   99.571  161.448  -65.015
2524  -74.001 -162.384  169.526   93.310  170.746  -11.045  -60.972   94.091 -169.822  170.661  172.151  -95.294  102.416  147.671 -117.515
2525  -76.218 -161.116 -176.287  119.973  155.745   -3.005  -76.752  106.976 -177.641  167.684  166.749  -81.644   89.766  131.004   54.247
2526  -69.840 -171.257  170.813  109.850  165.670   -2.649  -76.461   85.737 -174.656  171.338  171.332  -57.729  107.793  146.722  -52.627
2527  -84.637  179.470 -169.306  104.075  162.923   13.337  -87.030   91.408  178.947  145.543  167.731  -74.898  132.433  146.061  139.318
2528  -98.470 -177.447 -167.178   96.280  151.508   26.649  -56.821   92.427  165.882  149.264  170.000 -117.503  110.867  128.794  -88.724
2529  -49.342 -170.621  173.935  107.690  144.016    3.590  -63.659  105.317 -154.864  144.417   80.153 -164.754   98.076  122.879  143.990
2530  -77.338 -177.219 -173.397   99.466  160.497   22.844  -81.251   88.958 -166.940  173.616   52.675 -108.183  116.407  138.811  -71.704
2531  -76.700  179.887 -176.194  109.001  172.724   23.918  -98.820   91.303 -172.284  154.157  158.939  -72.124  135.735   72.496   25.073
2532 -100.753  162.003 -161.554  120.433  138.432    8.905  -60.769  106.418 -178.824  167.884  153.432 -126.142   87.570  135.213  -41.575
2533 -107.821  173.917 -151.296  114.515  155.350   -2.938  -65.270   98.841 -165.488  173.731  178.467 -112.606  125.451   40.494  -67.202
2534  -71.139  173.930  179.135  113.235  151.861    7.282  -62.681   94.321 -168.902 -175.127 -175.038 -145.445  109.457   16.986  -45.711
2535  -78.209  164.266 -179.751  103.548  163.869   14.097  -76.667   87.411 -170.690  167.408  171.220  -54.422  111.576   39.733  167.205
2536  -71.269 -173.873  172.058   95.026  145.998   11.015  -66.479  100.271 -167.850  172.594  168.189 -154.576  114.840  -22.822 -107.644
2537  -58.465 -178.998  163.575   91.744  145.066    6.682  -65.319  100.048 -173.040  178.016  160.707  -46.260  116.989   47.951  134.311
2538  -84.514  168.256 -179.418   89.895  151.176   14.687  -66.950   93.563 -169.207  172.868  166.954 -126.929  121.364   46.170 -168.583
2539  -94.986  177.134  179.358   79.945  154.481   11.400  -70.220   91.924 -177.383  163.962  148.318  -83.694  123.931 -175.374   87.525
2540  -88.891 -175.661 -173.967  118.392  167.262   -5.860  -76.375   95.141  178.401  155.887  163.375  -64.295   97.845 -144.099  142.147
2541 -102.316 -178.789  176.632   87.316  165.690    1.794  -82.289   98.153 -177.732  131.188 -175.609  -65.264  114.566 -132.997 -106.092
2542  -52.879  170.249 -176.795   92.057  162.655   -1.507  -75.252   85.867 -176.320  173.690  151.555  -86.292  102.485 -158.852   49.840
2543  -79.463 -176.661  178.636  100.600  150.441    3.609  -62.584  101.354 -163.545  159.711  173.656 -127.011  109.983 -130.756 -101.668
2544  -98.415 -171.675 -179.143  107.121  152.857   -3.534  -64.772  100.411 -167.042 -179.461  173.351  -85.933  107.159  126.200   44.616
2545  -96.505 -174.265 -178.296   99.540  157.809   -8.297  -54.695  102.190 -172.812  167.261  177.567 -119.344  111.000 -135.879   31.835
2546  -93.216 -178.871 -155.568  106.786  147.837    3.645  -61.713   95.474 -167.903  173.946  176.320  -62.391  118.908 -152.539  112.860
2547  -80.696 -177.723  176.870  101.129  151.548    8.777  -66.911   98.621 -169.345  177.448 -167.417  -48.688  114.436 -127.995  -63.638
2548  -77.370 -160.960 -178.120  101.319  166.331    2.211  -75.212   86.886  178.774 -175.151  161.055  -44.518  119.283  156.248  -28.141
2549 -107.827 -174.638  176.211   91.235  166.942    7.800  -74.101   94.312 -172.532  173.345  148.554  -80.696  112.799  128.598 -132.972
2550  -61.576  169.368  179.041  104.779  141.574   12.754  -74.712   90.474 -168.397  171.569  158.731  -56.593  103.334  132.356  -91.241
2551  -72.286 -170.859 -171.050   96.636  145.903    5.620  -84.344  100.521 -174.774  178.936  159.862 -136.138  103.021  142.902  164.601
2552  -85.424 -169.738  166.572  100.328  160.424    6.746  -80.424  100.092 -160.204  176.432  157.708  -76.297  118.266  138.045  133.008
2553 -101.628 -167.854  173.289  103.512  148.406    9.467  -80.359   90.810 -161.930  165.087  157.421 -123.429  121.353  137.598  -18.864
2554  -93.330  176.549 -178.761  108.285  160.018   -0.089  -56.678  104.634 -170.865  165.217  148.581  -62.586  114.945  139.327   70.042
2555  -78.786  179.749  176.133  120.220  163.478   -2.927  -83.993   89.078 -171.740 -171.954  174.178 -135.962  119.731  138.117 -137.854
2556 -102.072  177.488  176.376  110.941  166.534  -17.764  -67.099  100.987 -164.857  148.561  149.786  -62.970  113.034  147.908 -162.765
2557  -93.648  167.554 -159.952  104.405  153.006    9.132  -65.466   93.414 -165.209  170.210  140.234  -75.499  108.103  143.147  -42.734
2558  -71.227  178.080 -179.272  115.016  147.410   11.202  -82.404   89.704  169.611  168.622  155.465 -102.815  117.020  115.855   61.675
2559 -124.578 -171.051  176.390  101.152  161.432   20.676  -73.353   96.983 -164.547  158.827  165.529  -89.876  118.226  153.851  -39.009
2560  -61.806 -175.096 -179.342  110.900  146.913    6.172  -68.751   97.233 -162.654  162.599  163.243 -101.427  128.083  143.433 -178.182
2561  -68.989 -176.985 -170.374  109.987  152.745   16.501  -75.912   92.961  179.676  149.017  143.393  -74.368  109.033  126.347  -46.787
2562  -62.864 -168.501  178.217  102.969  145.731   17.950  -61.628   98.724 -157.306  161.905  162.901  -77.998   99.970  155.983   32.811
2563  -77.124  178.564  177.013   98.623  139.951   15.745  -64.896   95.635 -171.543  170.152  176.169  -46.433  121.636  142.650  -32.640
2564  -97.494 -169.058  172.116  111.421  166.464  -12.566  -80.774   88.933 -178.293  141.366  157.851  -67.813  118.451  119.211    1.048
2565  -85.595  168.066  174.716  109.082  159.647   12.117  -74.198   95.764 -173.299  150.715  170.192  -64.641  127.453  142.256  112.203
2566 -109.051 -170.064 -167.076   95.283  156.843   10.714  -85.945   91.237 -156.258  175.776  171.523  -56.700   98.137  153.822  164.620
2567  -56.357 -175.654 -178.987  122.117  139.177   21.671  -62.143  105.842 -174.206  153.492  153.691  -97.680  111.322  154.872 -142.364
2568  -65.332 -179.305  156.818   76.825  169.162   12.262  -82.289   91.968 -160.823  146.047  166.864  -64.084  116.914  139.565  -56.085
2569 -113.851 -169.215 -164.414  106.557  154.266   11.558  -68.039  102.292  173.658  151.056  158.926  -67.464  115.083  115.178 -172.195
2570  -98.689 -171.108  179.448  120.643  169.034    4.613  -82.379   92.987 -168.575  168.573  144.312  -63.143  100.417 -147.491  178.464
2571  -73.613 -160.581  164.299   97.458  164.414   -6.581  -75.301   96.250  178.727  111.263  175.534  -71.834  117.705  122.740  114.891
2572  -91.483 -170.401 -167.243   93.700  144.544   28.654  -74.327   94.538 -172.861  115.529  165.780 -166.981  128.090  155.158  166.034
2573 -101.048 -171.185  177.574   87.005  172.035    9.924  -76.699   89.107  177.677  161.751  163.208  -78.686  118.695  137.705 -157.788
2574  -99.802 -163.956  169.764   95.656  161.622   12.342  -83.660   92.244 -175.551  149.024  165.872  -79.122  117.371  139.745  -23.338
2575 -109.023 -163.306 -170.196  116.567  152.457    7.722  -70.736   95.833  173.102  143.071  158.341  -64.592  124.410 -144.929   95.805
2576 -103.234 -170.867 -173.047  111.553  154.764   15.473  -62.715   83.126  172.457  119.344  168.087  -79.158  108.195  128.372   15.674
2577 -108.052 -153.346  168.907  119.483  172.473    3.070  -78.942   94.486  173.813   71.916   84.694 -166.695  135.557  120.690 -117.166
2578  -66.655 -176.755  175.199   86.639  146.873   19.480  -69.744   88.781  166.242   65.336   63.416 -176.007  119.705  133.337 -124.597
2579 -100.578 -177.888  168.886   99.647  175.324  -11.689  -68.414   97.088 -163.898   77.776   74.648 -146.152  106.991 -136.858 -144.609
2580  -90.944 -152.612  177.865  112.470  158.238    8.217  -95.811  104.446 -164.513  152.234  158.720  -77.024  111.166 -167.571  112.246
2581  -85.386 -170.169 -177.650   89.688  172.778    9.938  -74.027   95.456  177.056  145.953  148.949  -67.612  101.456  146.965   34.975
2582  -56.991 -179.098  158.940   95.990  161.893   -1.949  -79.006   96.030 -154.021  164.711 -153.507  -58.741   94.755  124.839    4.514
2583  -89.833 -179.465  179.926  104.245  154.453   21.414  -61.532   97.816  178.439  175.582  168.090 -127.287   99.496  143.408 -157.492
2584  -72.520  178.071  176.424  102.072  145.982   15.583  -69.890  104.061 -170.214  160.147 -162.498 -113.213  109.199  132.944  131.121
2585  -99.864 -156.629 -173.637   86.073  170.139   -7.225  -76.543   96.874 -175.537 -179.781  150.276 -124.920  123.997  148.695  147.104
2586 -125.136 -171.591 -159.442  106.461  154.453    9.300  -80.816   95.385  179.862  148.865   60.672 -115.056  109.124  131.665 -121.943
2587  -98.464 -175.703 -176.605   97.453 -179.475   -4.169  -84.702   92.694 -173.328  165.766   81.461 -135.464   95.111   75.799  -42.954
2588  -67.398  165.883  155.326   97.149  148.915   20.359  -86.421   94.876 -177.498  159.235   55.345 -107.907  104.602  -58.119 -116.708
2589  -81.651  171.152 -172.074  105.667  163.556    5.764  -67.873   91.486  179.055  158.206  153.279  -56.057  110.551   25.188    8.304
2590  -71.820 -178.736 -151.517  105.996  156.177   -2.384  -71.262  111.103 -162.641  163.008  162.928  -66.656  100.115   46.976    5.705
2591  -57.999  175.224 -171.965   96.995  148.679   14.619  -66.103   94.400 -174.096  160.820  174.839  -73.724  115.714  -57.634  -17.422
2592  -81.935  153.140 -170.275  101.804  151.589   11.484  -66.328   94.232  179.802  168.563  177.775 -132.119  106.976 -145.162  -83.047
2593  -77.306 -178.005 -176.958  108.550  156.680   -7.396  -77.801   89.588  177.385 -165.546  176.919  -42.840  122.734 -156.326   86.953
2594  -77.290 -170.865  169.841   99.742  148.099    7.604  -75.931   93.100 -158.510  159.885  155.051  -70.047  135.924  149.610  -54.629
2595 -110.418 -165.624 -176.850  103.064  143.487   13.169  -58.182   94.638 -169.695  155.894  172.484  -77.064  105.434  130.235  -50.066
2596  -63.129  178.666 -178.454  113.246  146.339   14.110  -71.845  100.477 -170.705  172.397  159.408  -68.380  106.819  137.370  133.649
2597  -42.991  179.190  172.334   91.832  145.463    9.089  -73.750   89.718 -161.282  161.092  159.993  -60.882  104.824  151.385 -141.392
2598  -66.034  165.846  174.766  117.746  137.610   18.317  -72.050   97.676 -163.907  158.764  156.187  -66.267   99.716  154.960   13.841
2599  -68.493 -159.139 -166.078  100.220  165.488  -10.197  -75.153   88.010 -176.989  166.338   62.976 -113.589  109.613  140.007 -108.727
2600 -109.774 -172.911  175.823  113.433  160.727    5.126  -87.102  100.835  176.507  159.215   55.319  -98.766  143.770  144.659    4.786
2601  -92.214 -170.179 -175.359   96.805  164.528    3.856  -69.471   90.391 -168.354  153.164   39.708 -121.657   98.069 -143.596  166.615
2602 -107.988  179.281  178.241  107.350  158.246   20.342  -82.084  101.663 -170.111  166.308   58.724 -120.722  128.322 -128.888  131.312
2603  -78.996  175.835 -173.742  107.080  173.501    7.561  -90.315   90.213 -173.152  155.767   69.106 -100.663  119.983 -130.051 -100.559
2604  -89.171 -175.987 -173.107  110.562  150.371    2.609  -63.411  110.775 -176.917  156.114  166.338  -74.969  118.156 -132.988   50.756
2605  -81.343 -173.360  168.585   99.986  143.387   13.714  -72.313   88.299 -175.658  174.508  162.423 -134.942  119.691  143.959   68.439
2606  -88.203  178.807 -158.954  110.237  145.054   11.497  -73.591   92.904 -177.986  176.101  157.189 -119.966   99.398  153.820  108.279
2607  -87.497 -163.163 -173.435  112.016  158.000  -12.863  -79.414   99.705 -167.822  174.096  150.917  -90.195  124.700  132.808   65.257
2608  -77.772  178.891 -172.768  115.165  145.788   13.747  -74.845   88.286 -171.354  175.978  175.739 -148.249  107.648  117.863  149.726
2609 -111.631 -173.979 -165.626  112.163  149.699   16.463  -74.829   91.119 -162.572  153.298  -59.859  -65.629  101.082  133.922  -58.020
2610  -84.334  178.233 -175.664  108.378  161.319   -0.809  -64.256  101.864  179.138  155.520  -68.183 -133.216  115.226 -127.787 -102.112
2611  -92.765 -173.269  172.197  112.568  151.836    0.668  -48.659  104.632 -158.972  150.167  -65.640  -49.304  115.394 -129.924 -136.219
2612  -90.331 -165.147 -168.698  113.555  160.226    3.057  -71.517   95.454 -178.866  141.632  -66.448  -75.832  104.939  103.863  106.259
2613  -88.239  171.422 -170.413  112.534  148.149    7.060  -57.097   76.579 -163.164  160.593  -56.894  -81.665   90.480  140.350  167.148
2614 -108.896 -170.786 -172.876  107.843  134.828   16.951  -57.824   84.317 -163.666  159.136  -53.863  -69.539  107.755   43.024  -68.888
2615  -53.517  160.633  170.189  109.456  134.568   13.227  -61.351  111.759  177.577  141.661  -70.400  -99.641  114.520  147.931  104.261
2616 -114.344 -179.065 -166.229  113.925  154.704   14.620  -65.123   93.908 -164.192  149.320  -55.873  -59.724  110.185 -129.989  -41.574
2617 -101.556 -179.303 -160.927  110.319  158.227   15.528  -67.429   86.172 -170.549  124.728  -74.460  -72.689  108.086 -128.953  168.053
2618 -111.789 -171.595 -160.045  109.925  144.516   -4.944  -54.980   96.735 -169.286  165.121  -85.353  -80.024  108.946 -121.082   47.152
2619  -98.276  169.368 -169.957   97.018  151.149   18.711  -54.264   93.895  172.194  147.657  -83.614  -73.801  104.418 -135.266 -156.040
2620 -109.944 -168.575 -178.412  114.636  141.318   16.640  -54.108  104.278 -178.210  145.309  -67.198  -58.298  109.535 -141.059   21.228
2621 -113.056  164.090 -158.759  117.099  149.105   21.133  -54.916   99.704 -176.352  141.085  -69.127 -140.041   99.047  -60.218 -131.278
2622 -115.614 -160.230 -169.795  120.381  156.168   -1.096  -72.626   97.492 -169.371   78.599  -57.178 -156.944  139.512  -51.033   50.913
2623 -121.123 -179.044 -171.667  115.601  162.307   12.445  -72.124  100.689  166.003   54.326  -78.311 -130.011  112.238  -35.447  -74.220
2624 -103.786 -136.575 -167.948   95.810  154.602    7.586  -72.468   96.207  174.678   63.232  -77.175  -60.177  111.766   49.353  157.017
2625  -77.850  163.567 -161.268  107.038  156.482   14.522  -77.186   93.577  162.900   49.285  -70.750 -166.365   99.770   51.622 -132.492
2626  -62.086 -168.333 -176.871   94.979  156.428    1.699  -77.114   80.253  164.058   65.607  -76.923 -137.904  131.046  143.789 -104.822
2627 -106.430 -170.261 -178.429  116.336  150.987    9.988  -68.582  104.805  172.977   55.036  -61.849 -145.238   89.152  123.762  -59.528
2628  -76.330 -178.249  171.438  104.194  142.546    9.807  -63.091   96.830 -172.990   55.007  -50.929 -178.371  112.386 -142.920  123.012
2629  -68.837 -173.115  173.798   98.676  154.475   16.433  -74.844  103.616  172.829   73.049  -71.139 -144.168  120.713 -158.027  -64.891
2630  -63.726 -161.173  176.885  106.413  161.531    3.939  -66.810   95.308 -178.228  145.643  -74.664  -74.854  114.578 -140.374   63.360
2631  -55.961  177.942  179.521  108.979  162.135   -7.853  -78.460   92.415  178.209  148.224  -77.804  -55.440  112.718 -158.487  -67.853
2632  -93.291 -179.558 -161.834  114.135  164.412   -0.239  -73.487   94.637 -164.097  148.292  -61.505 -128.897  108.020  113.094  118.977
2633  -80.711  179.564  171.792  104.984  164.200   -9.153  -68.378   94.677 -153.220  153.254  -71.188  -57.185  118.838   34.911  -52.403
2634  -69.467 -164.600 -179.721   93.183  158.382    1.519  -79.271   97.230 -168.031  165.570  -84.122  -86.400  100.808   42.164   21.135
2635  -80.880 -174.277  176.673  110.300  160.172   -8.003  -70.444   98.473 -163.891  162.259  -79.216 -134.249  122.500   15.850   62.901
2636  -74.752  179.338 -178.792  115.973  155.566   -0.398  -61.849  101.561 -167.205  133.597  -53.648 -168.256  103.466   38.887  -12.335
2637  -96.286  159.655 -149.450  115.687  156.128   -4.737  -67.326   93.660 -166.294  154.084  -65.441  -53.504  109.177   23.748    0.454
2638  -79.693  171.768  179.554  104.235  160.710    4.886  -67.856   93.781 -177.316  152.767  -74.254 -105.980  114.477  -99.604  157.650
2639  -87.330 -177.173 -163.485  103.593  153.495   -8.412  -69.655   88.912 -160.148  136.878  -59.259 -157.334  128.861  -36.494 -118.160
2640  -87.227 -170.637  179.923  104.292  144.989   13.360  -58.162   90.285  177.885  159.470  -71.462  -80.460  108.308   50.708  116.865
2641  -76.430 -168.146 -178.639  101.771  143.672   17.193  -68.332   94.937 -162.345  147.460  -71.849  -68.222  111.811 -139.374 -105.192
2642 -107.159 -167.421  178.999  105.906  149.658   19.601  -76.355   96.741  179.022  104.655  -62.426  -61.227  119.838 -149.161  -10.878
2643  -71.294  174.369 -179.921  121.636  158.682   14.091  -88.119   96.990  173.783   58.770  -88.180 -157.898  101.839  -33.667   74.176
2644  -48.561 -167.419  166.040  101.075  159.981   25.071  -77.381   94.136  167.516   48.585  -74.576 -140.510  104.572 -145.997  119.680
2645  -94.479 -165.205 -173.432   89.306  175.944   16.754  -93.276   96.220 -175.449   45.843  -71.382 -170.917   99.704 -133.107  -16.808
2646  -73.917  176.128  163.324  102.219  151.999   12.611  -70.200  105.094 -160.030   82.749  -55.234  -53.443  114.350 -142.231  103.752
2647  -68.408  176.398  153.327   85.890  166.193    6.141  -81.818   96.644  171.387   48.864  -71.029 -133.837  138.561 -142.683 -158.324
2648 -111.451 -164.189  173.625   96.306  163.862   -3.069  -71.827   90.418  174.455   67.458  -53.709  -46.801  120.614  144.146  -36.375
2649 -107.084 -155.451  179.516  105.633  154.814    2.928  -74.300   87.423  169.487   50.232  -95.621 -161.283  116.801 -127.288 -123.311
2650  -44.128 -178.994  160.423   94.655  154.316   -4.164  -79.733   93.532  170.866   60.374  -82.168  100.848  116.731  138.069  165.828
2651  -61.713  179.573 -179.468  101.787  149.599   14.536  -75.409   91.557  165.090   49.112  -71.489 -153.473  119.178  140.386   33.492
2652  -76.439 -169.156  163.154   87.891  168.072   -3.992  -76.686   87.551  172.004   65.622  -80.049  -68.983  132.153   36.936  107.534
2653  -88.131 -168.862  170.283  100.525  174.073   -0.244  -72.670   96.877  170.463   59.969  -58.639  -94.380  102.364   42.845 -103.321
2654  -66.681  170.725  179.213   83.939  160.683   22.413  -81.786   83.836 -156.011   79.795  -40.944  -70.265  126.582   45.547   11.251
2655 -115.217  175.226 -170.151  108.257  174.063  -15.562  -68.504   98.532 -169.695  142.856  -68.781  -74.042  110.099   50.164  -64.809
2656  -78.867  178.835 -175.735  113.122  154.969    3.879  -65.268   88.435  161.420  157.364  -80.732  -99.624  118.938   37.485   96.496
2657  -79.696 -171.117  174.269   97.927  149.186    7.179  -75.862  103.691 -177.600   88.373  -59.829  -62.260  109.994   30.708  -41.609
2658  -95.870 -163.992 -171.215  110.239  163.882    5.334  -76.549   97.926  178.649   56.967  -87.979  -72.828  133.335   39.662   23.438
2659  -84.011  170.896 -176.216   86.917  141.160   21.486  -67.520   99.137 -176.542  148.014  -73.329  -80.538  110.968   37.135   -1.291
2660  -64.157 -166.489  154.285   83.689  156.012   -0.765  -74.151   93.716 -159.724  143.288  -75.202 -168.213  105.897 -127.307   95.303
2661  -92.955 -177.387  171.701  106.781  165.307   -3.500  -79.506   98.230 -178.093  135.606  -77.438  -86.928  120.289  130.291 -144.937
2662  -64.067 -169.121 -164.527  103.268  141.112   14.552  -93.375   84.520 -178.075  151.728  -64.836  -60.992  117.432  155.660   53.637
2663  -91.610 -174.409 -176.806  114.259  160.819  -12.462  -75.721  105.709 -163.367  132.648  -61.770  -68.788  115.355  133.963  175.986
2664  -86.940 -157.843  178.107  110.797  165.571   -8.951  -89.537  105.221 -176.468  165.057  -73.939 -116.915  108.129 -148.840  147.411
2665  -87.435 -176.892  166.129  102.709  160.000    0.449  -78.444   95.713  169.804  145.930  -68.350  -66.977  113.338 -135.717   69.700
2666  -97.995  174.649 -177.063  106.349  168.278   13.383  -81.295   87.823  176.547   73.984  -65.326  -47.145  119.504 -128.384  -79.093
2667  -78.838 -169.631 -175.768  101.701  165.935   -8.428  -73.573   87.848  175.317   55.420  -78.121 -157.787  123.717 -161.661  106.456
2668  -75.051 -173.510  178.920  118.066  155.431    0.551  -66.181   93.308  176.649   43.306  -59.381 -160.477   98.431  -58.634 -169.907
2669  -68.572  167.548 -173.424  112.749  167.977   -7.999  -75.720   83.700  165.705   47.121  -73.276 -148.239  105.559  -56.730   -8.381
2670  -66.897 -172.426  169.692   95.684  157.849   12.442  -74.486   92.989  171.538   62.100  -75.972 -120.884  108.960  108.969  -56.715
2671 -104.961  169.645 -169.657  109.279  154.852   10.490  -69.701   80.532  175.894   65.542  -60.418  -72.844  129.774   37.482  155.427
2672  -93.989  170.267 -178.457  109.742  150.276    9.021  -67.359   95.012  174.505  155.976  -60.760  -56.507  121.474   22.833   36.281
2673  -71.864  171.825  177.220  128.922  166.401  -12.059  -86.488  102.549 -169.032   83.851  -56.267  -65.878  103.678   49.113  -90.504
2674  -96.585 -175.302 -178.638   94.944  157.437    4.651  -69.921   93.103 -172.561  145.871  -83.468  -86.860   97.380   62.336 -170.848
2675  -80.385 -166.739  167.204  102.003  167.244    1.869  -75.768   88.269  165.366   66.545  -92.515  -63.432  102.365   43.165   -6.470
2676 -113.568 -162.319 -147.468  104.808  167.302   14.112  -78.355   92.524  165.407   69.532  -60.269 -166.095  149.557  -48.390   81.993
2677  -75.630 -179.749  170.097  104.525  159.942   22.345  -78.701   93.031 -169.804   82.682  -83.283  -83.094  132.778  -36.262  166.312
2678  -83.316  179.444  175.381  104.518  162.930   16.208  -92.341   78.517  167.357   46.649  -79.570   77.876  119.550   60.827   -7.360
2679  -75.146  166.667  175.574  117.871  162.474   10.117  -65.485   93.874  179.875   48.264  -82.641   81.418  119.156   46.677  123.037
2680  -82.050  166.574 -171.470  100.224  156.910    8.514  -83.413   91.191  174.204   53.658  -74.046 -152.999  145.571  -19.287   47.428
2681  -69.563 -167.262  177.192  108.089  143.816   19.910  -62.047   89.296  177.538   59.061  -79.898 -140.190  115.442   40.630   80.179
2682  -65.937  177.478  172.652  108.056  155.524   12.617  -89.963  102.271 -174.972   38.048  -73.175 -173.136  129.384   45.789 -171.244
2683  -72.093 -152.144  168.805   98.460  179.057    2.566  -76.678   94.718  174.109   48.955  -68.573 -136.274  114.822   27.786 -152.911
2684  -67.414 -162.713 -171.189  107.595  152.613    2.077  -73.854  100.489  171.183   64.717  -65.991 -161.283  131.497   19.723  -59.774
2685  -82.853 -168.662 -157.071  110.858  139.763   16.179  -79.655   95.543  175.866   60.431  -97.304   75.985  124.296   86.659  160.536
2686  -85.105  178.457 -178.416  109.028  152.059    5.898  -77.071   96.197  177.187   45.001  -81.906 -135.778  116.475   13.569 -130.063
2687  -93.076  179.951 -169.433   96.305  164.929    5.526  -66.804   87.999 -171.719   60.853  -71.272  172.821  125.715   34.821   28.085
2688  -99.352 -171.798 -171.513  103.662  155.335   18.270  -77.346  101.373  177.228   71.586  -46.106  -44.767  105.685   33.903   92.358
2689  -97.121  157.154 -178.418  111.208  159.396   15.576  -85.307   92.474 -169.324   50.670  -55.488  -64.749  116.542   59.243   45.939
2690  -93.403  167.755  167.743   97.979  164.918   10.045  -73.910   92.457 -171.186  114.133  -73.451 -158.275  119.030   43.678   43.995
2691  -87.221 -152.426 -175.327   91.545  164.523    6.447  -81.327   86.445 -165.303  121.747  -71.407  174.119  117.483  -39.822 -137.641
