## Torsion are defined with the following atomIDs:
# dihed1: ai= 2464 aj= 2463 ak= 2462 al= 2461
# dihed2: ai= 2463 aj= 2462 ak= 2461 al= 2460
# dihed3: ai= 2462 aj= 2461 ak= 2460 al= 2451
# dihed4: ai= 2452 aj= 2451 ak= 2450 al= 2448
# dihed5: ai= 2451 aj= 2450 ak= 2448 al= 2440
# dihed6: ai= 2450 aj= 2448 ak= 2440 al= 2441
# dihed7: ai= 2441 aj= 2440 ak= 2439 al= 2438
# dihed8: ai= 2439 aj= 2440 ak= 2441 al= 2442
# dihed9: ai= 2440 aj= 2441 ak= 2442 al= 2443
# dihed10: ai= 2441 aj= 2442 ak= 2443 al= 2444
# dihed11: ai= 2446 aj= 2443 ak= 2444 al= 2445
# dihed12: ai= 2444 aj= 2443 ak= 2446 al= 2447
# dihed13: ai= 2440 aj= 2439 ak= 2438 al= 2435
# dihed14: ai= 2434 aj= 2433 ak= 2432 al= 2431
# dihed15: ai= 2430 aj= 2425 ak= 2426 al= 2427
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9  dihed10  dihed11  dihed12  dihed13  dihed14  dihed15
581  -81.236 -176.619 -175.994   94.992  145.236    1.772  -70.157   89.897 -153.850  170.904  150.994   69.057  118.435  -49.282  103.554
582  -93.834 -154.076  174.721   85.036  154.482   -0.176  -77.932   96.947 -177.186  145.895  149.128   76.100  124.412  -58.740  -10.643
583 -111.169 -157.663 -175.929   94.160  162.835  -19.232  -71.694   85.628 -168.332  153.693  164.831   56.860  122.349  -39.021   81.129
584 -117.794  178.388  155.647   95.537  158.202    3.845  -88.703   79.013 -168.994  107.416  145.045   81.639  113.035  -29.384  164.124
585  -50.556 -170.686  174.714   91.222  160.767    4.820  -95.925   99.746  160.491   73.481  -61.986   83.590  134.850  -56.245  150.219
586 -107.897  164.857  172.994  101.753  165.283   -3.978  -71.327   95.379  165.491   64.796  -79.156  153.699  131.986 -128.386   35.547
587  -87.271  153.981  165.396   89.109  160.713    4.342  -84.638   88.030  177.819   56.266  -69.646 -151.790  140.858 -130.379   98.560
588  -83.091 -176.103 -166.420   90.346  162.286   -5.433 -100.365  100.184 -179.613   27.656  -72.119 -177.924  167.667 -129.798  177.124
589 -114.999  176.507  166.662   98.775  151.177   -7.874  -67.535   88.483  171.506   58.226  -57.604 -143.315  119.709  -50.298  -27.017
590  -68.174 -178.016  171.538  100.532  148.789   13.048  -91.731   93.548  169.275   56.331  -64.679 -146.362  125.838    2.963 -138.108
591  -89.541 -169.188  170.091   80.282  167.720   -3.430  -68.938   86.278  163.829   51.099  -72.604 -175.388  111.416   41.109 -174.729
592  -85.001 -150.813 -176.105   92.119  156.638   -3.666 -104.470   94.073 -179.059   57.646  -54.112 -155.015  165.530  -40.016  154.664
593 -124.509 -164.780 -162.299   73.787  160.576    7.617  -61.791   97.163  173.876   47.061  -61.082 -171.581  112.499   27.997  160.190
594 -105.063  162.128 -159.090  100.325  144.657   12.974  -58.601  107.003 -177.070   60.975  -60.904 -142.225  121.413   44.917  179.422
595 -116.312  173.772  178.461   90.226  176.649   16.646  -94.233   80.539 -179.028   55.624  -64.844  -85.726  136.506   22.166   90.322
596  -84.536  177.276 -171.572  110.446  161.562   -7.110  -73.786  100.081 -164.794  133.529  -80.311  -94.101  127.484  133.331  -32.926
597  -90.782  163.035  178.723   94.578  159.825   -5.805  -82.087   90.983 -174.793  171.797  -75.884  -26.513  140.609   38.670   45.621
598  -85.734  174.863 -165.746  100.240  156.344    5.726  -90.699   85.206  170.072  164.819  -61.574  -82.712  111.297   18.928   66.016
599  -71.224  168.652 -172.894  103.606  148.994    6.630  -92.513   91.609 -177.869  162.847  -65.601  -42.056  122.357   55.264  -52.519
600 -125.380  177.053 -155.107   79.905  149.524   18.813  -79.735   86.590 -150.704  135.221  -78.587  -74.032  136.162   41.265 -137.447
601 -117.452 -168.505  168.014   98.423  159.543   -2.005  -86.470   96.128 -172.866  178.490  -57.781  -43.649  123.499   19.747 -157.422
602  -96.664  160.822 -175.182  100.478  144.382   15.326  -93.179   91.836 -169.942   76.999  -51.699  -51.715  119.801   -7.896  -35.178
603  -83.623  178.204 -171.371  103.048  156.071   12.810 -101.718   80.863 -162.526  156.297  -52.446  -53.371  160.619  -13.187 -156.956
604 -125.969 -166.186  178.749   91.896  169.644   12.474 -121.983   86.220 -172.092  162.323  -66.228  -83.652 -177.743  -34.846   19.565
605  -92.499  178.164  168.200   97.369  144.425    8.664  -76.890   93.937 -167.677  149.859  -57.849 -117.037  103.104   49.317   73.667
606  -90.423 -164.074 -165.944   93.360  155.681   -2.493  -94.942   81.346 -178.143  152.170  -69.003  -73.340  171.532  -24.563 -101.928
607  -97.429  164.056 -172.275   95.853  138.799   11.730  -80.561   71.696  175.205  147.066  -63.662  -51.943  135.556   23.365   48.795
608  -68.942 -164.452  173.589   89.787  154.862   17.503 -112.482   83.286  179.329  157.454  -45.029  -78.519 -173.407  133.854   53.647
609  -98.563 -165.768 -165.509   89.283  141.927   10.986  -77.012   84.538 -164.403  171.129  -79.917  -64.337  126.912 -155.269  147.637
610 -114.099  152.709 -145.521  106.075  148.195   12.260  -83.716   98.596 -168.291  155.708  -56.698 -124.037  123.715 -140.276  -74.861
611  -87.489 -177.028 -175.740   85.995  155.776    2.937  -72.875  100.801 -174.464  149.390  -67.416 -118.901  135.689 -164.944  -45.829
612  142.080 -164.802  172.385   82.957  162.675   -1.690  -85.772   92.458 -160.087  170.636  -69.932  -66.043  136.344  173.115   25.758
613   94.096  162.191 -160.514   83.016  158.237    7.410  -83.219   84.720 -161.028  153.757  -78.631  -40.407  125.415 -145.931  -58.115
614   88.667  177.505  160.488   95.312  176.121   -0.472  -80.324   98.465  171.749  131.931  -54.977  -59.188  111.163 -156.896 -171.595
615   84.818 -178.259  172.893  102.531  166.719    2.854  -92.455   88.817 -176.854  155.894  -52.732  -78.661  155.730 -144.164 -132.591
616   79.643 -177.224  179.500   82.739  149.159   -3.648  -70.945   81.787 -177.910  165.596  -74.036  -54.302  142.147 -145.776   25.030
617  106.984  164.645 -174.802   96.207  162.372   -0.782  -92.161   85.980 -177.271  171.374  -47.312  -55.220  160.163 -159.685   17.830
618   50.424 -161.428 -165.057   79.042  150.401    5.557  -82.520   94.683 -179.354  150.657  -74.335  -37.949  131.970 -154.865  -63.351
619   93.222  179.369  177.345   92.961  153.578   -0.522  -78.664   99.503 -170.512  168.916  -79.198 -136.379  130.044 -160.523   24.168
620   84.448  175.793 -163.766  103.569  152.370   13.215  -93.270   88.805  173.189  141.914  -69.180  -63.171  162.847 -134.347  112.652
621   94.528  164.473 -178.979  102.214  155.659    7.505  -76.284   92.107 -174.024  114.813  -80.271  -55.198  116.323 -119.024  -10.643
622   97.219  171.849 -151.236   98.363  158.071   12.466  -97.614   80.808  175.964  161.183  -69.363  -98.504  108.171 -144.553  138.188
623  106.947  173.337 -163.610  100.271  149.049   -1.761  -80.684   88.611 -168.788  165.715  -55.822  -68.475  131.664 -148.218  170.344
624  107.619 -172.676 -174.004   98.261  153.031   14.280  -70.804  100.387 -164.653  157.705  -71.534  -81.810  111.323  127.888  164.896
625   88.141 -173.193 -177.565  107.058  153.682   -4.197  -70.372   96.474 -176.785  165.958  -85.548  -70.209  111.303  117.308  -49.189
626  100.366  177.616 -169.240   95.449  151.432   12.437  -67.294   94.396 -164.701  153.957  -80.391  -89.430  115.169  107.797   67.216
627   95.954  166.407 -171.049   99.366  156.007    7.803  -74.434   88.981 -173.892  171.064  -42.894  -58.261   94.883  141.833  -56.539
628   67.979 -161.831 -174.683  103.818  152.635   -6.816  -67.981  100.214 -168.010  152.795  -87.820  -90.675  106.719  157.675  -32.184
629   97.763 -175.855 -162.321  114.858  148.809    2.567  -72.184   92.923 -171.727  179.042  -72.284  -33.156  106.855  115.848  113.900
630  100.816  176.206 -172.020  110.725  147.850    9.989  -85.292   94.336 -165.334  148.977  -66.503  -66.574  118.424  123.830 -157.081
631   78.544 -174.065 -176.540  111.456  155.235   -8.350  -65.683   99.214 -155.597  150.362  -64.671  -68.424  112.031  146.808  130.851
632   70.798  179.418 -178.826   99.637  152.127   -2.619  -68.738  106.117 -167.885  156.513  -63.302  -50.845  115.914  137.787   27.236
633   81.913  165.969 -164.283  114.694  155.928    2.041  -65.537   89.643 -165.064  173.983  164.529  -66.560  136.685  152.620  178.468
634   95.319 -175.140 -171.474  122.342  153.764    1.183  -74.531  103.457 -158.063  158.261  165.559  -68.191  125.416  143.767  109.501
635   85.574 -169.860 -164.331  102.390  154.198    1.018  -75.694   94.103 -160.920  171.575  179.492  -58.453  117.435  144.167   68.386
636  111.720 -175.446  165.925  107.683  143.737   -2.949  -48.810   96.371 -168.235  165.948  159.298  -95.513  111.442  143.234  111.599
637   95.389 -154.355  173.605  108.597  162.389   -9.099  -68.977   95.071 -174.961 -177.455  157.518  -67.854  112.073  147.755  102.821
638   93.244 -171.439 -158.971  121.807  141.048    8.320  -75.812  100.616 -162.152  165.225  157.896 -130.613  115.459  143.497  125.713
639  112.017 -169.460  178.881   92.696  150.456   -2.083  -73.719  104.427 -166.717  161.457 -175.105  -69.379  116.493  131.412   39.989
640   82.389  172.758 -176.346  114.194  148.087   -2.056  -75.630  106.690 -160.600  167.263  148.180  -60.961  139.068 -156.356   37.655
641   72.365  173.584  176.521  102.173  147.263   11.516  -56.289  104.275  173.239  128.607  172.796  -68.599  122.299  138.422   46.799
642   77.493 -160.902 -175.632   99.861  162.602   -9.132  -70.506  101.837 -166.190  137.879  169.201  -61.976  137.366  133.718   54.409
643   68.278  177.675 -152.175  109.876  163.860   -8.481  -68.167   96.149 -172.375  175.585  155.898 -122.950  115.063  145.380 -169.510
644   83.011  173.190  175.448  100.982  153.532   -2.848  -58.383  101.458 -174.890  161.451  171.122  -78.743  103.012  154.093  -82.661
645   93.542 -160.222 -166.128  107.041  150.553    8.381  -75.186   89.674 -170.190 -156.028  155.335  -49.457  116.926  149.397  141.182
646  130.124 -173.335  176.016  118.903  161.466   -6.759  -74.523   84.980 -165.974  173.720  154.165  -92.457  119.331  129.808  -13.334
647   96.341  166.401 -177.661   89.700  147.727    3.710  -68.123   96.504 -155.416  163.600  136.037  -66.929  124.373  137.897  -97.914
648   81.788 -173.168 -161.491  104.478  151.085    2.886  -80.171   99.446 -161.911  167.927  173.723  -79.479  108.871  153.335 -102.458
649   90.333 -157.135 -173.408  106.237  165.901   -6.803  -74.054   95.042  177.381 -161.369 -179.425  -53.586  119.138  139.919 -106.450
650  161.308 -156.747  167.559   93.300  147.967    7.443  -87.555  103.475 -157.653  153.871  169.428  -70.302  130.370 -153.855   65.487
651   47.644  166.670 -176.772   95.119  143.590   15.193  -84.560   90.724 -156.495  173.596  150.523  -71.331  124.640 -175.068 -171.363
652   65.427  169.249 -175.956   93.715  161.226  -16.014  -71.458  102.935 -176.904  160.101  157.331  -65.249  122.800 -155.895  -10.407
653   93.513 -145.274  172.542   87.954  155.192   -7.982  -66.438  105.110 -173.072  169.563  170.377  -57.377  113.813 -143.571  -97.067
654   80.017  174.298  171.207   95.516  162.358   -1.485  -87.483   80.604 -165.466 -166.267 -172.741  -64.248  110.641 -152.731   54.842
655   74.214  170.129 -175.011  105.337  151.293    1.761  -87.106   89.388  167.048  145.015  -90.331  -41.502  128.889 -133.836  -54.404
656   64.072  179.223 -156.867  101.388  149.095    0.030  -80.228  101.825 -177.697  157.786  -52.232  -61.649  119.733  124.465   32.865
657  110.494 -169.523  175.157   95.948  144.848    8.550  -91.463   87.239 -163.534  168.432  -90.251 -139.494  120.585  142.387  -18.414
658   99.935  172.131  168.136  107.968  167.922  -10.442  -78.703   91.637 -160.380  148.431  -86.629  -74.941  121.499   34.856  160.055
659  113.061  175.291  167.125  104.691  140.867    1.346  -68.329  106.158 -159.707   92.781  -51.402  -58.384  131.090  -41.240 -109.952
660   50.080 -177.013 -171.979   93.084  153.938    0.107  -90.317   90.680  171.926  149.483  -66.176  -38.811  127.570   34.157  -29.041
661  107.611  177.557  176.841  117.522  146.965   -5.760  -88.100   99.069 -154.993  167.475 -100.163   73.798   94.968   26.601  -64.914
662   71.927  179.308 -177.089  112.289  149.144   -0.433  -71.720   92.115 -176.233  165.817  -79.007   75.572  107.917  -12.971 -161.560
663  101.561 -164.349 -173.941  107.901  156.099    4.317  -84.767   91.901  170.962  157.620  -81.776   68.650  122.980  -41.551 -166.666
664   94.061 -178.284 -170.611   90.652  163.789  -17.005  -75.324   91.854 -158.337  132.738  -81.503   80.758  108.434  -28.937  -30.626
665  106.635 -178.762 -173.910   83.631  155.561    2.837  -79.881   85.504 -157.598  157.919  -82.536   68.908  105.412  -23.391 -127.926
666   76.153 -174.990 -171.783  105.057  155.369   -7.224  -63.984   94.701  168.808  160.186  -92.165   65.000  115.252  -47.893   27.775
667   87.847  174.964  168.891  113.477  167.471   -6.975  -79.079   95.155 -173.603  165.321  -69.992   90.104  111.264 -138.419   65.037
668   95.550 -152.564  164.399   97.455  175.369   -7.294  -80.379  102.450  178.555  154.995  -77.581   80.896  123.343 -159.663  -91.304
669  104.191  179.349 -179.389   97.293  151.164    8.745  -88.010   99.959 -179.062  150.701  -87.099   95.046  126.242 -136.043 -143.610
670  106.752  164.812 -167.176   99.087  140.226   28.893  -74.581   85.988 -168.301  153.130  -88.682   67.689  130.453 -143.469   51.902
671   84.942 -173.380 -179.479  110.008  155.709   -3.232  -76.196  103.072 -174.663   74.414  -64.513   95.472  114.324  157.208   61.686
672  115.899  176.810  175.628  102.630  138.927   20.226  -78.228   93.393 -179.429   63.860  -95.027   80.746  136.866  125.792  176.820
673  104.652  176.845 -175.112  122.990  151.701   -0.881  -88.590   94.394  157.134   52.734  -64.908 -144.740  118.421  132.591   47.194
674   79.986  175.300 -155.532  116.602  158.721    1.140  -87.516   74.881  161.945   50.194  -77.613 -166.644  137.545  130.719  -99.430
675   93.039 -153.936  170.923   86.663  150.229    0.485  -66.529   94.093 -174.521   53.564  -72.777  -86.116  131.322  148.662 -107.212
676   72.577  176.106  168.918   91.555  159.838    1.456  -79.479  102.233 -172.858   76.394  -52.092  -60.819  118.212  129.601   90.750
677   83.937 -167.163  174.104   99.838  143.701    1.352  -65.046   95.160 -168.128   81.043  -60.069  -34.060  106.746  149.695   20.261
678   86.999 -173.478 -161.763  107.707  151.273   -5.746  -83.264  103.055  177.872   62.858  -65.256 -162.005  118.388  135.204   93.237
679  127.569  170.071 -168.738  108.261  153.886    4.643  -86.573   82.538  166.637   74.460  -76.948  -63.070  107.470  147.455  -13.819
680  101.170  167.334 -172.252  107.263  153.307   -6.868  -79.230   84.586 -171.914   62.706  -84.670 -156.801  135.642  146.228   21.659
681   96.585  161.654 -170.869  111.101  157.376    5.100  -72.101   94.437  165.128   53.806  -66.252  101.089  116.882  126.162  107.737
682  124.168  171.853  173.489   97.076  148.667   10.816  -74.437   83.349  177.698   51.450  -64.163  103.823  111.063  139.598 -172.648
683   96.429 -179.803  147.755   72.825  152.812    2.530  -66.677   91.156  169.212   61.612  -73.148 -153.809  113.165  131.680   44.274
684   66.280  175.287  166.616  107.043  141.757   10.466  -85.054   94.254  169.122   53.881  -55.487 -155.464  138.987 -164.928  117.179
685   69.153 -174.024 -171.588  102.728  145.776   10.745  -97.822   79.029  162.263   65.167  -68.635  -52.094  143.120  177.440    8.462
686   92.105  172.609 -175.001  102.980  141.456    9.505  -74.059   81.715 -160.552   74.421  -62.510  -57.657  123.825  145.857   98.938
687   82.123 -163.584 -175.455   91.453  149.526   13.751  -82.824   88.402 -168.863  151.832  -78.538  -77.217   98.665  137.097 -156.738
688   88.296 -177.655 -179.099  100.279  139.898   12.072  -73.015   89.042 -158.845  159.356  -67.891  -45.978  115.570  141.091  -37.473
689   83.397 -168.430 -170.213  106.973  144.818    2.522  -82.835   85.517 -177.860  141.050  -56.581 -155.389  121.202  146.160   -1.322
690  105.451 -167.455  163.708   95.673  156.402    2.776  -79.433   95.950 -170.178  163.142  -56.807  -59.241  122.857  145.755  -13.626
691   82.241 -173.901  178.678  101.247  159.740   -7.585  -77.840   80.595  172.563  154.598  -77.139  -64.344  109.197  143.683  -30.108
692   79.365 -163.099 -157.522   94.644  151.089   11.534  -91.995   93.199  176.743  151.505  -61.560 -135.080  131.019   87.375   24.395
693 -141.483  169.418  166.213   98.862  156.174    7.251  -86.972  100.446  178.485  138.066  -81.710  -91.087  105.109 -153.206   55.453
694  -80.301  163.286 -172.950  104.950  154.112   -0.267  -77.637   98.036 -173.903  149.962  -54.435  -61.907  117.196  -55.983 -119.457
695  -71.327  173.756  177.827  108.369  142.242    5.640  -75.093   83.372 -163.083  158.035  -63.989 -109.146  109.218  -21.878   89.031
696  -57.971  174.105  177.938   97.481  145.901   10.700  -75.964   92.424 -174.728  140.811  -74.931  -91.746  104.809  -34.285  133.164
697  -82.302 -174.460  164.221   94.932  160.094   -2.566  -70.464   95.775 -158.668  148.730  -74.232  -88.861  115.399  -39.779  -41.006
698  -86.809 -173.789 -174.628  111.488  154.122    1.682  -72.503   92.123 -165.016  154.238  -98.730  -98.745  100.276  -23.240  -53.944
699  -99.385  177.219 -168.987  115.023  155.481   -4.648  -63.997   99.013 -165.476  155.507  -81.714  -53.711  126.318  -43.038  125.879
700  -93.815  174.619  173.508  116.466  148.937    0.162  -68.462   98.396 -175.557  170.573  -77.415  -55.039  113.674  -47.175   47.558
701  -82.041 -154.617 -178.037   86.106  154.277   12.685  -94.950   97.964  157.744   90.162  -60.856  -54.095  118.069  150.891   65.418
702  -72.857  164.432 -177.804   96.659  149.098    4.031  -84.684   88.315  177.020   52.590  -67.279 -165.271  134.576   34.914   87.633
703  -80.924 -179.714 -169.378  108.128  158.899   12.864  -95.105   94.855 -174.217   60.190  -66.404  -61.009  132.109  -27.456  -45.334
704 -101.338  161.547 -170.356  104.465  153.224    3.660  -84.436   83.487  169.997   45.324  -60.462 -153.383  111.399  -38.670   78.197
705  -91.399 -156.992  177.153   92.078  138.617   23.839  -98.900   88.419  178.216   48.487  -62.505 -175.535  133.231  -24.732  -45.983
706  -79.957 -151.823  170.191   93.199  146.686   15.739  -86.114   93.329 -177.576   60.559  -74.809 -154.295  114.748  -44.275 -164.243
707  -87.561 -150.284 -179.757   77.976  162.810   -8.091  -70.286   94.105  175.045   67.199  -74.540 -147.943  116.525  -45.418 -145.352
708  -82.056 -179.002 -167.615  107.611  154.544   -0.650  -84.791   97.237  172.313   68.180  -53.381 -162.229  109.333  -62.653 -155.718
709  -85.994 -148.231 -165.376   84.157  156.117   -1.275  -78.140   83.499 -170.690   49.252  -79.213 -179.385  128.988  -46.554  133.695
710  -73.129  179.707  164.880   98.214  154.298    2.034  -83.944   83.596  162.110   58.696  -65.372 -168.158  110.814  -54.061  118.746
711 -112.522  174.506  169.242  106.290  155.227   -4.299  -85.249   85.403 -179.710   53.012  -71.088 -166.899  111.593 -156.569  177.612
712  -63.726 -162.413  163.676  110.316  151.342   -8.533  -82.317   99.189  177.666   97.891  -84.632 -163.275  106.463  133.093   16.436
713  -43.624 -178.818  173.934  114.546  159.839    1.766  -91.716   77.304 -173.568   78.243  -73.220 -148.204  151.381  140.857  -82.801
714 -126.452 -129.057 -166.232   96.137  150.897   -1.892  -80.886  100.817  174.767   54.751  -70.850 -140.796   93.836  129.605   -5.859
715 -140.444  169.765  178.818   95.247  159.575    1.113  -80.013   94.056 -175.553  101.360  -58.540  -55.257  120.436   69.349 -172.921
716  -90.092 -177.549 -173.018   85.171  157.066    5.765  -78.763   92.555 -165.276   73.967  -45.623  -66.210  151.495   51.105  151.037
717  -91.477 -178.582 -177.025   95.686  153.704   12.868  -96.477   97.895  174.850   41.609  -79.862  -68.725  161.823  148.232 -165.126
718 -107.547 -155.122 -170.326   92.624  143.138   12.990  -80.706   89.622  170.213   68.046  -67.272  -47.826  103.406  160.659 -107.230
719 -105.478  172.586 -176.075  113.064  155.543   23.388  -98.222   94.233  170.017   85.888  -57.689  -54.632  111.771  132.376  -21.510
720  -67.379  -97.143  166.929   83.118 -167.271  -19.659  -93.843   94.540  169.401   66.831  -79.929 -156.024   83.902   43.500 -148.503
721  -57.269  167.695  174.795   99.738  156.280   -0.633  -89.758   82.383 -176.950  159.197  -80.169  -53.447  127.746   45.474  152.579
722 -109.857 -144.149  161.365   83.354  167.715  -19.977  -80.535   99.167  173.003  165.025  -81.577  -45.319  126.330   31.765  -81.831
723  -90.561  176.537  178.346   89.152  162.862    4.583  -73.544   96.826 -174.143  150.493  -64.234 -123.631  124.591   16.885  -43.039
724 -135.935  166.142 -164.360  106.363  151.464   -4.715  -80.512   99.621 -169.293  170.107  -59.230  -60.699  101.625   50.637  143.753
725  -84.201 -163.258  168.024   87.031  148.558   13.038  -92.617   95.444 -161.399  111.468  -72.271 -137.882  104.445  -37.172  114.834
726  -67.726 -166.227  162.299   83.919  155.623    3.739  -85.960   89.082  168.618  149.659  -79.249  -72.046  121.375   31.443   97.960
727  -84.806 -167.789 -164.248   80.871  155.171    8.859  -90.199   98.752  167.227  151.464  -78.934  -75.424  137.431 -117.392  106.561
728  -77.485 -168.332  179.887   88.960  161.504   -0.092  -81.075   98.215 -162.790  138.111  -67.347  -52.467  104.035  -67.952  173.073
729  -71.642 -173.690 -177.690   80.795  147.363   16.175  -83.140   90.257 -171.063 -162.894  175.869  -60.520  115.137  -40.257   93.603
730  -62.044 -166.048 -176.886  104.551  161.698  -10.449  -72.839   88.500 -160.328  170.275  159.981 -151.907  123.485  -64.555 -178.700
731  -64.647  172.422  164.308   93.371  156.913    7.713  -88.341   94.237 -176.504  108.711  173.055 -175.009  124.806  -40.304  -82.280
732 -101.140  159.747 -171.214   95.304  148.486   12.927  -89.135   89.922  170.048   99.469  154.655  177.233  133.032   72.357  113.068
733  -64.177  164.504  179.152   94.084  150.467   11.503  -96.647   82.337  174.154   61.086  137.288 -166.290  135.320  137.461 -117.014
734 -137.908 -166.356  171.591   92.504  168.009   -7.615  -80.781   90.696  170.750  101.865   77.115 -132.180  115.136  147.020    4.269
735 -101.780 -159.336 -179.479   99.941  159.853    3.903  -65.892   98.271  176.040   78.281   55.561 -128.898  108.944  142.695  -48.007
736 -148.469 -165.808 -173.965   86.900  160.389   -3.542  -73.967   85.857  155.802   69.671   88.985 -159.740  127.741  115.816  -46.211
737  -73.178 -166.402 -167.386   90.199  157.485    7.204 -103.567   81.604  172.160   56.874  122.605 -166.454  153.693  133.837  -76.860
738  -75.417 -164.601  173.808   99.753  152.164    7.444  -96.832  100.054  169.625   67.154   40.344 -156.299   97.572 -170.121 -125.971
739  -90.497  161.268 -162.405  106.470  148.449   11.855  -76.642   88.557  167.340   61.223   83.979   51.133  107.664  139.135   94.294
740  -52.506  175.720  169.439   96.733  144.403    9.338  -88.103   94.068 -166.305   75.948   58.148   76.632  108.544  143.896   76.571
741  -85.381 -155.874 -168.793   94.387  144.640    0.211  -62.860   94.190  179.621   59.791  133.989   68.584  116.770  104.608   94.865
742 -101.924 -176.829 -150.814  120.399  160.228   -0.636  -86.692   80.601  169.099   93.158   76.745   58.727  135.998  139.968  -76.622
743  -78.766  152.297 -178.760  104.180  153.046    2.441  -77.505   89.751  171.037   56.521   57.585   64.359  138.083 -173.222   92.920
744 -147.256 -175.065 -175.133  107.484  140.678   10.466 -103.061   93.454  177.861   66.961   55.605   53.427   95.654 -129.905   47.551
745 -115.033 -159.657 -158.720   89.622  154.641   -1.101  -79.782   91.959 -171.981   79.982   59.162   69.858  104.703 -130.769 -100.505
746  -80.248 -168.892 -164.684   99.409  156.066    5.838  -81.574   90.124 -174.944   78.646   62.290   68.632  123.266  147.872  137.163
747  -70.593 -171.268 -176.757  111.462  154.917    7.473  -83.757   92.181  169.917   69.706   60.361   54.004  118.969  148.634  115.073
748  -72.089  174.422 -172.215  116.120  153.477   12.725  -92.708  101.734  177.135  119.576  160.734   59.841  134.771  132.647  137.914
749  -44.010  179.800 -170.972  102.560  146.243   11.487  -89.596   78.956  176.299   61.739   76.036   86.536  113.266  140.566  165.671
750 -113.721  169.232 -146.528  104.696  151.143    2.914  -66.787   89.139 -165.182   47.246   65.726   90.562  115.899  154.664 -148.007
751 -109.921  174.808 -157.352  100.356  153.597    9.328  -67.509   96.044  177.763   72.138   55.104   76.830  103.388  137.302 -160.485
752  -72.059  166.704 -157.537  105.002  149.660    2.106  -84.783   87.022  169.911   71.839  149.252   59.843  111.358 -159.307 -129.208
753  -57.262  176.230  174.562   97.806  158.865   -3.355  -79.503   87.590 -159.568   74.032   61.302   56.454  120.911  144.363  178.154
754  -78.187 -175.709  162.430   94.177  158.525   -1.941  -85.493   88.713  168.605   75.429   55.834   68.779  106.628  134.114  156.469
755  -62.798  179.471 -160.140  101.956  160.612   -1.865  -86.556   87.443 -162.941   88.096   76.998   79.945  115.331  140.587   93.931
756 -100.943 -174.734 -158.521  106.245  153.819    2.206  -80.249   78.605  162.732   84.582   67.352   69.791  113.929  127.699 -115.499
757  -80.169 -172.893 -169.234  104.049  160.629   -2.922  -72.322   71.074  137.346   83.142  154.176   58.336  122.271  123.065 -146.867
758 -105.628 -178.708 -160.953  111.422  149.228    8.222  -80.811   77.106  170.877   83.916  138.289   84.525  127.942 -108.766  121.560
759  -90.209  164.584 -155.559   99.894  162.387    0.651  -75.030   76.972 -177.819   92.767  178.707   58.199  121.351   53.166 -140.599
760  -97.436  179.160 -169.510   94.506  164.682    8.004  -82.873   85.883  160.755   52.786   71.655   80.163  122.097  -47.327  -43.341
761  -92.221 -155.024 -171.860   97.950  156.908   -2.508  -68.182   97.554 -170.958   84.792   69.629   75.752  118.224  -44.292  -11.633
762  -91.649 -165.922  178.829   97.823  151.082    9.213  -74.129   88.720 -172.623   78.495   64.841   72.795  130.477   78.751   84.195
763  -59.523 -169.136  169.987  101.226  144.355   16.222  -76.312   92.005 -174.899   69.077   77.494   61.992  106.338  137.165 -110.336
764  -80.350 -164.072  173.500   97.207  158.080   -1.255  -82.551   85.259 -179.492   65.362   62.823   63.547  121.864  150.753   49.564
765  -79.674  171.140  175.616  105.804  152.985    1.284  -74.855   89.794  160.955   72.539   61.614   76.523  131.379 -143.340 -135.974
766  -57.676 -178.616  177.256   93.047  156.182    4.706  -74.781   87.195  172.952   71.060   54.982   65.292  107.447  -41.523 -100.011
767  -76.356 -179.448  163.147  104.437  160.576   -8.514  -72.666   94.306 -176.147   69.275   38.853   58.928  115.257  -53.685 -143.192
768 -104.903 -179.752 -172.895  103.347  169.123   -3.302  -71.363   84.796  161.315   72.897   76.338   67.491  109.615  -52.269  -34.291
769  -99.164  172.413 -176.193  107.291  151.562    2.086  -73.168   94.260 -175.347   74.740   68.286   68.878  118.329  -65.650  106.823
770  -86.419 -161.950 -171.390   99.035  163.033    6.033  -80.075   82.230 -173.744   94.023   85.612   60.658  120.309 -141.779   71.880
771  -72.155 -174.421 -174.427  110.991  147.840   12.743  -75.704   80.848  177.722 -165.961  155.053   59.840  123.923  137.152   17.368
772  -97.055 -168.800  162.447   95.159  151.798   11.695  -62.961   97.166  175.191  141.300  179.158   56.115  108.937  172.280  -54.346
773 -100.998 -170.721 -169.879  105.619  173.751    0.710  -76.819   82.794 -171.434  178.026  165.305   65.399  111.073  134.725 -137.110
774 -105.717 -175.538 -176.912  104.523  159.568    9.795  -85.950  100.782 -176.068 -177.771  150.896   69.986  127.579  164.193  -46.410
775  -89.120 -175.855  175.136  104.851  167.451    2.625  -71.574   84.970 -170.093  173.452   74.077   65.962  115.508  139.219 -176.070
776  -81.562 -173.635  177.946  106.870  174.542    8.724  -83.360   96.910 -171.694  151.416  164.278   88.519  108.408  136.616 -153.471
777  -82.507 -141.617  169.849   91.824  149.300   14.879  -70.031   87.754 -167.830  166.845  149.888   66.456  101.983  149.029   78.346
