  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      417        0.710        4.879            0      392.631      412.340       23.868
      418        0.784        4.650            0      391.870      375.403       25.371
      419        1.104        4.379            0      380.150      403.278       23.600
      420        0.893        4.858            0      394.923      417.720       25.081
      421        0.906        4.830            0      392.777      406.175       24.888
      422        1.044        4.977            0      390.565      402.117       27.433
      423        0.786        4.854            0      392.042      425.587       23.815
      424        0.814        5.044            0      391.901      408.004       25.040
      425        0.829        4.645            0      386.503      407.347       24.739
      426        0.665        4.938            0      386.551      426.425       24.995
      427        1.004        5.244            0      388.387      408.930       24.946
      428        0.757        5.132            0      390.468      418.885       25.504
      429        0.807        4.632            0      388.419      418.720       23.664
      430        0.743        4.813            0      388.637      416.195       23.203
      431        1.136        4.929            0      392.261      413.078       24.371
      432        0.741        4.765            0      386.415      416.750       25.133
      433        0.775        4.912            0      389.319      435.154       22.855
      434        0.689        4.926            0      387.214      417.978       23.897
      435        1.138        4.787            0      394.128      410.186       25.680
      436        0.808        4.885            0      391.124      408.498       23.692
      437        0.731        4.935            0      391.218      400.567       23.343
      438        0.723        4.848            0      387.359      432.830       25.987
      439        0.681        4.952            0      390.016      455.501       22.397
      440        0.943        4.931            0      387.321      464.463       24.334
      441        1.223        4.665            0      389.931      475.609       26.444
      442        1.489        5.130            0      391.794      448.015       22.989
      443        1.235        4.989            0      390.498      444.947       22.993
      444        1.443        4.997            0      396.493      446.189       24.969
      445        1.112        5.165            0      392.362      440.773       22.543
      446        0.913        4.742            0      390.143      470.034       26.896
      447        1.065        4.840            0      383.496      411.749       32.640
      448        0.865        4.906            0      389.165      461.241       27.399
      449        1.154        5.292            0      388.800      411.852       22.587
      450        0.905        5.105            0      392.674      451.238       23.357
      451        0.917        5.131            0      391.385      429.320       22.065
      452        0.723        4.855            0      391.220      448.716       24.295
      453        1.398        4.423            0      383.489      430.305       26.895
      454        1.817        3.967            0      361.074      384.867       25.068
      455        0.999        4.467            0      388.062      458.682       21.041
      456        1.053        4.816            0      391.823      466.292       22.876
      457        0.582        4.748            0      387.279      448.010       23.792
      458        0.731        4.825            0      391.769      448.624       22.086
      459        1.411        4.339            0      380.810      416.623       24.275
      460        0.503        4.857            0      389.624      449.352       21.765
      461        0.964        5.306            0      389.896      425.980       22.625
      462        1.182        5.235            0      388.356      409.150       22.583
      463        0.583        5.189            0      392.268      471.458       23.858
      464        0.987        4.639            0      390.058      462.157       22.704
      465        1.087        4.546            0      389.156      445.786       24.542
      466        0.953        4.613            0      388.600      452.267       22.928
      467        0.964        4.418            0      384.757      438.774       22.716
      468        0.935        4.586            0      386.992      448.156       24.984
      469        0.524        4.893            0      387.853      430.051       22.463
      470        0.627        4.934            0      392.442      466.935       21.112
      471        0.703        4.742            0      388.372      494.800       21.914
      472        1.701        4.265            0      379.264      473.051       23.437
      473        1.241        4.733            0      391.653      498.036       26.227
      474        0.860        4.613            0      389.826      471.913       23.553
      475        0.732        4.818            0      390.163      441.343       21.059
      476        1.076        4.527            0      383.245      444.525       23.079
      477        0.813        4.735            0      390.080      458.739       25.319
      478        0.718        4.746            0      388.937      450.595       24.516
      479        0.989        5.017            0      387.566      428.498       30.056
      480        1.010        4.556            0      388.063      433.080       23.273
      481        0.742        4.721            0      387.771      435.938       24.595
      482        1.338        4.186            0      372.105      421.449       23.927
      483        1.260        4.354            0      368.630      379.668       23.886
      484        1.233        4.621            0      378.656      386.555       25.396
      485        1.056        4.970            0      394.753      410.552       22.101
      486        1.475        5.251            0      395.733      434.793       26.459
      487        1.212        5.060            0      394.033      453.499       25.813
      488        1.684        5.170            0      392.123      439.921       21.481
      489        1.373        4.861            0      387.935      426.054       24.310
      490        1.460        4.875            0      387.209      428.822       23.538
      491        1.942        4.783            0      380.017      416.640       21.754
      492        1.647        5.115            0      388.924      445.251       24.189
      493        1.467        5.144            0      395.255      454.726       23.224
      494        1.391        5.206            0      392.847      500.442       21.236
      495        1.698        5.058            0      391.068      472.330       24.130
      496        1.638        5.102            0      398.644      441.635       23.624
      497        1.233        5.099            0      392.689      448.014       23.358
      498        1.396        5.171            0      393.970      452.596       23.588
      499        1.686        5.126            0      391.980      435.081       21.217
      500        1.513        4.970            0      391.820      454.298       25.339
      501        1.752        5.226            0      395.287      439.315       22.102
      502        1.602        4.961            0      391.545      409.233       23.437
      503        1.498        5.056            0      396.506      431.501       23.345
      504        1.298        4.506            0      378.530      413.000       22.741
      505        1.595        5.128            0      393.753      452.728       21.414
      506        1.532        5.207            0      393.208      431.593       21.314
      507        1.555        5.355            0      399.884      449.337       21.695
      508        1.539        5.355            0      398.002      445.335       23.252
      509        1.272        5.063            0      392.320      439.307       21.229
      510        1.169        4.995            0      392.770      425.897       25.240
