## Torsion are defined with the following atomIDs:
# dihed1: ai= 2447 aj= 2446 ak= 2444 al= 2443
# dihed2: ai= 2446 aj= 2444 ak= 2443 al= 2442
# dihed3: ai= 2444 aj= 2443 ak= 2442 al= 2448
# dihed4: ai= 2442 aj= 2448 ak= 2449 al= 2450
# dihed5: ai= 2450 aj= 2449 ak= 2451 al= 2452
# dihed6: ai= 2449 aj= 2451 ak= 2452 al= 2453
# dihed7: ai= 2451 aj= 2452 ak= 2453 al= 2455
# dihed8: ai= 2456 aj= 2457 ak= 2458 al= 2459
# dihed9: ai= 2457 aj= 2458 ak= 2459 al= 2460
# dihed10: ai= 2458 aj= 2459 ak= 2460 al= 2462
# dihed11: ai= 2441 aj= 2440 ak= 2439 al= 2438
# dihed12: ai= 2440 aj= 2439 ak= 2438 al= 2437
# dihed13: ai= 2434 aj= 2433 ak= 2432 al= 2431
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9  dihed10  dihed11  dihed12  dihed13
428 -137.371 -171.744 -119.109   75.915 -160.650 -170.885  159.983  -21.550  -75.239   71.130  103.340  161.782  -15.925
429   77.047 -174.971 -126.019   78.308 -153.963  173.889  153.390   -5.357  -72.165  108.622  120.602  160.450  -20.438
430  169.398 -173.168 -161.654   72.167 -159.403  172.072  171.289  -24.318  -77.527   82.730  118.602  161.713   21.352
431  164.468  178.973 -144.665  102.097 -174.256  160.502  148.184   -9.871  -80.677  173.921  115.152  173.054   -3.786
432  156.295 -175.251 -134.145   57.106 -139.317  178.911  156.501  -10.884  -88.776 -172.040  111.827  173.307   -8.705
433 -134.824 -179.741  178.660   87.031 -160.109  179.219  158.563    3.897  -97.030  176.574  111.838  176.125   -9.571
434 -125.504  177.026  178.682   87.309  173.645  174.373  152.567  -10.042  -87.296 -170.414  132.516  161.431  -13.536
435 -108.868  173.491 -160.593   73.427 -161.900 -177.788  162.026   -7.672  -88.274   95.277  114.186  168.860   -4.692
436  108.683 -174.746 -146.433   78.235 -169.357 -171.045  156.653  -26.515  -65.378  146.790  131.348  153.061   -7.044
437  175.684 -176.720 -134.302   84.102 -177.302  169.649  158.753    4.500  -75.780 -142.413  119.718 -170.976  -12.500
438 -157.570 -176.367 -146.917   68.112 -150.589  175.531  162.888    8.857  -88.726 -156.229  112.582 -173.540  -12.809
439  178.674  174.378  160.161   83.332 -167.407 -177.083  137.184  -10.748  -69.344   23.948  121.506  167.178  -23.117
440  116.995 -179.588 -178.098   61.549 -151.049  178.943   86.865  -25.667  -83.402  -46.203  111.713  177.603   -9.301
441  152.056  177.332 -166.099  100.004 -157.295  178.251   76.272  -12.849  -74.880 -101.527  119.672  177.335  -33.458
442   97.135 -165.617 -160.322   69.685 -172.975  173.612   69.423  -14.557  -81.910 -170.778  126.839  179.057  -35.385
443  177.162  174.774 -125.347   81.401 -161.181  164.879   76.797  -10.056  -82.078  146.069  108.428  176.260  -32.457
444  -72.480  164.699 -132.467   92.435 -170.150  171.864   87.301   -2.720  -91.500   57.240  129.857  171.383  -35.148
445  160.427  174.309 -116.027   88.848 -161.899 -176.361   98.440  -30.037  -62.478  169.302  111.711  172.830  -25.089
446  168.323  179.667 -143.054   71.202 -152.947  177.884   91.704  -28.603  -73.216  169.063  118.113  162.813  -20.419
447   95.338  173.808 -128.121  103.940 -170.534  173.480  157.690    5.919  -91.082  167.758  162.616  145.453    2.267
448 -112.296 -170.059 -157.916   77.184 -177.826  166.196   74.178  -16.922  -70.218  176.843  131.019  153.455   -0.772
449  -84.463  173.015 -130.647   67.683 -157.924  163.851   50.992   -7.175  -86.500  118.042  130.949  162.765   -4.343
450 -130.639  168.985 -154.713   76.664 -152.955  174.797   68.288  -14.009  -76.928  -15.191   98.972 -155.218  -39.154
451  114.759  174.991 -176.729  120.896 -166.172 -174.772   65.066   -4.069  -91.921   80.442  140.150  136.271  -27.361
452  125.219  178.518  121.577   80.105 -151.523  153.271   69.530   -6.275  -67.506   -8.856  153.421  147.877  -28.866
453  177.623  177.276 -138.415   75.497 -144.901  160.431   66.248    6.271  -88.954  -66.545  124.534  157.745   -8.319
454 -140.480 -168.643 -155.275   91.688 -171.554  176.505   80.156  -21.129  -84.564  -85.496  119.393  150.794   -1.854
455  139.735  163.252 -129.888   76.928 -157.804  174.394   69.990  -13.384  -82.120  -46.668  107.461  141.911   17.719
456  -95.780  166.335 -159.270   67.784 -159.355  176.189   84.410  -24.176  -68.905  -51.765  115.731  159.475   -0.477
457  163.110  166.783  159.648   96.595 -167.159  162.010   98.320    4.438  -87.678 -169.462  147.055  152.292    8.566
458 -104.813  167.334 -173.516  104.769 -166.356  178.538   74.278   21.810  -98.327 -165.308  152.258  158.960    8.353
459  116.590 -170.995  101.925   80.219 -147.096  175.561   53.509   15.102  -92.011  177.094  153.302  131.552  -14.898
460  140.340 -174.632  165.582  119.178 -168.195  177.057   64.185  -17.734  -71.751  175.591  127.828  163.700  -17.453
461 -164.744 -177.086  177.537   93.096 -170.802  179.914   76.322  -12.465  -84.336   71.026   99.403 -164.095  -19.143
462 -122.805  168.514 -140.237   92.847 -172.465  171.530   81.757   -2.710  -75.001 -169.454  108.848  177.878  -12.532
463  -98.463 -176.456 -133.733  100.613 -170.721  177.639   75.207  -18.684  -81.023 -178.014  107.073 -171.741  -13.687
464   98.859 -172.736  114.675  111.099 -165.909  171.284   64.865  -17.299  -79.802   71.118  113.460  167.756  -30.390
465  145.846  178.041 -142.715   63.944 -149.254 -175.147   78.848  -21.087  -86.537   62.357   96.877 -166.775  -26.477
466 -172.824 -167.668 -153.629   89.942 -159.004  176.948  154.845  -20.080  -79.433   64.912   98.648  177.985  -24.135
467  136.470  176.200 -139.770   89.467 -163.513 -170.986   84.713  -32.379  -79.039 -173.113   96.125  166.558  -14.241
468  158.652 -166.218 -176.494   67.351 -135.294  178.413   56.792   14.576  -80.996 -114.906  131.718  154.178  -20.131
469 -107.504 -169.786 -125.969  110.018 -172.773  162.811   80.971  -12.203  -63.260  -89.219  125.117  161.302  -21.537
470  112.573 -176.783 -147.995   81.312 -160.656  167.010   85.870  -13.261  -75.836  159.701  116.593 -178.196  -27.727
471  174.726  177.930 -146.532   79.282 -160.630  168.921   80.514   -2.412  -78.636  -94.369  133.026  172.616  -33.769
472  124.338 -171.306 -136.569   54.912 -138.320  168.715  159.178   -4.887  -79.924    9.046  117.332 -179.494  -27.711
473  175.754  179.352 -157.281   85.686 -159.886 -178.770  146.996  -16.230  -79.042  -35.368  111.341  166.814  -37.436
474  -49.466  175.731 -170.339   96.602 -162.413  176.215   75.441   -6.357  -78.189   58.053  131.983  155.014  -26.790
475 -170.874  171.785 -160.298  101.096 -176.619  179.012   76.031    7.858  -90.193   42.931  119.343  173.577  -36.723
476 -101.854  160.982 -166.636   60.206   40.646  174.235  136.238    4.486  -90.117   50.945  106.866 -179.044  -41.832
477  -82.239  173.357 -143.237   75.249   69.611  167.748   59.216  -20.204  -74.657  -78.658  111.454 -172.065  -36.212
478  157.209 -172.555  172.100  140.216   49.318  164.118   77.097  -21.481  -71.702  -59.820  145.364  170.650  -21.510
479   84.879  177.658 -176.925  138.228   79.240  170.172   53.428  -22.268  -83.322   69.253  129.446  168.537   -9.127
480  175.440  160.264  164.638  145.664   69.503  175.228   77.398    0.265  -88.409  -68.973  141.963  170.242  -33.022
481 -157.954 -163.770  140.516  140.732   59.722  178.255   74.601    1.649  -90.512   65.443  137.260 -178.139  -20.814
482  167.996 -174.076  131.708  135.506   57.457  171.755   82.962  -19.390  -81.320  -70.655  117.640 -177.114  -18.973
483 -151.674  173.457  148.201  130.348   74.590 -178.368   69.241   -5.014  -82.283  139.482  125.976  171.718  -37.188
484  161.168 -173.241 -171.489  131.133   70.920 -174.290   75.575   -5.776  -76.619 -168.823  129.752 -177.967  -17.841
485  164.930  168.042  147.419  131.985   65.692  172.480   99.364  -20.861  -78.671   48.524  133.868  163.905   -8.488
486 -179.001 -163.032  130.903  137.577   73.101 -178.770   52.360  -21.005  -67.632  178.725  135.162  154.645  -15.240
487 -114.796  168.924  148.867  112.837   75.480  172.936   82.068   -3.273  -89.309   71.004  137.755  161.602  -23.405
488  162.618  173.527  124.606  106.317   80.622  173.767   58.054    4.000  -80.428 -171.912  146.460  141.232    3.336
489 -142.580 -175.780  131.241  120.889   61.758  177.108   81.729   -7.387  -82.851 -110.206  121.251  161.126   -7.702
490  171.597 -170.390  126.335  124.259   72.589  157.242   59.005   -5.033  -68.364  121.251  126.003  179.916  -24.882
491 -134.884  179.447  149.709  107.609   90.539  177.764   66.681    2.981  -83.678  -34.475  111.564  149.950   11.226
492 -158.699 -154.760 -173.528   91.913   79.653 -176.254   90.283  -12.086  -81.543 -169.886  108.112  151.507   34.724
493  159.887 -162.319 -171.607  116.079   82.039 -178.691   61.074  -14.742  -83.606 -173.953  127.491  140.541   22.166
494  153.725 -174.375 -110.148   75.404   74.057 -171.937   88.591    6.002  -74.361  -44.633  100.584 -172.941   10.359
495 -174.180  179.013 -169.923  101.174   67.075  171.284   93.059   11.338  -67.900 -112.588  136.012  164.569   48.499
496  138.692  165.855 -135.325   72.097   75.575  176.965   73.358  -13.816  -94.944 -143.022  104.269 -176.599   19.600
497  149.759  179.256 -149.041   83.578   54.194 -170.105   72.904    0.295  -90.792   89.741  117.842  170.434    2.969
498 -165.263  176.247 -142.486   37.916   66.571 -150.790   87.026   21.097  -89.539   57.610  130.554  171.509    2.893
499 -117.412  172.809 -127.153   60.011   74.621 -171.231   69.865  -18.403  -79.459   72.858  116.932  145.994   16.601
500 -122.412  154.636 -140.129   40.205   86.441  174.659   77.294  -17.410  -70.610   24.677  113.823  149.802   11.760
501   84.964 -176.090 -150.863   77.976   67.655  179.936  165.499  -17.349  -81.792   47.101  132.470  156.111  -13.673
502 -162.832  177.846 -130.405   68.402   71.073 -164.086  172.157   22.923 -111.367   79.951  122.362  172.071   -7.703
503  167.412 -177.333 -151.731   62.007   82.412 -174.175  140.583    2.480  -80.866   86.842  111.094  163.953   14.081
504  159.970 -166.071  150.277   83.279   44.085  166.355  150.262    8.488  -90.820   49.507  110.926  165.031    6.074
505 -115.183  179.483 -149.360  109.547   59.872 -155.685   91.287   -3.683  -87.679   64.795  104.796 -170.579  -13.788
506  148.851  178.442  152.084  142.619   61.689  174.692   64.693   -7.742 -102.208   75.050  138.912  159.029  -28.191
507 -166.640  178.301  136.030  133.079   70.453  174.466   70.395   -8.304  -94.095   51.089  132.319  152.138   -5.737
508  173.363 -179.407  139.211  106.799   54.990  172.907  128.710   -3.658  -76.093   46.336  140.085  168.036  -17.353
509   87.248  177.032  168.382  125.365   92.220 -172.308  155.913   -4.555  -86.124   60.338  134.342  155.281  -14.304
510  168.570  176.862 -161.396  138.299   83.334 -173.983  158.666    2.770  -93.231   66.467  127.797  174.033  -26.229
511  121.596 -176.466  123.912  130.892  174.470  175.686   95.113  -20.478  -77.041   54.481   95.894  164.852  -48.464
512  130.962 -173.955 -174.599   69.964 -178.502  177.391   69.227  -22.459  -87.747   71.464  106.588  166.419  -13.476
513  178.059 -175.123 -157.258   77.297 -155.981 -173.608  157.077  -11.777  -81.302   40.651  118.558  150.961  -25.457
514 -173.336 -177.004 -140.158   72.322 -157.534 -175.630  168.992  -17.376  -74.484  -60.279  112.075  169.191  -18.297
515  -96.801  172.768 -137.544   80.562 -162.987  162.384   80.864   -3.558  -83.778  132.861  144.694  157.175  -13.773
516  171.600  166.167 -117.968   76.487 -172.372  166.035   57.086   15.624 -117.420  -41.542  113.322  170.627  -22.189
517 -162.797  179.243 -158.703   67.874 -145.105  175.253   83.964  -13.641  -93.615  175.108  103.893 -171.833  -38.465
518  147.361 -172.443  175.914   83.818 -167.416  159.803   74.298  -11.222  -80.952 -118.953  113.405  178.431  -15.698
519   92.179 -177.190 -161.268   81.690 -156.085 -178.646   72.124   -7.147 -167.021  -57.692  116.642 -164.971  -44.063
520  162.064 -174.457 -157.621  109.425 -177.908  170.302   70.242  -14.139 -179.007  -50.548  122.623  173.638  -16.153
521  165.641  178.978  155.975   79.946 -167.410  175.390  151.985   -9.855 -166.759  -54.310  110.697 -166.077  -37.855
522 -101.016 -176.285 -147.851   65.775 -157.723 -176.150  149.735   -0.213 -158.031  -58.143  114.634 -179.361  -33.713
523 -170.770  151.448 -161.590   63.782  -95.109 -173.648  158.843   -1.989 -155.160  -69.669  121.050 -178.400    7.226
524 -148.124  172.842  147.634  113.417 -166.879  156.012   65.491    6.631 -178.913  -53.466  155.667  137.282   16.337
525  121.692  176.221  131.204   92.807 -128.261  174.850  152.866   -5.382 -164.307  -79.690  118.888  170.573    6.234
526 -113.693 -168.141  165.991  106.220 -165.208  166.358  155.437    5.996  179.250  -27.939  110.047 -159.676    0.777
527 -133.885 -177.592  139.846  103.146   68.796 -174.549   67.912  -30.354 -173.017   96.501  121.089  178.171   25.796
528 -160.609 -167.393  171.453  143.086   54.634  172.532   48.923  -16.350 -177.508   56.471  137.980  172.423  -12.741
529  149.620 -176.408 -167.035  139.412   88.144  177.386   56.463  -41.273 -172.989   98.764  140.115  178.971  -11.321
530  154.678  167.257 -121.681  108.180   68.902  177.933   71.430   -3.131  173.592  -42.756  146.474  167.788   -5.975
531  170.413 -153.674 -175.578  109.281   46.323 -156.491   73.539    1.545 -170.852  -56.872  126.414 -158.969  -27.255
532 -122.139  167.441 -120.048  108.483 -136.913 -173.955  168.138  -16.456  169.142  -36.036  134.310  161.699    1.139
533 -108.394  163.965 -134.792   91.588  -55.542  174.055  136.315    4.549  173.294  -62.932  129.722  171.951   -7.760
534 -167.963 -179.410 -142.572   70.511  -76.478  166.292  175.886  -29.703 -155.400  -35.203  101.900 -156.191  -15.533
535 -163.241  173.842 -140.175   78.038  -66.629  161.425  156.092   -0.225 -169.627  -34.440  112.981 -170.656    1.125
536  129.292  175.903 -174.411   89.419  -92.426  175.303  146.714   -6.627 -169.708   59.350  125.736 -168.927   -8.505
537 -160.904  178.076 -150.342  119.937  175.004  169.008  137.373    5.812  178.460   60.443  123.766 -176.677   20.393
538  148.675  171.735 -149.632   73.982 -168.075 -178.434  175.938    3.498  171.286   75.623  118.514 -150.270   -7.791
539  163.072 -176.492 -141.707   80.050  -66.575  156.919   64.075   -2.187 -175.830  -41.995  132.391  169.006    7.102
540 -162.873 -174.982 -148.500   76.760  -69.479 -161.164  173.961  -21.706 -171.481 -153.711  131.932 -179.724  -10.832
541  137.330  166.995 -129.986   80.699  -65.289  174.175  133.033   15.610 -165.441  148.192  122.233  155.106    7.911
542 -130.829 -171.096 -146.218   84.856  -63.825 -167.544   74.025   -2.708 -178.208   78.726  131.683 -177.157   -3.273
543 -165.398 -175.604 -173.090   98.068 -178.118  164.439  156.461  -12.109 -168.022   50.044  131.390 -173.253  -14.276
544 -167.557  175.075  178.252   93.924 -172.059  169.847  135.219   -8.659 -162.485   29.286  131.885  170.824    4.325
545  130.155 -176.267  161.592   94.815 -164.290  175.435   65.735  -26.501 -168.556   62.975  116.347 -170.765   15.095
546  137.651 -175.821 -158.329   75.533 -163.238 -179.200   92.514   -5.024  175.395   61.024  139.570  170.293   11.060
547 -148.162  171.705  144.478  141.002  176.733  176.410   70.771    0.679 -168.601   50.329  134.641  174.863   28.388
548 -179.305 -177.385  137.138  116.353 -168.666  162.789   88.728   -9.629 -168.649  114.997  122.025 -178.337   14.224
549  148.517  177.941  146.369  123.688  167.986  175.891  148.299   -4.454 -163.733   64.040  125.132 -171.154    6.692
550  142.848 -174.462  170.275  102.682 -169.305 -170.818  165.574   18.849 -169.089   22.181  144.593  157.593    4.848
551  102.598 -178.445  149.515  102.943 -173.225 -169.633  152.894   -3.748 -170.359   71.320  119.922  176.326   19.113
552 -173.214  173.676 -148.851   54.821 -165.901  152.561  168.840  -16.231 -169.431 -105.175  119.565  174.247   12.713
553 -132.929  176.546 -139.116   64.420 -105.869 -172.317   77.563  -10.994 -159.273  -96.801  117.483 -174.037    6.971
554  -98.681  165.209 -138.028   66.827  -57.280  171.869   63.189   -7.374 -169.748  -96.587  143.942  159.538   23.372
555 -108.885  156.374 -120.569   66.585  -55.388 -178.771  106.351  -29.443 -160.894   80.623  131.504  170.852   18.860
556 -124.043  172.080 -122.056   58.039  -72.177 -164.230   68.353    4.921 -164.875  -46.402  106.420 -165.431    6.395
557  102.000 -179.120  157.827   47.272  -56.554 -161.111  163.381  -15.196 -163.653   52.710  130.925 -163.481   -5.045
558 -158.667  172.147 -123.655   87.622  -95.374  158.987  163.717    0.791 -176.112   56.595  120.048 -173.963    2.491
559  146.979  169.848 -123.408   65.030   65.964  176.384   60.124  -28.138 -172.665   95.463  108.695 -170.827    6.398
560  141.073 -170.150  146.269  116.986   67.604 -176.108  127.058  -19.051 -159.066   69.780  125.307  166.930   14.449
561 -136.944 -173.737  149.916  130.388   74.771 -172.941 -162.113    1.366 -177.042 -168.365  133.616  168.299   17.378
562 -123.741  179.326  145.769  128.651   73.432 -177.946  175.512    0.655  175.880   34.814  135.302  166.889   -0.374
563  136.779  170.302  162.848  146.353   83.855 -164.317  156.055   16.673  179.957   -9.086  130.161  176.075    3.588
564  151.180 -160.439  151.660  154.499   70.106 -174.501  165.820   14.225 -175.734  178.525  134.501  169.849   21.453
565 -150.671 -179.446  135.537  151.245   90.624  175.494   64.465   -8.674 -170.183  160.938  137.046  168.424   13.331
566 -123.598  173.498  145.564   97.892  160.064  177.819   59.176   17.130  169.605 -176.385  109.369 -174.568   11.264
567 -138.572 -177.609  150.043  150.980   91.869  178.923   70.744   -6.918 -167.800  178.944  135.838  177.581    9.595
568   94.920 -167.963 -174.430  142.892   96.741 -178.692  158.999    4.280 -174.388 -168.244  128.734 -179.747    6.643
569  156.885  171.529  162.162  142.272   61.090  177.224  139.441    3.586 -170.125 -160.715  119.865 -158.086    3.520
570  175.918  165.810 -144.189  128.722   71.726  177.134  143.645   14.387 -168.686  158.302  110.355 -177.699    5.518
571  170.662  163.519  167.253  142.470   73.902  153.785  154.843   -6.208 -177.000 -163.970  119.306 -172.196    3.385
572  167.273  179.591  119.435  120.492   77.313 -173.122  160.919    3.876 -168.285   60.356  124.930 -170.720   -3.017
573  169.563  169.353 -156.814   70.567   71.684 -166.815 -162.475    9.577 -168.877   55.936  126.488  173.570   -0.875
574 -161.568  171.787 -145.866   97.188   61.840 -172.169  160.305  -17.269 -177.387   66.712  111.962 -167.872  -30.519
575 -126.216  175.814  144.091  104.916   75.459 -153.345  143.505  -21.398  175.300   88.648  115.325 -176.786    1.293
576  135.715 -177.837  131.705  116.326   72.331 -179.554  166.806    9.971  178.845   57.453  126.562  171.784   12.095
577 -161.970 -179.868  149.667  126.795   57.300 -179.752  152.197    9.193  171.524   61.873  144.148  175.125    8.521
578   93.103 -177.363 -148.215  111.386   60.367 -160.750  125.836    6.849 -177.443  -62.850  131.530  178.377   18.281
579 -141.549 -172.114 -152.216   82.381  112.596 -168.905  155.030  -31.436 -170.986  -39.769  111.841 -171.750    6.064
580 -113.228 -172.504 -156.624  124.130   72.667 -172.508  145.867   -4.702  176.504  -83.822  121.516  170.301    4.518
581 -169.187 -178.374  179.963   98.762   83.142 -173.690  156.758   -6.863 -177.369  -58.498  115.689 -156.978    0.352
582 -128.841  177.014 -156.937  126.444   72.503 -163.837  144.997   22.026  167.379  -53.355  140.487 -172.115  -20.975
583 -130.614  178.646 -159.633  128.286   70.929 -170.840  161.448  -12.558 -174.180  -83.545  121.597  164.224   17.109
584 -157.447  153.861  162.629  119.830   70.921 -162.476  143.498    4.196 -176.831 -179.473  116.130  178.094   10.044
585 -128.571  178.183 -160.432   75.689   64.551 -170.454  154.915    5.199  179.740 -161.294  100.006 -152.824  -25.221
586 -167.856  169.964 -136.015   82.875   49.301 -177.148  153.897  -23.072 -165.381 -164.315  126.010 -179.204  -19.884
587  124.883  178.083 -130.942   69.937   92.404 -157.328  162.794   -9.769  177.497 -148.976  133.685  172.906  -15.791
588  143.080  177.309 -120.614   78.336   79.481 -177.134  158.548    4.367 -176.975 -161.439  137.117  153.414    5.318
589 -161.022  165.819  159.910   79.183   74.948 -172.764   93.321   -9.498 -177.676 -176.582  126.750 -175.959  -21.520
590  169.905 -177.887 -107.966   86.578   95.862 -170.497  143.987  -11.910 -177.525   54.791  147.375  165.362  -25.371
591  113.882  177.903 -145.581   69.684   79.722 -171.769  143.549  -17.686 -178.680   71.217  122.826 -174.823  -11.628
592 -165.019 -167.469 -160.074   70.600   56.690 -174.087  152.245   -0.201 -164.455   53.007  117.790 -171.870   14.167
593  130.662 -171.071  174.419   79.751   37.023  177.135  133.497    4.451 -173.977   65.779  140.845  172.066   -7.573
594  126.529  167.398 -134.702  134.597   79.946 -165.070   65.173   -8.966 -178.490   56.759  129.338  153.139   14.393
595 -131.740  171.127  -72.297  123.382   99.219 -176.926   84.242  -18.258 -174.195   59.739  144.344  168.878   -0.220
596  -85.252  178.310  145.889  122.872   50.487  172.747  150.038  -22.724  176.710   74.110  126.195  178.721  -13.503
597  125.109 -152.280 -166.940   70.271   69.179  168.243  144.242  -40.389  110.294   63.996  128.897 -179.733  -23.007
598  140.480 -170.038 -142.607   82.803   59.375 -156.459   84.484    1.914   81.419   49.904  131.603 -173.803   12.143
599  118.993  174.786 -146.144   72.488   60.216 -172.072 -176.721    1.151   75.352   36.912  138.997 -179.460    5.739
600  144.633  179.991 -150.814   80.944   64.629 -165.101  177.213   13.090   77.291 -173.832  128.836 -176.029   -2.139
601 -162.296 -161.296 -159.982  113.167   68.419  178.028  141.553  -10.031   82.418   25.674  152.995  155.892   -9.828
602 -151.218 -173.935 -118.564  115.803   73.037  177.286  174.887  -17.201   94.812  176.912  131.215  168.961   16.914
603  150.723  171.506 -118.990   81.848   59.501  167.759  131.446   16.691   82.790  -67.295  154.075  163.094   44.656
604  139.252  155.147 -135.037   86.565   48.827 -173.172  160.157   26.796   55.086   16.112  173.295  129.998   40.861
605  146.599  171.139 -174.780   88.075   43.642  175.819  157.419   17.452   66.814   21.800  139.116  173.733  -13.041
606 -170.676 -174.994 -157.622   70.982   58.270 -166.309  151.661    0.155  115.241   37.026  114.717 -160.256  -19.037
607  131.333 -174.608  151.873  131.264   69.910  175.329  163.260    1.218   74.391   -1.556  139.751 -176.762  -15.339
608 -126.508 -174.944  139.748  145.090   75.572 -176.659  140.005   -4.629   74.232  113.547  116.716 -165.664    5.176
609 -170.448  165.446 -170.985  120.464   87.577  169.040  176.209   20.823   88.761   74.406  120.939 -178.359   18.238
610 -172.064 -171.182  142.507  150.978   82.755  174.900  152.817    6.738   78.882  -98.137  124.154  172.869   32.571
611 -154.803  172.971  163.927  146.840   71.944 -179.790   68.142   13.103   78.410  -80.425  112.390 -168.501    9.626
612   85.426 -178.851  156.421  132.536   60.831 -168.393   78.221   -3.414   87.763  175.796  138.383  160.938   22.219
613 -178.615  163.906  156.735  150.811   69.669  166.145   75.061   -1.104   85.755  -81.260  132.493  168.510   18.547
614 -171.823 -177.061  177.512  147.585   74.200  178.113   77.306  -17.727   92.190 -163.948  134.027  156.169   16.855
615 -119.273 -169.625 -167.647  141.960   68.513  173.931   59.379   -0.511  101.583  -49.106  143.839  162.392   24.665
616 -163.907 -173.743  166.443  147.977   66.858  171.881   65.389   12.522   72.959  -19.667  104.063 -164.328   14.908
617  141.972 -178.051  138.560  131.758  111.725 -176.331   35.617   13.942   93.037   35.822  149.565  150.659   20.711
618  152.454 -165.024  148.106  138.595   72.363  163.453   46.375   16.234   87.528   34.243  115.533 -170.736   12.785
619   97.450 -163.589  134.864  136.287   68.812  162.149   77.009    6.656   85.484   30.670  103.720 -147.425   -7.030
620  120.240 -166.618  174.439  131.769   85.343  175.574   62.696   34.812   58.379   19.568  114.277 -168.058   10.586
621 -133.379  173.258  150.808  125.786   63.856  165.951   63.489    6.132   84.728 -125.088  132.405 -176.994    7.499
622 -171.810 -177.715  168.769  149.859   70.754 -178.143  124.758   19.782   79.603  -74.057  114.166  167.030   13.429
623 -118.647  173.106  160.459  150.209   81.588  164.466  157.210    3.297   84.516   28.273  129.504  160.092   11.078
624 -134.981 -175.121  154.986  134.709   86.802  170.127  173.638    2.664   96.904  167.383  119.927 -178.543   26.135
625  115.842  173.252  154.611  129.505   83.967 -164.059  158.698   -6.252   77.315   52.520  126.188 -170.700   -6.758
626  176.100  167.891  165.112  152.640   77.202 -173.944  174.275    3.257   81.639  -93.258  130.913 -174.006   -9.327
627 -172.411 -179.459  125.464  106.356   91.757 -176.515  171.487  -31.291   94.924  139.458  119.320 -150.659  -36.368
628  -93.329  174.056  165.204  103.149   86.769  175.739  156.414  -57.001  103.043   15.028  113.559 -159.064  -37.027
629  170.133 -178.777  154.911  105.792   96.749  160.127   53.152  -13.066   66.853 -118.703  132.665  161.591   13.283
630  -92.875  177.561  161.907  151.000   80.642  177.412   68.944    4.280   70.593  126.457  138.102  145.826   25.581
631 -112.039 -174.512 -149.127   89.459   68.065 -174.926   60.848   -5.971   75.724 -129.118  127.298 -179.613   11.485
632  172.812  174.886 -154.024  131.451   89.826 -173.834   92.623   -7.821   94.520   92.702  102.578 -158.436   19.448
633 -175.114  178.053 -147.125   85.301 -174.891 -159.810  158.063   18.420   51.407   16.681  104.151 -147.687   12.377
634  137.552  177.403 -164.062   86.513 -179.431 -178.583  178.830    8.664   76.540   -1.127  124.914  178.926   25.909
635  126.675 -173.142 -176.041   85.366 -164.100  175.718  170.430   -8.668   86.925 -148.065   94.390 -159.634   20.671
636  167.861  174.022 -156.445   92.304  178.013  158.153  156.217   15.385   77.965  -13.402  122.341 -175.826   31.204
637 -146.204 -169.961  179.413  102.388 -161.646  177.157   60.667   14.631   73.572  -27.825  134.863  165.024   23.556
638 -121.090 -173.128  144.299  121.718 -160.010  163.494   62.132   26.024   71.456   -6.745  106.541  172.845    6.645
639 -172.822 -177.827  163.464  105.501  178.958  171.206  157.227    1.426   83.768   77.111  115.718  177.636    2.424
640 -157.471 -165.887  144.111  122.487 -163.199  173.910  132.726  -24.923   94.465   51.492  126.545  179.667    3.201
641  165.438 -165.695  141.166  126.401 -156.129  170.499   75.075    5.889  174.567   88.138  124.551 -173.029    7.873
642 -151.043 -172.316  128.498  126.033 -169.655  155.573   72.117   22.651  178.998   61.330  132.981 -176.894   29.719
643 -127.280 -174.142  148.128  138.307   85.333 -179.377   56.837   19.683 -173.949  -54.631  136.523  175.109   10.992
644  147.210  178.823  164.504  142.988   62.149 -176.825   88.148   -5.200 -168.629   39.827  135.341  170.599   12.998
645  128.623 -178.341 -156.611   70.615  156.124 -179.237   65.079  -11.402 -157.793   91.307  124.996  169.739   17.590
646 -171.882 -172.843 -153.847  139.083   73.960 -179.038   75.161    4.286 -166.671  105.979  117.754  170.922   27.920
647  155.579  175.972  158.722   95.495  111.356  171.386   59.648  -10.154 -162.504  -54.829  100.157 -155.965   12.105
648 -131.042  171.298 -157.003  132.455   71.389  162.267   52.524    8.849 -175.082   28.277  118.180 -168.511   13.845
649 -161.010  161.160  177.230  125.915   77.691 -168.411   73.593   -4.471 -165.136  153.790  121.362  175.348   18.932
650 -142.976  176.451  167.183  131.206   76.482 -173.178   74.490   -6.245  156.513  172.678  127.354 -170.857   14.924
651 -174.116 -162.263  111.788   78.275  106.595 -178.424  113.217    7.826 -176.576  -75.507  113.936 -155.642   -3.410
652 -163.507  176.571  152.247  142.258   53.847 -179.093  161.886    6.969 -175.289   38.478  110.915 -178.531   19.115
653 -164.966 -173.250  152.329  118.272   95.188 -169.234  153.991   13.631  167.323   17.479  105.682 -162.694   29.923
654 -161.748 -178.514  136.545  108.115   75.260 -172.518  140.722    6.676  176.999  -34.759  114.050 -176.588   40.316
655  162.758 -177.412 -174.692  141.561   67.510 -164.201  166.831  -11.803 -177.988  -62.436  141.523  148.442    2.096
