## Torsion are defined with the following atomIDs:
# dihed1: ai= 2447 aj= 2446 ak= 2444 al= 2443
# dihed2: ai= 2446 aj= 2444 ak= 2443 al= 2442
# dihed3: ai= 2444 aj= 2443 ak= 2442 al= 2448
# dihed4: ai= 2442 aj= 2448 ak= 2449 al= 2450
# dihed5: ai= 2450 aj= 2449 ak= 2451 al= 2452
# dihed6: ai= 2449 aj= 2451 ak= 2452 al= 2453
# dihed7: ai= 2451 aj= 2452 ak= 2453 al= 2455
# dihed8: ai= 2456 aj= 2457 ak= 2458 al= 2459
# dihed9: ai= 2457 aj= 2458 ak= 2459 al= 2460
# dihed10: ai= 2458 aj= 2459 ak= 2460 al= 2462
# dihed11: ai= 2441 aj= 2440 ak= 2439 al= 2438
# dihed12: ai= 2440 aj= 2439 ak= 2438 al= 2437
# dihed13: ai= 2434 aj= 2433 ak= 2432 al= 2431
# Frame#   dihed1   dihed2   dihed3   dihed4   dihed5   dihed6   dihed7   dihed8   dihed9  dihed10  dihed11  dihed12  dihed13
2689  171.107  160.959 -143.509  106.971 -177.536  154.444   61.576   -9.231  -74.852   -3.650  -59.621 -177.984   32.838
2690 -144.899  171.805 -176.982   55.999 -145.591  176.991   80.259    4.312  -89.086 -178.045  -46.474  173.167   37.122
2691  172.037  175.273  157.761   87.723 -159.366  169.724   66.857  -28.398  -72.061 -145.087  -67.522 -156.283   29.882
2692 -123.925  168.666 -165.802   80.239 -171.889  171.902  159.795   18.567 -104.919   96.811  -49.348  172.347   17.190
2693 -124.044  174.896 -163.748   75.878 -163.987 -170.706  166.082  -30.779  -71.793  137.662  -49.795 -178.333   29.845
2694 -156.793 -177.573  141.183   95.573 -176.058  174.574   74.552   21.392  -80.965  105.617  -72.156 -158.191   20.911
2695 -155.371 -177.438  164.455   97.870 -159.812  174.902   64.210    8.868  -97.732 -167.027  -60.652 -178.666   38.859
2696  166.908 -172.895  169.628   91.583 -172.870  174.800   54.904    9.252  -73.671  124.541  -47.196  175.864   28.470
2697 -168.225  177.531 -175.659   83.703 -169.691  161.685   64.159    0.773  -72.587 -127.065  -46.194 -163.948   25.611
2698  176.923  169.215 -143.063   77.046 -167.488  162.331   68.080  -29.774  -74.033 -149.251  -69.985 -169.468   15.387
2699 -134.756 -170.772 -177.919   68.138 -162.528  156.794   83.449   -4.892  -76.406 -110.038  -72.175 -165.427   37.404
2700 -119.544 -179.269 -168.153   93.431 -172.168 -175.842   59.918   -2.600  -69.153 -128.544  -51.138  163.834   20.780
2701  -83.958  179.603  156.789  105.015 -175.646  164.807   68.040   -0.722  -70.379  131.114  -59.830 -173.354   32.072
2702 -163.834  160.096  157.355  109.025 -155.559  175.452   78.662  -17.878  -82.266   36.664  -51.723 -171.400   25.805
2703  151.788  172.344  154.622   92.855 -159.581 -175.646  157.520  -42.153  -56.983  -55.870  -50.406  165.413   14.029
2704 -139.200 -167.276  162.081  111.203  168.883  172.738   83.795   15.336  -82.214 -122.068  -57.309 -167.159   18.910
2705 -113.467  171.470  155.580   71.828 -169.733  178.359  134.025  -17.695  -85.739   59.852  -43.765  174.349   11.194
2706  159.174  162.230 -156.551   71.859 -167.198 -168.231  160.082    7.749  -85.741   -8.647  -45.206  176.656   41.231
2707 -166.487  158.589 -126.887   78.573 -163.770 -172.929  151.164  -21.428  -70.180 -161.603  -59.754  172.904   19.183
2708 -130.631  173.349 -157.032   66.173 -137.126 -170.800   84.021    3.495  -78.034   12.582  -49.081  162.338   45.525
2709 -148.564  179.643 -141.240  101.001 -175.230  169.732  133.511    7.718  -77.088  101.952  -69.009  169.661   35.419
2710 -133.227 -170.443  160.899   64.103 -156.556  173.006  162.484   -0.862  -59.190  122.471  -48.521  166.063   34.067
2711 -141.324  171.394  176.325   77.361 -168.438 -178.217  163.247  -47.940  -58.200 -143.347  -44.236  171.844   34.834
2712  -77.729 -179.960 -162.561   96.345 -158.638 -174.495  116.972  -17.479  -62.380  128.561  -68.399 -176.449   46.318
2713 -143.725 -155.513  177.381   81.397 -174.511  163.485   61.666    3.983  -77.749    3.347  -63.442 -172.347   46.384
2714 -179.513  179.723  169.875   96.000 -169.710 -179.578  146.563  -29.598  -69.105  -48.539  -61.086 -161.531   31.676
2715 -137.459 -165.317  153.492  115.138 -156.479  159.663   58.486  -22.639  -65.184   96.769  -65.966 -157.313   38.534
2716 -169.971  171.548 -166.681   73.103 -164.720  171.343  159.457   11.648  -85.322   29.693  -47.600 -178.963   34.559
2717  163.888 -178.745 -165.912  100.520 -167.327  171.230   58.626  -39.248  -56.852 -149.293  -84.698 -175.077   35.661
2718  164.027  168.175 -163.002   84.240 -171.977  161.289   56.748    1.890  -82.371   90.948  -70.112  177.202   32.175
2719  147.419  157.846 -152.142   79.589 -149.100  162.212   75.771    7.036  -87.774  -33.800  -53.046  161.082   46.272
2720 -127.078 -166.818  175.168  111.491 -178.610  168.262   68.931  -20.591  -70.961  179.795  -65.251 -175.159   32.501
2721  172.278  171.655 -151.950   86.161 -164.653  163.726  158.359  -18.342  -76.814 -174.622  -66.998 -176.395   35.126
2722  120.414 -175.875  133.414   79.744 -150.912  171.239  137.868   -7.268  -76.892  122.025  -39.767 -160.768   30.534
2723  144.117 -178.426 -174.470   80.389 -161.843  175.000  141.312   -0.099  -74.168   98.371  -56.762 -144.310   36.754
2724 -178.566 -169.859  111.081   92.285 -178.356 -175.306  145.477    5.571  -86.579  107.224  -20.936  179.881   50.988
2725 -178.018  172.700  176.414   85.485 -151.757  168.891  169.922   -0.447  -97.536   75.218  -69.486 -166.471   40.814
2726 -118.602  176.704  164.368   75.791 -165.557  163.677  145.570   -5.522  -72.404  132.416  -26.958  178.100   50.525
2727 -153.592 -166.609  170.732   88.354  -60.338 -170.988  165.281  -21.546  -63.372  112.669  -51.694 -173.154   43.294
2728 -172.127 -171.504  174.808  115.129  -57.752 -173.291 -171.906  -24.240 -162.271   83.597  -70.045 -161.236   29.353
2729  157.250  175.257  166.865   91.944  -80.427  168.045   93.942    2.862 -166.062  -62.040  -26.619 -171.488   41.861
2730  126.872 -167.217  125.091  105.848 -176.454  177.924  145.069  -26.851 -169.018   60.743  -45.437  178.070   27.902
2731  165.395  164.453  141.361  115.534 -176.970  164.951  156.363  -10.931  179.237 -156.060  -61.753  175.816   25.892
2732 -118.280 -176.479 -164.316   80.748 -157.700 -177.785  141.014  -19.324  174.352 -178.802  -46.348  178.666   -2.162
2733 -161.869  177.275  167.341   81.796 -160.863  171.134   55.573   -4.744  178.076   37.559  -48.286 -177.726   35.521
2734  -57.128  155.170 -148.190   87.219 -160.797 -173.834  171.364   -9.344 -156.433  -64.765  -66.482 -178.311   20.429
2735  114.531 -168.185  127.248   76.341 -175.663  179.409   95.374    4.527 -148.947   61.506  -55.761 -168.214   19.758
2736  124.327 -175.939  172.002   97.745 -170.086  155.198   63.151   -8.537  154.238   81.598  -55.586 -169.667   36.551
2737   92.683 -169.103  160.910   84.321 -156.504  176.943   71.552   10.418  179.384 -168.077  -39.580 -167.618   36.150
2738 -137.706 -160.109  162.104  117.833 -158.098  162.120   67.753  -34.375 -159.087  169.389  -45.635 -170.369   50.009
2739  175.358 -170.211  175.525   77.095 -178.215  164.679   89.437  -18.688  -88.307   67.189  -55.529 -174.008   39.289
2740 -103.374 -147.792  134.986   86.641 -165.123  161.158   65.689   -2.347  -83.997   27.328  -55.893 -169.147   35.665
2741 -163.352 -173.508 -179.145   90.370 -177.779  155.437   82.829   -7.673  -81.987  -18.841  -55.770 -178.800   37.333
2742 -159.124  172.464 -161.599   94.554 -158.594  171.722  156.294   -6.400  -72.135 -118.912  -46.566  179.002   22.807
2743  177.622 -178.165  153.523  121.929 -173.361  174.630   35.712  -28.662  -59.134 -143.481  -50.061  167.755   47.729
2744 -151.145  179.514 -177.263   82.905 -164.995  171.499   78.090   -0.582  -72.380  129.941  -61.063 -174.631   23.837
2745 -150.073  174.304  142.049  100.412 -173.656  155.812   64.467  -28.176  -66.241 -119.384  -37.925  174.170   40.316
2746 -139.045  160.015 -154.234  110.048 -177.428  176.734   65.227  -10.870  -75.444   32.979  -59.359 -172.821   13.799
2747 -165.625  161.323 -152.029   77.463 -158.459  160.375   90.045   -0.792  -82.186   14.458  -45.461  157.678   16.542
2748  145.424  172.572 -160.674   87.817 -162.644  171.067   83.335   21.336  -77.565  105.540  -68.943 -166.283    6.595
2749 -171.526  170.159 -139.130   80.573 -173.091  170.083  158.999   -1.731  -77.464  -32.787  -74.500  179.742   16.364
2750 -157.009 -170.039  155.405   72.770 -171.627  167.347  161.391  -12.276  -63.768   10.109  -48.987 -178.963   37.884
2751  169.313  175.154 -168.355   92.993 -160.267  169.204  101.776  -28.906  -63.320  -30.313  -41.305  171.574   47.884
2752 -148.328 -168.071  159.492   82.499 -149.430 -166.682   86.829    6.287  -86.758    0.203  -45.892  164.705   44.499
2753  173.776  177.709  146.649   91.588 -167.512 -179.926  157.833  -31.819  -69.169   -5.938  -46.030 -177.309   50.951
2754 -139.966 -167.300  171.152   82.547 -168.678 -178.267  167.026    8.419  -81.215  -24.437  -70.851 -160.022   35.081
2755 -179.397  169.250 -160.426   75.468 -163.400  158.803   52.502    0.169  -71.675   24.862  -40.801  156.626   52.368
2756  168.050 -174.827  155.152  111.698 -159.423  179.236   82.571  -17.380  -70.333 -136.888  -60.121 -177.072   45.536
2757  179.538 -177.638  177.878   80.459 -156.179  173.037  152.065  -12.233  -74.392 -151.684  -36.750  172.076   25.047
2758 -178.329 -174.262  157.464   76.634 -158.166 -176.090  135.385   -0.647  -68.517  108.787  -53.271  179.751   37.254
2759 -172.638 -164.627  139.170   79.181 -163.167  179.675   69.886   -1.965  -80.905   24.758  -51.930 -162.743   30.803
2760 -137.442 -178.322  179.958  106.548 -172.141  177.603  155.735  -16.044  -70.645  105.312  -61.454  162.729   31.878
2761 -172.155  174.087 -168.765   81.744 -167.485 -175.663  156.041   -3.959  -68.320  -11.129  -49.356  168.352   43.168
2762  159.743  175.771 -172.049   90.320 -172.276 -168.559  169.711  -21.655  -77.022 -161.653  -65.979 -167.925   35.336
2763 -145.132  170.761 -156.588   72.115 -161.990 -178.785  160.515   23.604  -97.267 -143.297  -35.047  167.369   37.990
2764  -76.524 -178.362  174.016   76.683 -158.422  173.819  172.556  -15.037  -70.865 -152.995  -53.926  175.450   25.406
2765 -125.782  174.816 -146.700   88.078 -165.734 -166.041  161.697  -16.710  -71.994 -144.590  -53.093  158.845   47.990
2766 -168.103  177.381 -157.564   92.389 -174.343  166.431  148.817  -24.734  -70.378  -39.932  -81.940 -175.483   35.028
2767 -160.382 -177.269  162.260   78.958 -164.511  173.223  158.876  -22.500  -58.148  116.272  -41.055  172.201   33.974
2768  157.336  178.229  168.513   72.395 -148.222  175.157  144.343   23.771  -94.075   84.849  -48.268 -177.658   44.802
2769  155.140  152.610 -133.573   66.371 -147.214  168.660  156.087   11.030  -78.088   33.411  -37.689  154.174   44.689
2770 -163.760  172.873 -174.308   79.820 -158.993 -179.954  116.762    6.416  -81.085 -116.844  -55.894  162.269   34.301
2771  169.960  168.566 -170.438   87.955 -154.170  176.080  100.949    7.237  -93.075   49.270  -50.929  172.026   34.257
2772 -161.494 -179.402 -155.755   62.133 -153.486  173.367  113.454    3.040  -62.003 -129.684  -54.249  168.091   34.862
2773  167.403  173.393 -176.124   95.780 -172.528  176.345   70.340  -10.138  -77.232   42.331  -52.727  171.471   38.509
2774 -176.116  158.945 -151.158   70.787 -150.689 -164.697   81.430  -37.186  -81.309  153.199  -65.554  175.745   38.797
2775 -152.447 -165.229  162.624   91.128 -172.631 -168.904   79.672   11.596  -75.254 -134.201  -51.064  177.117   33.579
2776 -163.543  173.484 -177.499   96.402 -179.727  178.069   80.569   -7.546  -78.208  -35.917  -68.004 -174.948   41.849
2777  165.316  153.051  176.965   81.565 -161.108  162.465   80.111   -2.705  -82.032  -27.126  -38.265  161.963   44.063
2778 -135.505  179.659 -157.007   61.444 -153.383  170.475  153.735    9.154  -87.794   90.214  -49.861  167.541   37.408
2779 -175.558  176.988 -136.887   85.308 -172.791 -172.805  141.600   -5.303  -62.748 -131.593  -77.686 -179.874   20.701
2780 -128.575  172.968 -165.944   97.640 -169.985  175.059  142.904   18.354  -73.625 -121.842  -53.697  175.598   36.749
2781 -113.632 -176.143  167.659   79.288 -168.516  175.120   74.856   17.521  -79.984 -124.197  -19.268  152.852   27.392
2782  -87.928  176.756 -163.275   64.662 -157.507  169.764   85.272   16.392  -87.811    0.586  -54.322  171.740   20.349
2783  152.091  170.991  147.132   76.886 -162.487  164.405   62.877    1.163  -68.259  -19.143  -62.309  178.643    8.614
2784  139.700  172.158 -150.900   79.771  179.131  172.037   62.060  -19.119  -80.259  105.253  -59.717  171.499    9.097
2785  161.840  168.386  174.262   83.025 -151.854 -178.132   63.286    6.747  -81.305  136.355  -64.592 -178.606   16.648
2786 -139.309  178.293 -154.601   77.908 -155.416 -173.302  139.686   -6.205  -72.905  148.649  -51.436  161.347   27.225
2787 -161.611  170.712  174.234   95.491 -178.939  174.011  156.511   23.156  -92.658  150.218  -57.925  173.480   46.335
2788 -142.661 -177.272 -177.177   95.721 -175.363  178.349   37.997   -6.120  -90.033  153.154  -62.305  173.944   38.658
2789  173.205 -178.649 -174.458   85.784 -179.178  169.701   71.135   -9.291  -81.489   67.244  -62.943  174.360   35.184
2790  163.945  169.382  179.129   80.151 -176.700 -175.361   74.092   13.392  -89.029  -89.122  -44.313  160.771   51.983
2791  165.267  177.710  159.040   76.961 -174.076 -168.793  164.829  -22.555  -66.931 -140.195  -45.418  174.558   46.693
2792 -170.748 -172.659  177.601   88.230 -171.482 -174.290  165.014  -37.156  -80.037  -18.312  -49.134  174.246   36.578
2793 -111.448  167.384 -162.236   92.719 -173.760  172.402  172.787  -15.354  -60.123  -13.522  -74.476 -172.966   34.453
2794  171.291 -170.780  179.762   77.360 -171.456  176.414  156.689  -14.808  -68.964    0.218  -37.932  165.794   61.983
2795  138.380 -177.530  159.835  101.766 -177.165  170.799  162.692  -16.867  -70.250  167.718  -44.484 -178.976   60.667
2796 -163.307  175.825  155.463  122.693  179.272 -174.871  167.065  -11.041  -77.951  -79.564  -53.111 -175.136   47.428
2797  179.664 -174.939  154.998   82.281 -158.520  159.010  161.235  -13.040  -70.758 -153.297  -50.387  177.568   61.133
2798  175.806  151.717 -141.317   69.966  177.721  173.914  164.203  -38.960  -70.346  124.267  -57.173  173.064   24.177
2799 -162.752 -145.975  159.341   87.907 -156.098  167.864  130.352  -36.712  -65.859 -161.964  -51.283  174.754   35.937
2800 -149.535  172.418  171.452   72.647 -169.420 -174.927  164.218  -22.209  -69.487  -20.856  -60.904  173.772   34.361
2801  173.561 -174.687  174.872   70.868 -168.694  179.061  153.023    2.390  -78.689 -123.138  -32.678  160.747   40.375
2802 -179.256  172.654 -162.506   66.315 -158.832  176.541  158.227   -9.341  -69.516 -111.582  -54.831 -174.321   39.009
2803 -123.527 -174.118  168.197   90.714 -168.979  167.589   73.353  -13.661  -72.797  110.044  -54.113 -178.753   26.803
2804 -170.699  179.258  174.644   83.611 -156.788  171.222   75.823   -1.645 -101.890   47.147  -56.620  171.579   41.099
2805 -125.032 -172.523  148.030   97.780  179.568 -179.720   80.919  -23.177  -77.615  -49.810  -40.287  174.204   34.094
2806  157.060  174.992  171.712  108.851 -170.436  176.875   89.431    6.890  -84.939  -85.613  -21.851  172.966   34.089
2807 -167.166  171.367  178.164  101.309  175.926  171.345  159.146    5.347  -74.318   -1.417  -47.799  174.034   27.981
2808 -140.967  178.127 -174.417   90.046 -172.894 -178.628  151.912    1.716  -84.601   31.393  -46.907  174.754   32.151
2809    6.821 -177.676  165.557   77.410 -167.479 -178.311  158.029    5.560  -84.427 -116.549  -55.811 -179.170   35.426
2810 -149.161  176.398  163.330   96.937 -169.323 -165.367  143.901  -17.700  -66.621 -174.150  -65.004 -173.112   15.591
2811 -140.598  171.150 -146.162   89.324 -173.627 -171.853  145.761  -22.683  -61.669  -68.105  -53.814  155.313   32.178
2812 -158.762  178.492 -173.627  101.329 -175.812  179.491  161.321  -13.639  -76.523  118.309  -55.087  176.406   51.447
2813 -110.712  174.600  178.448   70.820 -161.016  178.437  151.135   -0.732  -71.291 -125.615  -45.249  163.923   30.316
2814 -121.670 -168.377  163.456  100.324 -166.479  158.112   53.678   -4.674  -71.389 -125.390  -37.744  165.713   43.700
2815 -174.169 -160.745  170.719   85.685 -161.989  174.135   56.961    5.272  -87.775  -87.591  -79.010 -163.386   24.809
2816  153.197  176.807  166.229   73.456 -155.082 -171.270   77.644   21.579 -106.613  -78.692  -38.401  176.285   36.008
2817 -173.271 -169.421  139.274   76.428 -158.082 -177.648   63.330    8.183  -82.085  123.106  -43.475 -172.781   31.724
2818  167.518  177.120  179.110   95.345 -152.952 -163.069   76.573  -28.419  -75.730   80.095  -44.417 -176.758   23.461
2819  169.412  159.077 -166.461  100.156 -157.106 -177.769  137.592  -16.868  -87.321 -178.581  -49.212 -176.572   36.099
2820 -111.962  160.552 -149.457   79.810 -172.992 -168.015  167.819   -0.291  -99.249 -173.075  -80.251 -168.107   13.089
2821 -172.145 -172.699  148.557   92.646 -172.267  175.181  159.989  -23.810  -77.239   67.450  -52.445 -176.478   42.889
2822 -146.363  165.088 -139.679   90.048 -173.737  174.696  146.063   -0.838  -81.182  105.008  -67.751  176.086   40.148
2823 -123.409 -175.919  179.256   83.749 -171.556 -179.699  148.068  -27.137  -77.832   58.556  -79.449 -174.659   33.073
2824 -127.808 -178.440 -155.699   81.452 -171.961  177.805  132.674    2.841  -82.705 -123.578  -66.635  169.327   18.118
2825 -121.493 -174.800 -154.202   69.214 -155.380  162.349   77.107   31.009 -103.270  154.079  -64.611  170.802    9.326
2826 -168.504  174.806 -179.823  101.558 -171.665 -177.785   64.045  -11.969  -79.164   94.443  -60.717 -166.345   22.819
2827 -106.896  175.180 -173.729   79.063 -163.983 -176.355  160.269  -11.535  -86.975  179.398  -46.031  178.635   15.183
2828  -70.945  172.039 -164.658   77.589 -160.056  160.738  138.551    2.681  -81.488 -134.388  -39.439  145.565   34.964
2829 -172.002  160.267 -162.521   90.865 -172.836  173.744   84.956    4.143 -104.162  -75.726  -49.719  171.347   27.031
2830 -164.255  156.522 -164.849   79.360 -175.064  172.395   67.677    8.770  -69.231  117.556  -36.882  173.081   -1.962
2831  -62.924 -175.818 -167.341   73.922 -158.973  168.832  156.960  -13.128  -65.525  -29.753  -45.812  166.026   28.331
2832  -89.314 -179.591 -166.756   75.350 -155.110  177.078   65.208   11.049  -98.727   54.527  -43.211  172.244    7.364
2833 -138.897  163.872 -167.948   82.492  173.786  169.943  142.171   20.429  -82.299 -125.047  -41.548  168.596   10.007
2834 -142.771  172.808 -156.967   66.978 -162.620  165.697   82.774    2.890  -71.891  108.933  -56.825  166.584    5.091
2835 -144.197  174.512 -170.452   85.612 -165.080  156.778   75.907    4.258  -73.282  123.412  -61.774 -179.409   15.178
2836 -130.570  177.207 -173.857  116.888 -170.443  178.188   88.984  -24.234  -66.236   69.991  -75.188 -170.354   38.241
2837  -77.362  173.208 -179.483   71.813 -151.840  176.982   68.090  -56.244  -64.826 -165.251  -61.977  171.545   42.899
2838 -149.345  170.082 -160.784   49.543 -137.363  168.250   85.079  -19.391  -92.146   77.682  -59.997 -168.827   21.356
2839  142.058 -178.007 -171.932   88.365 -167.911  167.282  147.165   -0.294  -72.532  121.035  -81.408 -169.894   36.633
2840  -69.484 -176.397  157.268   76.921 -172.069  171.863  151.761   -5.425  -75.390  118.700  -57.161  171.052   18.027
2841 -132.059  178.036 -170.600   57.327 -150.712 -172.649  150.763   -1.443  -82.189 -126.735  -36.643  149.410   28.485
2842 -174.122  168.934 -161.066   74.718  -98.251  160.644   75.162   -3.881  -83.465 -160.676  -64.330  176.532   34.943
2843  -56.850 -175.413  173.547   80.561 -171.348  172.154  168.878  -12.004  -65.187  101.631  -57.418  163.368   15.505
2844 -161.497  168.306 -165.535   78.495 -161.397  172.735  147.743  -18.019  -72.867   36.107  -46.252  162.829   40.015
2845 -114.435 -175.864 -156.001   60.948 -148.742  172.333  143.486   25.345  -71.824 -138.711  -47.439  176.235    1.588
2846 -159.465 -171.317  174.529   79.023 -156.496  179.957  153.424  -17.071  -92.102  -52.856  -36.131  165.746   50.261
2847 -107.648  179.449  177.271   74.499 -167.653 -169.517  176.074   -4.071  -91.351   58.695  -79.948 -166.968   23.877
2848  174.717 -176.682 -159.255   85.742  -52.686 -173.203   76.578   10.223  175.558  -40.572  -70.509 -161.714   48.318
2849  174.554  174.368  154.947  118.079  -72.954  177.261   80.367   18.490  148.825  161.878  -56.217 -164.337   33.321
2850 -121.668  173.066  167.588  103.936  -65.899  169.388   63.818   22.343  163.679   50.977  -50.912  178.339   49.505
2851 -157.405  179.832  179.994   79.951  -78.924  169.954   53.120    3.805 -162.954  -83.116   -7.226  142.413   38.634
2852  149.816 -178.488  153.368  101.879 -176.448  167.666   68.057    7.402  174.126  -76.227  -42.202 -172.975   35.120
2853  176.451  174.390  171.119  106.952 -147.715 -176.074   80.637    3.054 -168.192 -164.048  -43.066  176.349   12.651
2854 -147.751 -179.380  167.022   79.457 -157.010 -175.267   92.799   -0.088  176.607  118.133  -40.074  178.831   14.575
2855 -104.193  161.376 -165.490   72.209 -176.892  178.011   65.076   17.289  172.326  163.490  -61.101 -174.576   17.881
2856 -143.289  169.180 -157.921   78.226 -161.014  170.922  164.881   32.455  165.380  -44.698  -82.575 -158.322    9.956
2857  124.029  168.468 -155.914   60.051 -149.280  179.692  163.110   14.894  -75.394 -114.688  -51.727  178.513   -3.285
2858 -159.111  158.882 -169.219   72.308 -150.552  169.757   73.476   -7.320  -84.048  148.743  -62.405  169.660   22.854
2859  148.988  173.354 -169.505   91.183 -170.992  175.313   80.446    8.268  -97.123   11.624  -74.505 -169.277   23.085
2860  165.340  164.604  177.393   86.633 -154.013  168.638   73.094  -36.728  -57.970 -120.899  -57.371 -163.326   25.447
2861 -167.689 -178.882 -165.957   84.546  174.578  160.736   81.266    8.327  -86.947   -2.242  -43.231  171.673   44.704
2862  135.812  171.055  177.068   79.991 -166.131  176.068  139.656    4.681  -72.815  107.343  -58.228  179.704   41.872
2863 -106.489 -175.359  148.520   97.321 -168.657  177.159   83.166  -11.291  -75.613   13.495  -46.339 -173.559    8.828
2864 -171.027  164.791  173.461   72.048 -160.848  164.831   89.584  -12.265  -68.903 -127.110  -54.919  160.973   37.289
2865 -155.215  173.852  167.256   99.093 -158.341  167.381   51.955  -22.265  -72.247 -137.849  -53.199  174.594   34.393
2866 -125.444 -173.947  158.409  104.898  176.474  179.005   61.418  -16.938  -68.045  103.665  -26.220  158.956   45.686
2867  148.565  164.863 -179.257  114.710 -154.643  156.834   81.758   -8.175  -83.288 -149.890  -64.828  171.557   43.473
2868 -156.734 -170.465  146.802   88.064 -176.460  173.409   61.749   20.339  -89.711  133.023  -60.197 -174.591   28.126
2869 -170.331 -178.677  150.223   88.124 -174.176  167.916   76.372  -24.859  -69.134 -126.236  -41.305 -171.997   42.640
2870 -161.950  174.822  163.753   71.422 -165.078  177.627   72.048  -27.429  -76.671   70.512  -57.157 -173.968   31.837
2871  165.945  161.351 -158.911   70.696 -145.639  169.543   82.472  -17.176  -76.313   83.981  -57.014  179.154   36.468
2872 -168.054  156.041 -148.147   73.995 -157.888  162.802   63.210    3.650  -85.748    2.148  -73.306 -171.106   38.089
2873 -145.560 -178.167  174.174   85.591 -160.655  160.101   59.241  -30.300  -72.771  112.077  -52.216 -173.989   40.719
2874 -135.434  179.083 -176.377   83.160 -156.930  167.079   80.592    0.626  -70.707  -25.622  -44.944  162.157   32.931
2875 -162.671  177.219 -176.667   78.847 -138.721 -169.692   79.235  -22.819  -83.375  175.961  -54.588 -175.784   38.804
2876  172.792  168.184 -161.391   89.500 -159.293  168.491   81.416  -22.219  -66.338   97.030  -91.022 -167.679   22.913
2877 -172.792  177.346 -176.515   82.292 -162.254  172.194   73.090  -47.399  -63.326  101.761  -46.527  164.671   46.020
2878 -152.616  172.525  104.373  100.272 -177.001  177.974   67.780   14.352  -93.713 -149.189  -49.081 -166.343   38.671
2879  152.317 -178.264  112.228   74.938 -155.504 -177.645   60.157  -37.171  -73.554   71.834  -25.291 -173.890   29.134
2880  142.999  167.564  160.766  113.234 -166.750  176.730   74.347  -54.611  -68.204 -132.889  -54.234 -170.589   44.216
2881   74.754  166.337  145.382   98.395 -174.297  173.971  109.632   -6.936  -73.662   -7.480  -43.644 -173.039   35.721
2882  162.608  175.057  127.016   83.661 -167.859  174.135   69.870    0.055  -96.091  -79.329  -55.678  176.118   48.845
2883  118.716  171.666  139.038   70.273 -147.337 -166.059   61.406   33.865  -73.686  112.326  -54.570 -159.800   24.740
2884  171.532 -177.028  148.284  115.706 -178.016  174.053   72.429   -1.523  -83.485   -0.659  -61.192 -163.198   37.243
2885  162.092 -174.710  112.265   99.567 -165.740 -179.599  152.876  -22.953  -61.324  119.649  -51.494 -174.788   37.234
2886  151.359 -158.805   98.410  113.965 -164.234 -177.642   74.964    7.264 -103.631  133.148  -63.315 -167.682   28.118
2887  -70.420 -179.342 -178.131   83.448 -173.980  168.416  133.998   27.666 -111.809  -97.511  -49.627  178.037   35.989
2888 -153.243 -166.977  170.047   74.566 -165.192 -174.548  164.973   13.209  -70.055  -24.298  -47.759 -170.190   27.885
2889 -137.430  179.567 -153.643   72.814 -166.472 -173.045 -171.713  -26.970  -89.332  -41.266  -60.494 -179.907   35.809
2890 -133.755 -178.027 -173.950   77.151 -157.039  176.341   90.793  -15.903  -83.403   76.541  -57.093  177.907   26.951
2891  177.206  175.912  156.346  106.929 -177.327  178.271   70.113   -7.096  -71.761  -15.941  -45.913  169.940   11.544
2892  -89.532 -173.984 -170.392   55.668 -144.003  173.878   67.945  -27.187  -66.733   38.005  -53.585  170.242   28.273
2893 -162.142  162.371 -164.116   94.504 -171.531  164.863   41.204    5.332  -83.966 -164.853  -56.922  157.613   38.686
2894  130.645  170.933 -177.804   95.364 -168.741  157.356   81.152  -10.393  -79.928  -17.076  -56.334  169.178   47.857
2895  -93.756  171.418 -154.762   63.368 -157.926 -177.256   93.153  -13.537  -85.742  -43.645  -68.789 -167.748    5.786
2896 -174.670  176.363 -169.975   68.785 -138.255  172.663   73.759  -24.051  -66.223 -147.096  -43.602  173.219   43.696
2897 -145.157 -174.012  165.053   80.612 -171.436  172.512   83.338   -0.233  -86.682  -52.838  -53.630 -178.095   28.879
2898 -169.044 -170.849 -179.187   82.502 -166.768  176.303   68.925  -26.782  -71.328  106.155  -38.878  165.197   60.611
2899 -152.393  170.831 -174.366   90.556 -159.375 -174.512  142.273  -18.521  -64.956  -19.158  -42.910  179.543   36.175
2900 -149.260  153.878 -147.003   82.481 -168.824  168.352  153.298    0.353  -76.157   87.502  -42.123  159.850   34.638
2901  122.303  176.556 -166.566   83.387 -166.806 -171.528  152.551  -19.535  -74.205  -47.093  -67.288 -153.923   23.871
2902  -89.393 -176.470  151.561   97.463  179.020 -171.889  110.887   -9.705  -81.380  -72.641  -32.255  166.986   25.425
2903 -178.098  165.115 -171.749   90.326 -169.628  158.526   64.166   -7.441  -74.456 -119.308  -71.326 -174.158   19.600
2904  -67.403 -178.697  158.844  108.055 -176.212  172.956  143.648   -7.230  -74.442  -18.342  -61.000 -169.098   32.434
2905 -179.352 -176.391  138.579   74.451 -175.960  172.149 -172.939  -33.921  -87.035   79.302  -62.217 -166.892   34.250
2906  175.519  162.651 -143.500   79.857 -146.978  157.227   72.872  -45.687  -63.663  -73.137  -77.879 -157.036   32.641
2907 -152.911  179.159  167.236   95.515 -165.978  173.135  131.385   -4.138  -83.289 -153.413  -38.227 -177.739   35.203
