## Torsion are defined with the following atomIDs:
# dihed1: ai= 2442 aj= 2443 ak= 2444 al= 2445
# dihed2: ai= 2441 aj= 2440 ak= 2438 al= 2437
# dihed3: ai= 2440 aj= 2438 ak= 2437 al= 2436
# Frame#   dihed1   dihed2   dihed3
827 -154.378 -143.421 -174.218
828  137.284 -140.078  165.060
829  -91.903 -150.374 -156.552
830   59.091 -134.712 -157.978
831 -152.012 -125.038 -161.100
832  -77.743 -150.568 -147.468
833   18.335 -132.657 -173.424
834   62.609 -125.112  177.264
835 -140.286 -139.190 -176.375
836   -1.543 -144.577  174.239
837  135.516 -140.761 -166.721
838 -176.230 -121.994 -148.485
839  -89.010 -133.440 -164.814
840 -171.630 -130.326 -155.142
841  -43.705 -152.034 -142.219
842  152.420 -138.909 -174.851
843  -61.177 -149.623 -173.004
844  -22.299 -128.621 -160.668
845  -42.082 -146.050 -161.357
846  143.158 -125.670 -167.970
847  165.891  -64.530 -157.319
848 -175.674  -54.364 -138.390
849  131.182 -131.644 -164.036
850    0.635 -128.320 -168.991
851 -157.696 -134.188 -174.505
852  -76.853 -149.352 -164.967
853  -14.811 -141.145 -174.341
854 -169.994 -129.454 -167.485
855  135.598  -50.355 -165.561
856  154.061  -34.799 -147.647
857 -115.519  -11.223 -145.466
858  131.747  -44.657 -149.707
859   39.515  -51.155 -151.483
860 -104.086   25.608 -159.120
861  151.446   48.100  176.104
862 -108.001   59.401 -177.361
863 -129.451  -38.470 -157.004
864  122.395  -54.198 -153.623
865   82.649  -43.577 -141.042
866 -150.983  -40.471 -139.524
867  109.713  -34.155 -143.060
868   23.153   41.035 -164.405
869 -169.817   52.825 -167.107
870  -98.648   52.898  175.445
871  -11.773   23.008 -149.290
872   22.318  -48.559 -152.929
873   51.656  -35.954 -160.055
874  117.001  -45.444 -156.152
875  -85.634  -37.473 -168.522
876   23.727  -45.911 -132.547
877   74.016   57.965 -163.834
878 -101.184  -40.750 -144.828
879  134.449   40.021 -168.985
880 -129.485   65.957 -167.651
881 -126.356   51.357 -167.722
882  -28.087   67.563 -163.843
883  -61.574   46.641 -169.448
884  103.354  -23.045 -158.274
885 -134.046  -51.610 -141.382
886  -54.455  -37.799 -141.743
887   37.438  -49.411 -144.992
888 -128.791  -35.097 -157.759
889   73.465  -45.686 -151.907
890   31.052  -52.833 -147.099
891  143.929    6.744 -169.421
892   11.129  -31.682 -148.332
893  102.707    3.859 -179.501
894  145.156  145.675 -149.909
895 -174.957  147.712 -143.644
896   80.061  152.863 -165.706
897 -158.660  142.637 -147.355
898 -164.326  155.440 -157.191
899 -144.495  146.281 -165.124
900   16.340 -179.723 -147.544
901  -36.289  143.245 -157.825
902   28.921 -152.923 -161.615
903  105.219  135.865 -135.209
904  -45.663  147.104 -147.283
905  -17.958  147.441 -143.738
906  -83.387   81.602 -158.655
907  -70.054  138.386 -152.003
908  106.876 -175.378 -164.304
909 -137.389  143.089 -156.535
910  -52.634  105.515 -159.312
911  -37.404  126.250 -143.200
912  -78.434  142.207 -151.263
913  101.767  107.724 -132.730
914  -82.665  128.500 -155.432
915  -34.938  129.593 -152.145
916 -166.394  140.146 -149.783
917  -40.011  133.283 -154.918
918   57.304  135.356 -157.661
919  -49.003  136.990 -143.686
920 -172.957  156.128 -140.726
921  -12.866  123.134 -136.582
922   97.048  143.094 -146.519
923   -8.332  146.153 -140.797
924  -82.507  124.958 -158.125
925  129.954  127.318 -155.816
926  -11.612  138.856 -144.086
927 -105.786  153.945 -158.121
928 -155.490  127.774 -135.802
929 -159.068  142.480 -150.769
930   11.048  134.404 -170.148
931  101.450  147.825 -137.269
932  -98.413  135.481 -161.793
933  126.007  154.360 -156.146
934   54.360  148.370 -148.296
935  125.545  133.986 -139.163
936 -165.157 -143.441 -162.646
937  113.194 -149.471 -156.046
938   43.756  113.730 -167.693
939 -124.316  155.034 -162.099
940  121.570  146.854 -154.106
941   46.656  141.525 -150.466
942   85.262  137.278 -154.783
943   -5.441  147.145 -145.652
944  -56.795 -140.661 -172.949
945 -102.422 -140.729 -164.766
946   15.557 -142.363 -173.999
947  179.558 -149.206 -150.281
948  -46.766 -140.437  164.841
949  -89.551 -149.211 -169.930
950 -141.092 -131.338  160.473
951 -159.409 -128.473  175.600
952   33.506  178.834 -177.375
953  -19.867 -149.582 -165.894
954 -128.649 -123.970 -172.097
955   97.684  162.325  174.863
956  109.866 -148.317 -159.930
957  178.494 -145.676 -162.566
958  -38.447 -141.741 -170.520
959 -114.942 -142.229  173.059
960 -122.676 -116.821 -170.695
961   77.940  -81.985 -157.952
962 -176.030 -139.020 -169.535
963  -83.403 -151.302 -172.643
964  171.405  131.500 -166.001
965  -59.195 -156.456 -150.799
966   83.389 -149.868 -169.079
967  105.669 -179.579 -127.177
968   -0.397  128.970 -171.386
969 -166.938  141.929 -149.137
970 -142.688  138.705 -145.914
971 -140.067  135.062 -156.468
972 -157.382  155.618 -149.317
973  -46.747  139.936 -147.221
974  -51.050  139.479 -159.700
975 -119.661 -131.166 -164.345
976  -89.987  -60.899 -150.578
977  171.736  -82.433 -162.573
978 -170.445  -11.654 -156.307
979  167.852  -43.114 -151.952
980  -74.211 -121.448  175.443
981  160.147 -148.468 -178.498
982  139.102 -151.787 -162.786
983   14.126  123.819 -133.824
984  -74.898 -142.203 -160.835
985  162.348 -166.403 -173.702
986  -42.192 -177.949 -173.559
987   93.638 -144.932 -174.940
988  156.114 -131.623 -179.685
989  -13.230 -155.802  175.205
990  -94.762 -152.430  172.019
991 -164.036 -142.818 -164.775
992  -30.189 -134.644  178.616
993 -104.310 -164.005 -160.372
994  147.637  156.805 -149.935
995  -23.407  147.813 -153.698
996  112.928  153.108 -152.054
997  -18.872  130.312 -137.252
998  -44.177  108.498 -166.711
999   25.571  -38.627 -148.952
1000  -28.372   14.676 -161.541
1001  -41.178   52.022  174.664
1002  -56.857  -46.864 -158.496
1003   37.757  -28.464 -148.330
1004 -158.660  -37.013 -151.304
1005  106.435  -59.067 -145.387
1006  126.946  -29.780 -174.085
1007  133.454  -46.854 -147.522
1008  131.362  -40.426 -145.041
1009  151.828  -25.608 -159.206
1010 -112.311   38.373 -160.428
1011 -160.698  -72.024 -148.437
1012  165.441  -40.013 -146.219
1013   -2.525  -75.668 -156.543
1014 -108.283   21.837 -160.280
1015 -171.704  -28.484 -151.731
1016 -136.608   51.747 -171.151
1017 -112.245  143.415 -151.469
1018 -170.865  136.114 -165.065
1019   51.499  128.532 -160.187
1020 -161.365  121.729 -162.215
1021  -31.282  115.148 -147.350
1022   76.366   33.230 -161.990
1023 -127.248  117.910 -154.576
1024  -11.031  126.558 -150.883
1025  -24.478  136.961 -141.122
1026  139.689  134.385 -169.951
1027   68.219  129.554 -152.466
1028 -161.800  151.971 -154.257
1029  -93.299  130.423 -136.920
1030   16.763  147.337 -147.189
1031 -164.700  130.204 -141.525
1032   -5.928  147.256 -145.888
1033  104.473  131.935 -138.520
1034 -120.401   96.178 -165.374
1035 -137.141  135.915 -157.714
1036  -71.325   62.018 -171.294
1037  -88.113   29.692 -166.543
1038 -144.895   42.529 -177.829
1039 -145.348   92.215 -161.579
1040   36.460  -53.431 -146.186
1041  -95.037  -46.340 -153.979
1042   32.274  -40.408 -156.896
1043   13.421  -16.092 -149.920
1044   -0.206  -33.312 -164.589
1045 -115.874  -45.114 -153.924
1046  129.449  -43.219 -151.523
1047   57.924   11.952 -155.764
1048   66.859  -21.012 -178.294
1049   23.061  -12.854 -159.325
1050   -9.588  -58.007 -142.467
1051 -123.757  -31.227 -173.544
1052 -115.800  -52.403 -163.548
1053 -162.562   -8.266 -170.949
1054 -173.934   -7.889 -149.044
1055 -112.363  -42.697 -175.063
1056 -133.781  -20.472 -177.770
1057   22.771   33.633 -162.219
1058 -178.986    6.406 -158.638
1059   42.888   56.460  178.686
1060 -176.858   15.587 -178.205
1061   55.626 -141.041 -172.281
1062  179.263 -141.803 -177.258
1063   42.816 -135.800 -167.514
1064  -90.256 -132.816 -153.043
1065  -23.543 -130.101 -162.015
1066  -97.577 -122.442  177.475
1067  -94.345 -145.547 -174.987
1068  111.391 -132.638 -161.571
1069  112.691  166.238 -143.647
1070   13.071 -154.067 -167.816
1071   64.173   55.108  176.391
1072  158.661   64.130  178.458
1073  -16.709   52.750 -171.567
1074   54.505  165.934 -152.318
1075   30.543  131.445  179.040
1076  -12.242  144.355 -168.538
1077   97.949  129.885 -161.892
1078   91.855  116.474 -165.585
1079  121.603   38.282 -166.477
1080  159.179   30.277 -165.379
1081   64.984   37.006 -171.120
1082    5.263  -30.050 -154.995
1083 -127.429   32.576 -173.093
1084  132.568   40.842  153.126
1085  177.054   60.674  171.735
1086 -174.718   37.996 -178.336
1087   42.260   35.159  170.622
1088   31.030   32.118 -173.887
1089  -45.602   47.314 -173.911
1090   68.251   35.713 -172.621
1091  145.362   29.013  169.653
1092   57.602   42.930 -172.841
1093   -8.187   35.426 -160.193
1094  -32.665   33.662 -167.415
1095   13.673  -48.532 -131.168
1096   24.616   33.263 -174.104
1097 -138.290   28.994 -155.006
1098  155.046   22.869 -164.699
1099 -144.935   58.244 -163.304
1100   -1.037   40.443 -168.331
1101   65.831   43.937  174.730
1102   21.680   38.190  176.530
1103  -26.818   56.205  171.744
1104   -6.182   28.086 -170.251
1105  144.248   32.867 -171.531
1106  160.678   24.269 -173.375
1107   24.929   56.114 -176.412
1108   30.239   39.281  172.371
1109  -55.827   42.071 -171.898
1110  -86.353   35.462 -162.941
1111   45.416   30.432 -166.772
1112 -130.414  -39.617 -153.843
1113 -121.370   48.834  149.336
1114 -108.533   45.566  178.664
1115   76.369   58.506  179.835
1116 -115.624  107.997 -167.692
1117  -98.223  -39.267 -150.868
1118 -115.156  -27.654 -142.270
1119 -130.130  -29.195 -165.844
1120   19.006  -44.449 -160.541
1121   22.126  -53.991 -143.837
1122  123.215  -44.446 -150.790
1123  142.304  -52.318 -154.162
1124 -132.620  130.891 -153.271
1125 -160.644  128.516 -137.840
1126  -75.847 -156.192 -159.652
1127   10.695 -164.897  174.488
1128  115.602  147.356 -157.533
1129   83.014  141.272 -170.175
1130  125.596  135.776 -155.402
1131 -164.561  150.442 -158.269
1132  107.135  106.818 -158.570
1133  -24.805  121.954 -139.294
1134 -148.757  127.497 -143.547
1135 -163.442  141.731 -153.492
1136  -56.795  141.640 -142.155
1137  -99.997  145.451 -155.538
1138  -57.944  151.030 -165.943
1139  -43.482 -137.413 -157.900
1140  117.474 -141.216 -166.294
1141  165.643 -145.874 -177.402
1142 -159.587 -130.542 -166.354
1143  -31.080  -98.830  176.069
1144  159.583 -120.647  173.360
1145   71.803 -122.583 -175.860
1146  171.534 -128.969 -168.577
1147  123.192 -127.517 -152.907
1148 -143.945  133.462 -175.855
1149   79.063  135.400 -166.147
1150  -10.410  133.437 -156.380
1151  100.994  132.874 -146.296
1152  -55.883  138.990 -134.138
1153    5.695  147.349 -151.870
1154  135.609  163.775 -168.303
1155  -22.945  151.309 -157.002
1156  -67.814 -148.956 -157.317
1157 -143.018  161.828 -149.686
1158  -80.371 -136.551 -170.691
1159 -133.322  136.465 -157.344
1160   28.191 -150.388 -166.249
1161   91.110 -146.373 -156.664
1162  178.950  -31.898 -155.904
1163  151.663   32.733 -168.911
1164  172.179  -10.485 -167.188
1165  156.934  132.426 -157.546
1166 -141.204  132.783 -152.256
1167  106.978  -86.850 -157.593
1168  -71.368   18.473 -171.336
1169 -161.340   44.552 -177.526
1170  -98.891   -0.791 -161.514
1171 -153.907 -146.787 -163.747
1172  -25.273 -136.229 -169.000
1173   -7.438 -118.599 -169.825
1174   52.402 -156.422 -178.343
1175   23.489  172.330 -164.978
1176  -16.329 -155.482 -150.855
1177   20.810 -163.783 -168.264
1178  -35.377  163.798 -147.406
1179 -173.301  170.687 -155.847
1180   36.242  143.754 -142.708
1181  -45.489  150.959 -141.802
1182  103.378  131.692 -143.489
1183  -48.935  176.837 -160.556
1184  -96.421   59.062 -167.778
1185 -104.238   40.434  179.744
1186 -117.943   39.014  174.554
1187 -129.641   41.501 -155.453
1188   98.861   36.278  167.458
1189  -15.805   40.803  175.736
1190   22.426  -30.632 -143.652
1191  -40.153  -23.106 -156.621
1192  155.647  -53.651 -147.904
1193   77.814  -54.170 -139.683
1194  152.207  -57.087 -151.144
1195  125.890  -37.900 -159.220
1196  163.140  -57.077 -163.835
1197  -73.616  -50.776 -150.750
1198  -30.102  -50.472 -139.888
1199  -92.520  -59.890 -154.087
1200 -141.478  -40.833 -144.686
1201  -30.028  -42.250 -159.858
1202   61.715  -27.992 -144.883
1203  171.768  -18.355 -168.615
1204  167.010  -39.244 -153.025
1205   62.137  -43.841 -158.843
1206  146.067  -32.766 -146.432
1207  -86.539  -62.986 -137.864
1208  133.081  -37.296 -154.459
1209   32.132  -56.366 -159.268
1210   91.269  -50.038 -153.711
1211  -80.524  -46.092 -157.769
1212 -170.869  -63.311 -151.340
1213  -97.948  -32.706 -178.568
1214  115.952  -62.281 -168.281
1215  -39.910   21.050  179.567
1216   39.564   64.343 -179.644
1217  -58.012   17.045  171.704
1218  121.531  -39.803 -143.258
1219 -131.624  -43.469 -152.577
1220  131.367  -33.961 -166.523
1221  -85.225  -40.568 -167.153
1222  106.460  -39.502 -162.092
1223   63.678   41.679 -179.218
1224  146.810   29.807  169.296
1225  -63.110  -14.238 -173.168
1226    2.042  -33.820 -141.494
1227  104.991  -50.177 -136.035
1228  -78.153  -43.813 -175.874
1229  -77.294  -39.111 -162.331
1230  -72.045  -43.981 -144.252
1231  -45.295  -43.578 -146.625
1232  -95.822  -53.242 -151.774
1233   18.833  -45.070 -142.481
1234 -127.032  -51.172 -145.989
1235  -88.536  -48.467 -161.608
1236    7.450  -30.052 -158.273
1237    7.874  -27.861 -155.299
1238  -48.056  -54.195 -136.284
1239 -153.425  -51.231 -141.718
1240  -95.610  -30.600 -156.654
1241   50.910  -61.951 -155.660
1242  -80.104  -45.130 -162.522
1243  117.069  -50.342 -154.135
1244 -151.136  -50.182 -152.345
1245  102.415  -54.538 -155.182
1246   32.037  -66.718 -142.757
1247    2.734  -41.956 -152.209
1248 -138.737  -56.530 -171.791
1249  101.448  -45.624 -158.183
1250  129.301  -25.696 -158.159
1251    9.705  -49.217 -136.994
1252  153.653  -35.121 -148.430
1253  143.455  -53.906 -149.156
1254  -41.835  -55.358 -143.841
1255   71.007  -50.472 -158.342
1256   85.956  -31.570 -152.934
1257   57.384  -19.162 -154.745
1258 -126.901  -10.342 -152.943
1259  -64.891  -59.176 -147.891
1260   37.839  -46.376 -170.323
1261  142.684  -36.081 -140.525
1262   10.992  -76.051 -166.587
1263 -116.317  -37.792 -158.244
1264  -83.888  -68.803 -152.684
1265   -4.285  -43.240 -179.481
1266   83.071  -46.407 -153.792
1267  -79.077  -50.678 -148.090
1268  145.271  -14.493 -156.729
1269  143.871  -55.544 -173.246
1270 -129.648  -54.825 -126.205
1271  -81.191  -38.210 -145.481
1272 -155.195  -58.098 -138.964
1273 -128.282  -50.830 -142.895
1274 -158.188  -69.807 -152.895
1275  103.020  -38.137 -143.215
1276    7.944  -50.558 -153.645
1277   -0.670  -44.461 -129.761
1278   28.859  -58.832 -155.202
1279  164.636  -46.054 -132.753
1280  -78.468  -52.462 -168.406
1281  -24.204  -28.584 -163.101
1282  -95.052   29.557  175.402
1283   38.581   50.520 -173.153
1284  -21.749   75.608 -172.409
1285   26.427  -40.505 -141.958
1286  -98.261  -39.703 -137.054
1287 -100.466  -59.305 -141.934
1288   28.445  -56.300 -133.738
1289  122.023  -15.174 -157.852
1290 -154.019  -33.337 -142.771
1291  171.183  -45.792 -145.686
1292   18.711  -53.528 -163.390
1293 -153.298 -146.810 -167.503
1294   60.017 -147.322  178.304
1295  -84.553 -142.185  178.165
1296 -107.153 -129.581  174.232
1297  136.283 -160.633 -171.013
1298 -172.515 -138.470 -164.935
1299   64.337 -145.318 -165.262
1300   53.087 -157.483 -162.159
1301   -2.698 -136.988 -162.164
1302  -11.014 -131.985 -169.270
1303   96.256 -136.386 -154.690
1304 -101.114 -100.375 -171.619
1305   31.330 -123.127  175.091
1306  -65.175 -131.049 -163.088
1307   86.184 -161.840 -161.408
1308  134.433 -111.416 -153.935
1309  -59.989 -115.966 -175.082
1310  -44.998 -148.835 -168.676
1311 -179.199 -125.324 -175.961
1312 -153.716 -146.494 -178.152
1313   59.471  128.534 -146.007
1314 -147.076 -146.481  178.149
1315  -82.072 -152.404 -160.861
1316  -44.276 -142.123 -179.111
1317 -174.240  -55.270 -160.082
1318 -119.271  -50.942 -156.239
1319   80.066  148.230 -166.227
1320 -166.703  144.318 -152.061
1321 -156.809  136.811 -143.607
1322   20.603  133.348 -141.757
1323   89.098  151.795 -149.246
1324   67.628  146.756 -158.616
1325   -7.873  136.322 -155.817
1326   66.254  117.849 -147.103
1327   98.498  149.053 -154.536
1328  173.968  128.560 -137.153
1329  104.981  126.280 -162.416
1330 -100.780  154.117 -143.004
1331  -48.315  140.859 -131.654
1332 -162.213  148.980 -178.550
1333   35.649  136.067 -154.811
1334  153.654 -128.501  174.648
1335  154.353  -54.157 -158.298
1336  -39.406  -65.478 -150.739
1337   -1.002  -48.359 -149.202
1338  160.197  -48.036 -154.631
1339 -119.052  -36.618 -151.290
1340 -168.895  -39.110 -148.779
1341   57.451  -45.211 -144.657
1342  142.944  -52.094 -134.085
1343   19.833  -43.369 -136.470
1344   84.681  -35.988 -140.023
1345    5.362  -37.415 -134.638
1346   43.804  -59.079 -132.929
1347  136.788  -28.834 -141.293
1348    8.396  -50.647 -152.161
1349   -0.075 -103.270 -165.110
1350 -132.991 -129.833 -172.743
1351  -90.467 -126.455  179.919
1352 -108.441  -58.012 -137.329
1353  170.849  -42.092 -165.236
1354  133.731  -30.808 -147.304
1355  -74.567  -45.295 -165.353
1356   92.536  -54.727 -145.057
1357 -156.900  -46.296 -154.237
1358   71.974  -59.290 -148.419
1359   95.578  -43.706 -155.209
1360   20.156  -30.859 -153.975
1361  -63.910  -20.747 -156.163
1362  -23.419   23.515 -169.808
1363  -11.615  -32.099 -169.871
1364   28.280  -51.071 -150.900
1365  -25.697  -44.468 -158.101
1366  124.304  -71.380 -148.110
1367   -6.576  -42.547 -162.602
1368  -23.556  -29.710 -159.749
1369   53.757  -53.719 -142.419
1370 -118.950  -46.261 -153.032
1371   18.085  -36.572 -149.335
1372  -87.008  -34.233 -145.606
1373  -75.597  -75.227 -142.293
1374 -116.723  -28.318 -156.842
1375  145.012  -44.139 -130.021
1376    6.551  -34.353 -145.159
1377  -44.990  -62.062 -145.922
1378 -142.962  -50.718 -145.792
1379  132.639  -56.848 -154.469
1380   30.829  -44.213 -170.162
1381   27.551   52.967  179.573
1382    8.624   32.047 -159.605
1383   19.931   44.856 -172.204
1384  150.202   52.922 -176.400
1385   97.002   32.050 -141.145
1386   98.434  116.018 -148.757
1387  -60.175  147.197 -175.117
1388   77.104 -153.283 -178.037
1389  -40.244  142.441 -152.353
1390   81.814  140.357 -125.175
1391 -159.784  130.156 -156.870
1392   61.347  150.661 -148.390
1393   24.791  -53.935 -152.929
1394  176.357  142.266 -140.267
1395   52.681  137.042 -157.902
1396 -162.763  133.280 -136.102
1397  -69.436 -132.328 -172.530
1398 -103.930 -133.690  174.801
1399   63.987 -144.843 -179.543
1400  -88.220  157.835 -169.925
1401  114.113  146.217 -140.454
1402 -159.101  110.117 -151.654
1403 -143.807  125.638 -133.042
1404 -150.327  125.178 -171.928
1405  -47.932 -145.048 -175.697
1406 -151.672 -121.065 -162.760
1407   77.965 -117.638 -176.228
1408  135.484 -119.714  175.433
1409  162.770 -150.243 -148.156
1410  -35.570  124.757 -151.570
1411  -86.798 -133.638 -176.843
1412   83.019 -145.742  178.519
1413 -146.510 -161.726 -175.825
1414 -102.679 -168.484 -161.642
1415  -78.723 -142.109 -159.067
1416  -40.443 -139.218 -175.745
1417   22.434  -48.912 -149.489
1418  100.757  -43.694 -136.064
1419   88.322  -76.312 -159.499
1420  164.870  -49.108 -158.240
1421   30.089  -34.207 -165.446
1422  -71.707  -38.767 -151.626
1423  127.211  -42.556 -150.510
1424  -49.181 -151.970 -172.236
1425 -156.299 -154.351  176.138
1426   73.952 -126.744 -163.221
1427  144.843 -145.260 -161.470
1428  -95.301 -120.833 -172.184
1429   94.018 -131.464 -176.582
1430 -153.519 -148.534 -158.610
1431   52.286 -152.496 -161.960
1432   91.299 -127.606 -159.526
1433 -159.922 -127.340 -170.802
1434  -62.600 -166.859 -164.228
1435  -66.418  141.966 -159.813
1436  152.898  145.846 -149.439
1437  174.067  122.216 -156.924
1438  157.872  157.431 -159.971
1439   31.372 -141.585  175.886
1440   90.663 -165.934 -170.533
1441  164.906  144.465 -144.406
1442 -167.258  129.574 -157.161
1443 -172.676 -111.212 -152.386
1444 -173.368 -134.963 -165.746
1445   25.685 -144.445 -157.567
1446 -159.727 -132.641  176.135
1447   -2.935 -169.799 -165.586
1448  -32.766  137.864 -151.859
1449   -3.579  147.022 -155.136
1450 -131.028  149.815 -160.633
1451  -56.751  153.925 -167.498
1452 -110.876  142.526 -162.511
1453  -13.899  158.907 -153.792
1454  170.194  144.808 -153.522
1455  -20.231  118.618 -153.502
1456  157.474  127.323 -152.415
1457  -38.098  134.686 -160.632
1458 -151.303  123.555 -149.611
1459  -39.260  146.046 -158.730
1460  -65.028  138.056 -147.751
1461 -167.765  145.369 -144.908
1462   97.296  134.084 -146.874
1463 -158.610  117.337 -148.663
1464  173.082  129.328 -148.276
1465   99.226  138.544 -152.883
1466  104.622  135.514 -144.563
1467 -146.571  129.116 -152.951
1468 -139.630  142.218 -147.194
1469 -168.320  130.936 -142.952
1470  -15.666  138.524 -140.952
1471   79.244  137.579 -145.541
1472  -28.771  138.498 -160.129
1473 -161.821  133.985 -146.295
1474 -151.170  135.738 -168.782
1475   52.230  126.164 -155.265
1476   93.762  138.896 -136.794
1477   16.335   38.679 -165.370
1478  -95.725   41.208 -170.006
1479  -74.116   32.576 -169.217
1480  -52.643   49.789 -165.948
1481 -166.543   38.874 -169.924
1482 -178.025  137.283 -154.058
1483  161.503   45.456  178.588
1484    9.821   49.075 -173.024
1485  157.340   81.622 -144.751
1486   22.656  -43.965 -152.737
1487  -22.432  -46.239 -163.583
1488  157.811  -30.247 -155.664
1489  152.098  -57.168 -152.796
1490  134.113  -40.257 -154.182
1491  -14.670 -149.936 -158.726
1492  161.610 -139.223 -175.711
1493 -129.156 -118.565 -159.654
1494 -158.696 -150.540 -178.012
1495   48.598 -145.788  160.836
1496 -154.085 -140.369 -151.914
1497   -2.882 -132.549 -168.690
1498   69.089  -65.585 -147.573
1499  150.593  -37.729 -141.700
1500  151.595  -40.576 -141.717
1501  120.086  -46.443 -143.908
1502  162.191 -135.833  175.565
1503  121.651 -155.188  175.430
1504   43.251  162.253 -150.452
1505   75.849  143.499 -141.595
1506   94.478  142.682 -156.059
1507   26.586  131.160 -152.751
1508  -65.008  130.249 -143.706
1509   -5.221  140.408 -158.775
1510    0.456  156.821 -155.707
1511   14.433  140.321 -150.664
1512   50.675  148.990 -157.025
1513   -1.604  144.042 -154.194
1514   83.591  124.996 -151.355
1515 -125.143  158.179 -165.891
1516   26.503  122.033 -156.147
1517 -155.560  -38.411 -155.860
1518  -59.773   51.191 -175.187
1519  -67.344  -33.981 -146.994
1520  -51.840  -55.451 -141.043
1521  -72.097  -57.833 -155.672
1522  -78.500  -52.583 -157.102
1523  -80.197  -54.544 -135.769
1524    0.235  -39.333 -148.276
1525   28.280  -40.233 -138.173
1526   46.835  -32.258 -159.299
1527   68.675  -56.243 -150.365
1528  156.118  -52.113 -142.940
1529   41.876  -65.449 -161.167
1530   13.609  -45.770 -137.256
1531   18.658   -7.916 -156.325
1532  -79.641  -20.770 -142.628
1533  -88.341  -59.212 -146.142
1534 -104.561  -43.235 -160.028
1535   10.573  -45.615 -155.616
1536  136.679  -43.984 -157.701
1537   25.603  -53.794 -148.354
1538  148.320 -151.936 -168.499
1539   67.891  174.315 -179.001
1540   86.090 -127.396 -175.866
1541  115.815 -135.029 -163.297
1542 -156.751  140.021 -139.381
1543 -142.404  135.082 -140.926
1544   95.335  134.631 -146.472
1545 -136.938  154.063 -141.141
1546 -157.415  132.160 -133.484
1547  -62.758  131.559 -161.482
1548   75.869  132.280 -159.921
1549  114.074 -152.375 -163.598
1550  -86.115  149.121 -145.819
1551 -124.586   46.546 -178.423
1552  -90.564   49.043 -167.252
1553  147.344   30.716 -162.903
1554   87.793   40.238 -163.332
1555  131.393  -31.765 -145.317
1556  161.514  -58.322 -157.659
1557  130.576  -44.396 -165.218
1558 -112.975  -17.625 -150.045
1559   -5.837  -17.306 -154.469
1560 -119.408  -29.492 -159.582
1561    8.990  -40.207 -146.334
1562  106.205  -45.593 -145.837
1563 -165.022  -39.489 -163.833
1564   38.029  -46.623 -138.725
1565  -93.645  -37.765 -147.859
1566    5.199  -57.441 -137.865
1567   73.667   29.075 -171.684
1568   73.843   13.688 -179.124
1569  -36.004  -48.292 -156.183
1570    9.768  -52.177 -156.818
1571 -103.081 -137.327 -160.702
1572 -119.000 -145.337 -162.399
1573  102.282  -33.874 -152.647
1574   41.582  -58.212 -164.791
1575  167.757  -52.496 -139.987
1576   34.103  -42.947 -143.159
1577   65.043  -42.496 -172.002
1578  105.515   29.057 -159.751
1579 -115.057   97.467 -175.703
1580  -83.438   36.721  168.661
1581   49.719 -135.368 -160.587
1582 -174.328 -133.014 -163.959
1583   60.227 -147.918 -168.649
1584 -155.618  130.597 -141.439
1585   30.620  128.062 -146.096
1586  105.609  130.817 -149.580
1587  175.277  127.295 -144.554
1588  157.637  151.195 -148.395
1589 -108.353  147.857 -144.441
1590  -33.186  138.657 -149.963
1591 -160.677  -98.740 -154.915
1592   78.959   36.437 -178.156
1593  149.199  -40.793 -146.064
1594 -116.154  -21.604 -166.995
1595  -73.623  -28.021 -155.793
1596 -109.406  -45.324 -136.941
1597  131.601  -34.925 -158.778
1598  115.068  -39.547 -135.877
1599   71.701   18.750 -178.839
1600  112.384 -128.360  173.149
1601  125.070 -155.304 -159.744
1602 -164.698  127.008 -164.023
1603   81.652  140.843 -162.924
1604   93.290  144.362 -150.621
1605  126.931  137.427 -166.875
1606  176.595  157.253 -153.916
1607 -139.968  120.997 -140.757
1608  -45.252  167.014 -154.828
1609 -142.595  130.058 -168.878
1610   93.618  128.053 -139.089
1611   75.766  159.340 -151.719
1612 -128.187  143.809 -147.236
1613 -176.259  137.132 -159.985
1614  -20.822  145.774 -153.633
1615   78.077  141.152 -149.466
1616   55.206  125.075 -140.619
1617   67.118  120.269 -174.384
1618  -81.846  144.237 -147.041
1619   69.620  141.987 -142.607
1620  147.268 -123.054 -178.326
1621  -11.403 -138.034 -166.195
1622   69.874 -132.264  179.990
1623 -103.999  132.069 -168.343
1624   98.303  127.515 -143.536
1625  -39.661  139.473 -154.987
1626 -146.928  147.501 -142.004
1627   35.175 -152.686 -165.524
1628  131.407 -124.023 -168.376
1629   79.473  -59.361 -162.117
1630  134.401 -150.601 -167.169
1631   84.462  162.016 -150.544
1632   66.116  148.807 -164.791
1633  -61.630  139.647 -148.790
1634  -12.185  136.417 -130.711
1635 -145.298  129.545 -153.261
1636  -14.034  151.878 -137.129
1637   93.313  123.747 -160.274
1638  119.968  136.723 -162.505
1639  122.927  150.439 -163.245
1640  -22.611  144.007 -167.073
1641   56.304  144.324 -164.225
1642  128.902  122.964 -151.616
1643  -49.039  145.485 -158.040
1644 -179.637  144.898 -153.229
1645  -91.528 -147.539 -163.613
1646 -109.599 -147.689  176.682
1647   72.766  147.402 -151.571
1648   -0.554  153.442 -165.515
1649 -161.741  150.008 -150.286
1650  100.175  148.039 -152.875
1651  171.043 -147.897 -170.452
1652  110.434 -146.331 -168.396
