## Torsion are defined with the following atomIDs:
# dihed1: ai= 2442 aj= 2443 ak= 2444 al= 2445
# dihed2: ai= 2441 aj= 2440 ak= 2438 al= 2437
# dihed3: ai= 2440 aj= 2438 ak= 2437 al= 2436
# Frame#   dihed1   dihed2   dihed3
1653  -85.247 -154.544 -162.470
1654   63.572 -139.211 -175.274
1655  -72.337 -154.968 -176.339
1656   19.590 -114.038 -171.823
1657  164.563 -126.238 -164.430
1658  155.937 -139.033 -171.812
1659  134.492 -161.946 -176.924
1660    2.703 -141.684 -158.654
1661  -65.201  161.140 -159.572
1662  -62.645  151.660 -145.790
1663  -54.015  143.144 -142.009
1664  170.377  149.881 -132.146
1665   68.709  156.311 -155.728
1666 -161.756  127.782 -143.577
1667 -173.059  146.042 -133.294
1668  -14.672  127.199 -150.770
1669  172.058  140.919 -156.139
1670 -138.434  131.982 -134.197
1671  102.655   98.379 -158.053
1672   67.861  153.758 -157.116
1673  -47.376  132.215 -143.896
1674  141.011   14.169 -163.909
1675  -45.881   42.060 -157.729
1676  110.460   40.583 -168.626
1677  152.163   37.641 -169.887
1678  145.262 -135.672 -159.996
1679   29.955   40.547 -168.040
1680  145.180   61.450 -172.298
1681  -72.057   43.591 -162.322
1682  -21.642   55.673 -170.380
1683 -149.630  -28.805 -158.156
1684  -37.037  123.144 -141.070
1685  174.740  137.053 -141.763
1686 -145.554   35.804 -167.251
1687  155.844    5.657 -143.958
1688   10.592   27.688 -166.741
1689    7.580   33.848 -179.487
1690   37.785   85.886 -157.210
1691   12.010  -49.696 -167.716
1692   -3.158  -49.310 -135.820
1693  -15.426   69.067 -178.625
1694  145.794  150.818 -168.406
1695  -24.139  153.123 -149.395
1696  -54.157  129.468 -154.289
1697 -155.650  145.137 -144.723
1698   86.873  167.279 -155.507
1699 -168.414  148.579 -164.576
1700  -95.427  141.525 -159.700
1701  114.895 -137.273  177.280
1702   27.620 -140.558 -174.218
1703  -13.223  153.032 -126.161
1704   97.775  131.883 -140.388
1705 -122.190   31.995 -167.273
1706   93.566  142.081 -144.894
1707  -85.290  137.376 -151.012
1708 -140.924  163.417 -151.300
1709   69.079  136.681 -161.472
1710   -0.465 -131.088  166.461
1711  -23.394  135.269 -150.122
1712 -104.726  103.998 -166.087
1713 -131.283  152.548 -144.216
1714   14.509  143.976 -148.384
1715   71.676   47.497 -174.429
1716 -104.965  -49.430 -153.507
1717 -157.542  -65.808 -145.206
1718  104.467  -35.402 -143.287
1719   72.820   50.936  170.657
1720    8.165  146.548 -159.266
1721   91.351  126.196 -147.312
1722  -24.131  122.177 -146.533
1723  129.863  141.752 -148.705
1724  -12.966  127.600 -164.316
1725  -39.921  129.342 -158.237
1726 -173.955  135.184 -161.593
1727  -35.575  140.514 -148.328
1728  160.829 -132.493  173.480
1729  -94.501 -149.597 -170.284
1730  130.292  -86.609 -161.902
1731  -92.350  -39.206 -146.790
1732  -30.750 -138.817 -165.848
1733   90.235  139.970 -145.315
1734  -32.898  123.025 -136.629
1735 -164.091  111.759 -163.374
1736  -29.680  134.300 -138.949
1737   79.597  133.472 -146.002
1738   23.086  161.756 -151.324
1739   82.010  151.013 -153.229
1740  -33.872  153.376 -158.939
1741 -116.775  149.809 -147.499
1742  104.807  132.826 -146.849
1743  127.647   37.279 -168.217
1744    5.612   46.454 -165.662
1745  -26.371   30.594 -162.409
1746  -92.515  -59.451 -147.481
1747  149.640  -60.932 -144.615
1748  -26.778  -29.942 -162.870
1749   12.433  -58.868 -140.921
1750 -171.102  -60.654 -141.210
1751   85.383 -138.460 -171.068
1752  -62.109  -30.892 -166.346
1753  140.891  -45.234 -142.890
1754   31.626  -41.520 -154.678
1755  160.064  -45.456 -132.223
1756  -85.101   52.230 -156.622
1757 -172.711 -131.676 -169.723
1758  -32.054 -154.206 -154.772
1759  -32.054  -80.555 -152.851
1760   26.278  -44.885 -155.724
1761  114.922  -33.292 -135.194
1762  -92.271  -43.471 -145.151
1763 -120.292  -34.223 -153.729
1764   97.080 -134.127 -165.001
1765  131.298  -45.460 -155.068
1766   37.548  -69.735 -142.053
1767 -121.873  -45.858 -150.211
1768   -3.603  -27.537  179.940
1769 -166.977  -28.748 -148.688
1770 -133.303   -1.774 -148.187
1771  176.395  -69.410 -160.751
1772   23.471  -54.181 -142.114
1773   18.674  -55.464 -142.008
1774  -87.465  -31.939 -156.104
1775   99.218   45.397  175.036
1776  147.962  -35.347 -153.365
1777 -116.364  -42.724 -131.580
1778  -20.850  -52.811 -160.220
1779  139.819  -28.376 -153.031
1780 -114.894  -53.861 -134.564
1781 -145.189  -20.158 -159.239
1782   50.534  -68.831 -153.930
1783  109.034  -35.658 -139.555
1784  171.036  -37.546 -165.818
1785   -0.059  150.430 -149.069
1786   97.638  138.311 -156.844
1787 -138.949 -131.986 -175.033
1788  134.691 -153.831  171.168
1789  -26.758  131.717  172.938
1790 -116.134  129.963 -166.158
1791  -14.183  137.772 -147.164
1792 -101.497  139.370 -155.881
1793 -166.992  145.452 -151.674
1794   99.155  125.359 -162.243
1795   32.592  135.838 -142.763
1796  -49.260 -133.465 -175.282
1797    2.210 -141.847  169.099
1798  -28.842  139.243 -167.603
1799  -76.891  139.390 -173.034
1800  -64.366  143.848 -156.593
1801  151.205   62.114 -179.330
1802   -1.709   69.035  172.424
1803   35.547  109.558 -163.553
1804   19.431  132.645 -162.689
1805   72.096 -151.617  178.128
1806   63.648  144.489 -146.850
1807 -167.440  143.827 -138.119
1808  121.990  111.215 -162.040
1809 -147.641  126.733 -145.970
1810   54.356   52.821  174.239
1811  117.316  -62.934 -164.889
1812   33.058  -34.166 -137.177
1813   -0.448  -30.643 -144.107
1814  110.676  -43.389 -141.167
1815  127.631  -55.672 -145.840
1816 -101.843 -125.664  174.950
1817 -170.704  -45.983 -159.474
1818 -145.845  -31.504 -153.755
1819   23.073  -39.432 -147.564
1820  -70.844  -60.225 -160.864
1821   79.211  -79.001 -155.412
1822  -67.002  -41.354 -141.287
1823   88.682  -29.945 -156.114
1824  -96.772  -41.313 -153.996
1825   12.835  -48.949 -159.615
1826 -112.139  -46.696 -154.786
1827  118.724  -52.416 -147.717
1828   49.923  -29.877 -160.230
1829   35.655  -49.573 -152.830
1830   25.437   31.211 -165.069
1831 -159.008   83.808 -162.427
1832  -63.482  108.514 -156.120
1833 -153.109  140.637 -163.997
1834   -6.051   49.072 -172.842
1835   64.177   59.494 -172.154
1836 -101.829   59.196 -179.014
1837    5.671   37.545 -165.572
1838  150.628   15.290 -151.195
1839  -79.945  130.997 -158.064
1840  102.455  115.908 -154.245
1841  -54.180  128.963 -174.170
1842   82.219  151.909 -139.017
1843  -50.048  147.559 -155.053
1844   69.099  142.834 -149.243
1845  -61.194  155.927 -140.722
1846   83.781  130.604 -164.152
1847 -127.055  129.813 -171.240
1848   49.522  138.798 -135.965
1849  -56.765   33.059 -165.012
1850  172.926   59.028  179.808
1851  -82.288   32.944 -173.575
1852   19.228   44.140 -171.118
1853  170.555   48.948  178.780
1854 -164.030  -24.393 -136.619
1855 -156.735  -38.820 -154.903
1856   69.065  -44.253 -119.761
1857  176.120  -48.428 -115.417
1858 -150.168   37.936 -175.626
1859  -32.553   22.573 -162.038
1860  -37.365   26.980 -153.295
1861 -138.432  131.832 -144.208
1862   31.176   78.169 -151.956
1863  -80.010   31.312 -172.084
1864  164.294   46.663  173.063
1865   95.862   31.769 -158.043
1866   99.298   43.750  176.106
1867  143.422   55.754  168.762
1868   79.404   25.367  176.607
1869  -71.478   21.893 -165.322
1870  -49.564   42.609  175.770
1871   83.781   32.779  177.923
1872   50.158  -39.971 -155.793
1873   -8.134  -50.499 -157.016
1874  129.308  -45.883 -170.293
1875  -26.976  -39.242 -168.570
1876 -116.330  -48.885 -159.078
1877  -20.101 -132.244 -158.818
1878 -109.036 -152.235 -140.964
1879   44.824  146.012 -139.251
1880  -94.870  131.745 -150.227
1881  -23.673  124.347 -154.776
1882  141.423 -144.100 -164.558
1883  152.248 -137.534  174.547
1884 -156.745 -148.989 -154.270
1885 -171.362 -137.794 -166.539
1886  -34.264 -131.138 -165.899
1887 -109.828 -137.311 -155.200
1888   34.953 -149.228 -149.241
1889    2.504 -136.619 -163.558
1890 -116.090 -135.062 -162.756
1891   59.082 -172.375 -158.111
1892  102.645 -146.038 -164.226
1893   -5.478 -119.308 -156.121
1894   -7.762 -121.527  176.146
1895 -147.823 -138.983 -176.423
1896  -78.316 -172.485 -157.214
1897  112.999  146.374 -114.517
1898 -123.612 -144.281 -167.284
1899  131.848 -145.910 -151.103
1900   -0.572 -116.861 -178.784
1901    8.643 -150.329 -171.457
1902   24.558 -147.715 -179.690
1903   48.268  139.951 -155.814
1904 -109.928  153.974 -163.384
1905  -25.853  129.676 -154.891
1906 -168.924  151.668 -165.577
1907  -88.670 -144.815 -159.761
1908  174.359 -138.901 -155.048
1909   -0.679  146.943 -148.288
1910  141.313  121.131 -148.657
1911 -118.012  150.593 -123.336
1912   53.507  128.562 -173.337
1913  147.847 -146.691 -167.443
1914   24.628 -139.534 -166.809
1915 -119.326 -165.897 -165.295
1916  -68.072 -122.348  171.766
1917  158.590 -139.014  169.859
1918  -22.552  158.847 -146.179
1919  -36.755 -149.037 -160.389
1920 -134.229  178.015 -144.627
1921 -102.018 -134.217  176.439
1922 -174.458 -142.122 -175.957
1923  144.949 -141.142 -169.606
1924   73.302 -124.245 -160.888
1925   29.125 -149.686 -164.324
1926 -127.427 -146.545 -170.942
1927  -61.889 -148.314 -171.746
1928   61.267  140.697 -157.366
1929 -132.882  137.997 -165.014
1930 -174.666 -149.635 -165.907
1931  -11.555 -163.703 -171.607
1932 -117.284 -150.789 -161.848
1933  -63.854 -157.860 -168.879
1934 -139.057 -129.435  173.997
1935  178.298  149.620 -165.281
1936  100.315 -145.002 -167.195
1937   36.622 -142.800 -174.516
1938   40.429 -139.858 -166.700
1939 -126.605 -138.196 -160.923
1940   28.884 -149.662 -172.919
1941   80.937 -133.597 -173.126
1942   58.530 -152.945 -155.245
1943  -51.770  137.688 -158.371
1944  -22.755  129.127 -149.867
1945   35.527 -169.730 -154.372
1946  100.587 -133.235  170.158
1947 -150.072 -173.571 -156.244
1948  -87.959  138.609 -153.856
1949   59.414  147.747 -165.910
1950    0.877 -146.944 -160.911
1951 -104.309 -132.818 -167.033
1952   59.514 -143.808 -173.659
1953   22.343 -152.805  179.434
1954 -162.132  141.045 -157.326
1955  -53.957  145.004 -136.411
1956  128.681  143.639  170.099
1957  -23.102  155.817 -169.876
1958   32.256  119.333 -152.472
1959  -62.396  136.586 -155.716
1960  162.380 -138.814 -171.144
1961  102.481 -147.002 -179.588
1962 -169.679 -150.705 -156.985
1963 -126.144 -134.252 -152.897
1964  -52.841 -146.673  166.216
1965    5.615 -157.688 -157.793
1966  -78.667 -118.824 -173.422
1967 -117.423 -138.011 -176.582
1968   96.619 -130.130 -170.641
1969   55.768 -170.593 -166.216
1970   40.750  129.515 -150.827
1971  -87.052  158.287 -166.047
1972  159.699  157.648 -151.965
1973   83.629 -136.742 -160.710
1974  158.070 -145.020 -178.045
1975 -116.365  144.951 -156.645
1976 -129.513  139.971 -123.358
1977 -136.592 -141.709 -165.082
1978   24.786 -136.927 -173.343
1979   33.159 -125.484 -172.655
1980   39.103 -139.731 -166.625
1981 -133.543 -172.440 -148.520
1982  136.651  167.242 -143.838
1983  -11.786 -134.449 -178.267
1984  105.044 -150.107 -159.708
1985  -52.389 -139.181 -177.365
1986 -101.513 -149.746 -167.466
1987 -116.501 -142.528 -169.760
1988 -133.595 -133.552 -166.277
1989   71.439 -141.596 -172.402
1990   59.806 -131.348  177.181
1991   81.398  142.101 -155.926
1992  117.492  137.661 -155.979
1993   38.887  132.358 -152.372
1994 -167.858  126.371 -166.916
1995  142.199  148.140 -147.473
1996  -52.482  142.619 -144.911
1997  -11.913  153.641 -137.918
1998   40.919 -145.408 -164.345
1999  -77.229 -166.315 -155.996
2000  -17.602  154.895 -156.905
2001  -14.477 -133.277 -166.742
2002  -31.257 -151.163 -163.888
2003  117.357  146.699 -156.380
2004 -131.990 -149.942 -173.194
2005 -169.668  136.751 -151.800
2006  152.632  142.128 -145.959
2007   40.391  141.404 -151.544
2008 -102.752  169.253 -167.701
2009  120.944  156.269 -168.326
2010   88.909  144.712 -155.557
2011   91.143  153.729 -147.217
2012  166.476 -144.205 -165.099
2013 -136.265  127.366 -150.791
2014  -57.617 -167.200 -156.720
2015  -97.666  158.468 -161.238
2016  106.196  145.844 -171.851
2017  -66.115  139.263 -143.959
2018    7.207  142.841 -149.623
2019   30.947  133.663 -142.570
2020  118.716  149.553 -165.929
2021 -110.207  132.543 -156.569
2022   45.847  151.245 -152.621
2023   -8.218  145.675 -146.753
2024  -28.679 -153.618 -157.905
2025   50.054 -149.304 -159.966
2026 -154.106 -123.227  175.046
2027  -87.213 -142.018 -175.533
2028  -36.899 -149.732 -176.403
2029  169.060 -148.376  178.833
2030  127.171 -162.972 -159.668
2031   62.052  162.342 -157.204
2032 -167.781  140.037 -160.112
2033  151.979  139.193 -171.845
2034 -138.142  149.633 -140.451
2035  -56.354  141.966 -145.139
2036  -15.871  118.653 -161.004
2037   20.211 -153.898 -177.811
2038  -25.929 -144.775 -164.300
2039   67.153 -138.099 -178.523
2040   -1.573 -140.295 -161.179
2041  128.029 -122.410  175.815
2042 -173.341 -157.818 -156.176
2043   63.378  146.049 -159.483
2044   66.948 -145.119 -164.706
2045   -1.456  116.473 -153.396
2046   65.166 -153.744 -173.441
2047   70.733 -149.412 -153.888
2048  -80.474 -132.601 -173.741
2049 -170.522 -135.735 -166.668
2050  129.640  160.413 -150.625
2051  -39.104 -163.084 -171.999
2052   26.361 -154.774 -165.495
2053  -15.296  152.126 -155.712
2054   59.936 -144.215 -175.276
2055   92.292 -128.549 -171.581
2056 -127.097 -132.268  171.624
2057    3.678 -149.416 -170.991
2058 -129.859  153.469 -141.181
2059   25.055  143.647 -146.470
2060  156.720  147.943 -129.084
2061  138.936  144.397 -137.685
2062  -92.380  160.112 -142.492
2063   18.732  149.248 -144.377
2064  137.328  155.742 -153.785
2065   19.258  138.072 -154.789
2066  -24.357  150.861 -162.207
2067  127.297  129.259 -165.902
2068 -101.362 -148.834 -164.490
2069  113.284 -155.139 -163.220
2070  158.068 -144.554 -177.689
2071  141.672 -147.041  177.097
2072 -138.255 -145.603 -170.706
2073  138.547 -158.908 -170.854
2074  119.133 -114.054 -168.173
2075  -47.206  167.490 -152.733
2076   50.481  143.537 -153.252
2077 -104.138  128.965 -157.583
2078 -103.638  137.083 -137.367
2079  -97.850  144.671 -150.505
2080  -14.672  145.570 -153.534
2081   36.826  136.347 -145.822
2082 -149.917 -139.046 -153.263
2083 -150.771  129.792 -143.781
2084   57.116  141.924 -156.402
2085   88.042 -151.913 -170.125
2086   30.896 -139.013  179.486
2087 -110.731 -174.617 -156.930
2088 -179.438  132.196 -156.126
2089  -31.093  126.454 -177.687
2090 -108.300  134.247 -150.920
2091 -154.282 -138.683 -176.612
2092  106.099  144.892 -158.132
2093  117.466  137.726 -159.279
2094  110.700  150.576 -148.549
2095 -166.761  147.368 -162.458
2096 -158.659  155.552 -142.382
2097   67.500 -142.113 -169.675
2098 -113.727  123.005 -158.129
2099 -158.555  132.696 -153.307
2100 -120.710 -138.915 -166.154
2101 -110.927  152.004 -137.363
2102  -49.664  155.482 -144.429
2103  -11.537  149.916 -163.363
2104  118.924 -138.766  169.372
2105 -117.354  138.049 -158.686
2106   -5.960  151.192 -162.139
2107 -130.280  139.434 -141.439
2108   12.485  147.253 -163.228
2109   43.428  129.746 -155.773
2110   35.121  156.051 -165.662
2111  -67.664 -152.252 -155.571
2112  -68.477 -142.949  174.653
2113  -13.830 -135.429 -170.235
2114 -132.249 -145.328 -174.330
2115    0.253  152.567 -168.242
2116  -61.349 -139.142 -160.954
2117  -70.054  128.110 -158.591
2118 -139.606  162.841 -165.533
2119  -65.612  145.102 -151.145
2120   55.735  128.776 -141.912
2121  142.571  146.326 -142.852
2122 -140.084  128.627 -151.060
2123   72.474  140.258 -152.733
2124  111.130 -155.691 -170.329
2125   33.195 -145.030  165.119
2126  -13.497  135.166 -162.758
2127  149.163  131.050 -146.374
2128  -31.825  156.307 -156.927
2129   46.239  164.490 -167.669
2130   -0.041  128.930 -145.560
2131  -82.335 -121.968 -174.873
2132  165.425 -133.097 -173.332
2133  173.721 -124.821  175.813
2134  -82.783 -136.432  164.471
2135   77.048 -152.260 -166.744
2136  147.146  174.464 -159.374
2137 -100.353 -143.664 -173.074
2138  -36.462 -134.164 -165.070
2139  -33.620  145.822 -149.924
2140  -90.333  162.441 -144.900
2141 -113.560  141.975 -158.097
2142  -43.717 -139.084  178.853
2143  149.006  145.173 -158.626
2144   44.008  146.323 -149.170
2145  -39.224  141.728 -143.642
2146  131.622  160.526 -159.310
2147  -96.573  149.801 -150.058
2148  -71.814  126.516 -148.378
2149   32.097  147.686 -149.493
2150  139.098  135.590 -147.781
2151   11.320  158.761 -147.378
2152  -86.035  139.286 -160.054
2153   78.203  150.243 -154.997
2154  127.545 -140.904 -166.427
2155   96.234 -134.580 -177.735
2156 -122.095 -153.640 -152.098
2157  -88.674  166.084 -139.238
2158  -18.931  135.565 -175.496
2159   -4.521 -150.179 -166.931
2160  138.511 -132.313  179.605
2161  -34.095 -150.888 -168.593
2162  131.781 -124.196 -177.353
2163   94.750 -146.505 -165.546
2164  -73.655  130.545 -154.384
2165   74.274  151.778 -148.104
2166 -127.285  138.159 -167.598
2167  -50.080  159.581 -156.478
2168   29.071  154.681 -152.413
2169 -100.743  131.682 -152.842
2170   43.894  147.843 -159.249
2171   64.413 -132.834  177.589
2172  -33.642 -161.576 -154.830
2173   41.408 -149.218 -167.682
2174  -85.789 -153.041 -160.808
2175  -35.523 -146.068  179.301
2176  122.633  137.626 -147.132
2177  -91.548  133.908 -164.811
2178  172.671  132.441 -132.928
2179   21.157  102.910 -131.616
2180   14.063 -151.129 -147.015
2181 -163.676 -144.346 -149.913
2182  -45.207 -141.611 -161.405
2183 -108.697 -174.441 -164.442
2184  -91.000  113.674 -162.604
2185    0.435  131.794 -141.185
2186  -73.958  133.902 -175.073
2187  -15.117  162.670 -163.180
2188 -165.748  117.383 -143.352
2189  -90.520  167.586 -160.215
2190   14.457  145.355 -139.038
2191  131.575  158.991 -161.143
2192 -141.619  167.013 -148.104
2193    6.463  -23.605 -160.989
2194  -31.070   34.989 -166.825
2195  165.243   33.830 -177.263
2196  -15.108  -50.756 -176.080
2197  175.311   -5.572 -159.544
2198  -36.442  -40.544 -143.366
2199 -143.021   31.977 -169.756
2200   72.228  -16.603 -162.271
2201   77.443  -50.267  174.007
2202 -173.723  -40.890 -161.928
2203   31.040   12.543 -153.407
2204  144.765  -53.807 -144.565
2205  -62.640    1.723 -151.916
2206 -152.655  -41.498 -148.027
2207  -69.540   16.500 -162.715
2208 -111.326  -15.483 -140.032
2209 -154.109  -36.641 -149.453
2210   82.765  -30.854  178.753
2211   96.035   53.049  171.137
2212   85.732   36.732 -172.257
2213   43.004   34.820 -177.955
2214 -123.022   56.351 -177.023
2215 -154.259   33.297 -178.387
2216  -34.706  -33.016 -151.883
2217 -178.277  -45.670 -155.378
2218  -10.194   41.040  171.059
2219  -35.893   35.522 -177.672
2220  -28.565  -35.361 -141.938
2221  -43.146  -48.357 -158.082
2222 -143.232  -26.916 -153.474
2223  -50.024  -34.491 -153.919
2224  173.963  -35.217 -144.249
2225  115.771  -36.759 -135.346
2226  -81.282  -38.210 -151.953
2227  -41.175   37.454 -161.374
2228  179.360   15.303 -170.169
2229  173.755  -60.998 -149.898
2230 -134.008  -34.961 -162.763
2231  115.222   32.067 -170.153
2232   81.456   65.815 -169.014
2233  141.716   40.678 -163.799
2234  -26.764  -36.537 -160.151
2235 -138.163  -56.909 -134.976
2236 -135.984  -31.756 -151.353
2237   69.216  -17.124 -149.411
2238   21.324   43.670 -175.457
2239 -141.483   43.687 -170.129
2240  165.521  -40.037 -168.004
2241  104.301   43.261 -152.727
2242  140.780   42.358 -172.285
2243   13.600   34.432 -167.375
2244  -29.586  -36.500 -157.073
2245 -141.835  -31.535 -147.426
2246  -68.797  -38.306 -154.543
2247 -126.051  -23.197 -176.326
2248 -153.443  -40.020 -151.955
2249    2.571   29.224 -167.390
2250   42.293  -41.491 -151.450
2251  -45.777  -32.108 -152.898
2252 -178.763   35.335 -177.345
2253  -10.668   45.981 -177.929
2254 -100.444   28.830  179.132
2255 -146.453  -42.055 -163.602
2256 -155.495   42.187  169.855
2257  -64.543  -15.739 -152.460
2258  129.020  -19.178 -139.897
2259  173.413   55.060  173.123
2260  128.125   46.194 -177.840
2261  -52.466   52.346  179.914
2262   23.264   33.756 -178.034
2263  153.054  -48.667 -154.817
2264    5.808   46.129 -166.567
2265   39.055   64.986 -167.944
2266    9.731  -39.242 -155.251
2267  152.452  -59.087 -131.444
2268 -149.809   51.037 -177.530
2269 -100.434  -35.552 -156.868
2270 -151.227  -42.686 -136.046
2271   59.111  -47.755 -135.113
2272  103.699   -8.322 -151.880
2273  -74.238  -51.751 -160.694
2274 -172.915   31.972 -152.354
2275  -34.900   36.679 -170.465
2276 -141.338   57.095  173.447
2277  118.612   53.596  178.286
2278   38.299   38.549  179.220
2279  -76.548   49.091  160.530
2280  -86.793   37.077 -172.101
2281    9.510   47.355  164.028
2282   43.062   25.578 -151.331
2283  179.804   49.515  164.617
2284   29.219   32.523 -171.675
2285  -74.777   58.333  172.509
2286  -57.420   46.895 -169.752
2287 -162.795   59.570 -178.738
2288   34.754   41.726  177.448
2289 -173.770   34.936  165.029
2290  123.148   30.996  163.935
2291  -56.448   17.411 -142.233
2292   45.253   44.607 -171.479
2293  166.042   42.874 -162.947
2294    0.462   23.024 -163.381
2295 -164.390   40.433  165.783
2296   -4.222   65.071 -178.219
2297  -13.922   54.462  168.997
2298  154.791   35.970 -172.844
2299  138.660   42.532 -176.540
2300 -130.673   50.131  176.133
2301  137.945   61.778  178.567
2302 -178.664   35.858 -179.683
2303  -41.153    9.035 -166.303
2304   84.470   32.930 -173.217
2305   65.791   41.497 -171.324
2306   14.152   52.749 -167.096
2307   87.992   45.437 -169.306
2308  102.370   45.413  170.005
2309  -99.958  106.713  157.358
2310   20.793   45.762  178.959
2311 -123.655   45.816  160.076
2312  161.099   52.501 -171.603
2313  170.930   64.393  157.684
2314  133.253   42.346 -179.861
2315  -64.449   59.243  166.257
2316  -42.002   26.395  179.772
2317   81.184   52.529  165.652
2318   63.916   21.369 -174.571
2319  -92.938   52.399 -179.654
2320   65.803   29.696  168.442
2321    7.280   41.834 -179.726
2322  120.143   59.181 -169.797
2323   73.703   31.424 -169.501
2324  -98.691   22.772 -163.354
2325  114.733   39.607  176.018
2326  133.271   30.346 -157.836
2327  -37.788  -40.244 -159.741
2328 -105.690   39.874 -170.998
2329 -172.956   35.101 -172.596
2330  -89.252   40.867 -173.299
2331 -152.344   16.661 -151.040
2332 -101.153  149.942 -175.713
2333   80.196 -144.992 -167.205
2334   41.880  151.919 -160.038
2335   39.926  134.644 -150.861
2336  -13.718 -146.815 -173.543
2337  142.785 -141.908  174.547
2338  -24.380  128.980 -154.337
2339  127.158  154.021 -147.186
2340   65.890 -119.545  174.712
2341  128.668 -143.420  167.747
2342 -116.910  125.033 -163.267
2343 -107.634  151.752 -150.033
2344   69.788 -151.691 -172.892
2345   32.959  151.692 -140.273
2346   26.455 -124.358 -169.473
2347  -25.146 -147.505 -155.083
2348    9.558 -148.633  159.787
2349  -59.927 -140.825 -178.376
2350 -147.855 -139.826 -177.563
2351   -4.804 -141.515 -171.765
2352  -85.651  171.481 -170.089
2353 -140.906 -132.774  169.935
2354 -123.743 -143.734  177.550
2355  117.917 -147.225  171.260
2356  -95.057 -167.259 -163.879
2357 -104.645 -126.535  177.960
2358 -154.744 -135.511 -175.173
2359 -172.756 -140.698 -167.695
2360 -150.201 -146.233 -179.126
2361   -4.749 -150.882 -170.209
2362   84.589 -149.926 -156.591
2363 -111.212  144.398 -163.048
2364  -22.129  163.749 -141.374
2365  -94.603  137.592 -138.000
2366 -109.624  157.819 -148.634
2367  -57.238 -119.309 -169.708
2368  -75.788 -131.422  170.619
2369  128.990 -150.005 -166.238
2370  -68.668 -142.496  168.608
2371  113.690 -141.921 -170.895
2372   38.429 -147.413 -166.192
2373   22.270  172.986 -156.481
2374   31.274  157.229 -174.088
2375  103.056 -170.400 -162.057
2376   38.619  145.985 -161.950
2377   -6.013 -150.186 -173.338
2378   40.529  172.810 -156.922
2379 -156.874 -151.232 -164.510
2380   76.610 -143.988 -177.926
2381 -131.274 -136.879 -170.565
2382   98.900 -129.031 -167.453
2383   24.683 -153.936 -172.091
2384   36.504 -160.817 -147.008
2385  -21.561 -128.963  177.893
2386 -147.160 -129.692 -176.171
2387 -166.092 -119.973  174.278
2388  177.738 -163.013 -168.037
2389  -53.914 -118.180 -178.502
2390 -144.266 -133.313  166.166
2391    2.305 -125.990  167.773
2392 -152.020 -159.704  172.885
2393  -19.602 -117.357 -163.917
2394 -133.493 -141.648 -167.777
2395 -137.945 -147.732 -161.238
2396 -107.395 -145.633 -176.455
2397  -58.892 -128.375  175.791
2398   60.127 -142.606  172.141
2399   45.160 -134.369 -176.202
2400  -77.642 -142.416 -170.602
2401  145.900 -132.609 -162.636
2402    0.368 -160.752 -179.307
2403  111.465 -129.126  155.121
2404   80.987 -145.748 -177.021
2405 -163.025 -121.981  178.929
2406 -124.377 -150.087 -166.937
2407 -123.488 -136.593  171.117
2408  -99.996 -134.933  169.224
2409 -108.269 -115.612  120.976
2410  -17.826 -147.312  149.467
2411  -27.920 -146.639  164.719
2412  151.091 -139.998 -172.116
2413  -93.210 -147.400 -175.482
2414 -115.707 -126.484  166.946
2415   -5.549 -153.259  177.032
2416  138.710 -142.058 -179.255
2417  170.513 -134.999  171.743
2418  139.690  139.263 -142.139
2419  -97.061  134.466 -169.840
2420   50.316  116.191 -159.278
2421  135.608  153.193 -148.791
2422  -67.866 -137.958 -163.274
2423  126.657  148.708 -139.839
2424  -74.034 -145.926  179.281
2425   42.211 -122.559 -178.671
2426 -134.677 -157.176  173.355
2427  171.612 -147.904 -164.093
2428  153.118  145.495 -156.088
2429   46.780 -151.475  179.612
2430  -21.837 -157.894 -169.172
2431  -74.269 -158.377 -158.601
2432  -81.735 -148.662 -157.643
2433  -32.738 -163.592 -158.244
2434   69.269  152.162 -143.290
2435  -15.427  149.545 -147.460
2436  -89.562  144.294 -150.900
2437  129.887 -130.199  170.721
2438  111.140 -147.100  177.750
2439   75.378 -148.984 -164.330
2440  -68.408 -151.295 -167.682
2441 -150.429 -139.350  176.564
2442  175.497  145.737 -156.300
2443  -91.337 -142.491 -173.248
2444   61.382 -156.554 -170.992
2445   25.624 -159.377 -164.197
2446  147.200 -149.510 -178.644
2447  -89.940 -164.914 -161.713
2448  112.811 -175.012 -153.801
2449  -31.618  149.758 -146.375
2450   54.743  149.882 -142.908
2451 -107.824 -134.354 -170.372
2452   49.158 -140.784 -171.808
2453 -109.540 -153.643 -149.144
2454  132.378 -173.323 -163.104
2455   31.531  153.766 -165.287
2456 -116.133  134.509 -138.730
2457 -126.043  158.219 -147.957
2458   63.447 -155.541 -168.430
2459 -109.987 -138.482  158.660
2460  170.836 -140.484 -160.162
2461   32.903  136.964 -155.104
2462 -102.371  139.906 -156.491
2463   88.232  157.846 -137.768
2464  150.389  140.212 -155.841
2465   82.687  135.311 -161.065
2466   25.686  136.579 -145.009
2467 -155.309  136.335 -167.818
2468   37.264  143.792 -138.421
2469    4.255 -153.823 -162.039
2470  -97.710 -136.026 -167.060
2471 -166.097  176.892 -167.278
2472   91.729 -134.490 -173.204
2473  -72.175 -159.226 -160.498
